PID	Ass. Year	Improvements	Land	Total	CollectedOn
316	2022	229500	180700	410200	2024-12-03
317	2025	361800	152900	514700	2024-12-03
317	2023	361800	152900	514700	2024-12-03
317	2022	361800	152900	514700	2024-12-03
319	2025	381800	222900	604700	2024-12-03
319	2023	381800	222900	604700	2024-12-03
319	2022	381800	222900	604700	2024-12-03
320	2025	0	8500	8500	2024-12-03
320	2023	0	9500	9500	2024-12-03
320	2022	0	9700	9700	2024-12-03
321	2025	74900	140500	215400	2024-12-03
321	2023	74900	140500	215400	2024-12-03
321	2022	74900	140500	215400	2024-12-03
322	2025	0	150900	150900	2024-12-03
322	2023	0	151200	151200	2024-12-03
322	2022	0	151200	151200	2024-12-03
323	2025	156200	143800	300000	2024-12-03
323	2023	150100	143800	293900	2024-12-03
323	2022	150100	143800	293900	2024-12-03
324	2025	319900	137800	457700	2024-12-03
324	2023	319900	137800	457700	2024-12-03
324	2022	319900	137800	457700	2024-12-03
325	2025	750700	251100	1001800	2024-12-03
325	2023	750700	251100	1001800	2024-12-03
325	2022	750700	251100	1001800	2024-12-03
326	2025	327800	180100	507900	2024-12-03
326	2023	327800	180100	507900	2024-12-03
326	2022	327800	180100	507900	2024-12-03
327	2025	266500	153200	419700	2024-12-03
327	2023	266500	153200	419700	2024-12-03
327	2022	252500	153200	405700	2024-12-03
328	2025	178800	161000	339800	2024-12-03
328	2023	178800	161000	339800	2024-12-03
328	2022	178800	161000	339800	2024-12-03
329	2025	113100	93200	206300	2024-12-03
329	2023	113100	93200	206300	2024-12-03
329	2022	110800	93200	204000	2024-12-03
330	2025	216200	133800	350000	2024-12-03
330	2023	216200	134000	350200	2024-12-03
330	2022	216200	134000	350200	2024-12-03
331	2025	62500	131800	194300	2024-12-03
331	2023	62500	131800	194300	2024-12-03
331	2022	62500	131800	194300	2024-12-03
333	2025	0	15700	15700	2024-12-03
333	2023	0	15700	15700	2024-12-03
333	2022	0	15700	15700	2024-12-03
334	2025	459600	174300	633900	2024-12-03
334	2023	459600	175400	635000	2024-12-03
334	2022	459600	175600	635200	2024-12-03
335	2025	130700	157100	287800	2024-12-03
335	2023	130700	157100	287800	2024-12-03
335	2022	103500	157100	260600	2024-12-03
336	2025	210700	158300	369000	2024-12-03
336	2023	210700	158300	369000	2024-12-03
336	2022	210700	158300	369000	2024-12-03
337	2025	630400	197400	827800	2024-12-03
337	2023	630400	197400	827800	2024-12-03
337	2022	630400	197400	827800	2024-12-03
339	2025	153000	140300	293300	2024-12-03
339	2023	153000	140300	293300	2024-12-03
339	2022	153000	140300	293300	2024-12-03
340	2025	382600	176700	559300	2024-12-03
340	2023	382600	176700	559300	2024-12-03
340	2022	382600	176700	559300	2024-12-03
341	2025	228100	123800	351900	2024-12-03
341	2023	198000	123800	321800	2024-12-03
341	2022	191600	123800	315400	2024-12-03
343	2025	238400	197200	435600	2024-12-03
343	2023	238400	197200	435600	2024-12-03
343	2022	238400	197200	435600	2024-12-03
344	2025	265500	107800	373300	2024-12-03
344	2023	265500	109500	375000	2024-12-03
344	2022	265500	109500	375000	2024-12-03
345	2025	298800	153300	452100	2024-12-03
345	2023	288300	153300	441600	2024-12-03
345	2022	288300	153300	441600	2024-12-03
346	2025	256900	159200	416100	2024-12-03
346	2023	256900	159200	416100	2024-12-03
346	2022	256900	159200	416100	2024-12-03
347	2025	8800	18500	27300	2024-12-03
347	2023	8800	18600	27400	2024-12-03
347	2022	8800	18600	27400	2024-12-03
348	2025	295100	149400	444500	2024-12-03
348	2023	287400	149400	436800	2024-12-03
348	2022	287400	149400	436800	2024-12-03
349	2025	0	102600	102600	2024-12-03
349	2023	0	102600	102600	2024-12-03
349	2022	0	102600	102600	2024-12-03
350	2025	0	52200	52200	2024-12-03
350	2023	0	52200	52200	2024-12-03
350	2022	0	52200	52200	2024-12-03
351	2025	275300	148900	424200	2024-12-03
351	2023	284700	148900	433600	2024-12-03
351	2022	284700	148900	433600	2024-12-03
355	2025	0	330300	330300	2024-12-03
355	2023	0	330300	330300	2024-12-03
355	2022	0	330300	330300	2024-12-03
357	2025	0	159000	159000	2024-12-03
357	2023	0	159000	159000	2024-12-03
357	2022	0	159000	159000	2024-12-03
358	2025	0	9300	9300	2024-12-03
358	2023	0	9300	9300	2024-12-03
358	2022	0	9300	9300	2024-12-03
359	2025	92400	135100	227500	2024-12-03
359	2023	92400	135100	227500	2024-12-03
359	2022	92400	135100	227500	2024-12-03
360	2025	126800	101800	228600	2024-12-03
360	2023	128100	101800	229900	2024-12-03
360	2022	128100	101800	229900	2024-12-03
361	2025	344600	155900	500500	2024-12-03
361	2023	344600	156400	501000	2024-12-03
361	2022	344600	156600	501200	2024-12-03
363	2025	392400	128100	520500	2024-12-03
363	2023	392400	128100	520500	2024-12-03
363	2022	392400	128100	520500	2024-12-03
364	2025	114400	98300	212700	2024-12-03
364	2023	114400	98300	212700	2024-12-03
364	2022	114400	98300	212700	2024-12-03
365	2025	544900	255700	800600	2024-12-03
365	2023	544900	257000	801900	2024-12-03
365	2022	544900	257400	802300	2024-12-03
368	2025	242900	111700	354600	2024-12-03
368	2023	242900	111700	354600	2024-12-03
368	2022	242900	111700	354600	2024-12-03
369	2025	477100	240600	717700	2024-12-03
369	2023	477100	240900	718000	2024-12-03
369	2022	477100	240900	718000	2024-12-03
370	2025	0	312000	312000	2024-12-03
370	2023	0	312000	312000	2024-12-03
370	2022	0	312000	312000	2024-12-03
371	2025	357300	166800	524100	2024-12-03
371	2023	342300	166800	509100	2024-12-03
371	2022	342300	166800	509100	2024-12-03
372	2025	219900	208700	428600	2024-12-03
372	2023	219900	208700	428600	2024-12-03
372	2022	219900	208700	428600	2024-12-03
375	2025	0	244100	244100	2024-12-03
375	2023	0	244100	244100	2024-12-03
375	2022	0	244100	244100	2024-12-03
376	2025	387900	162700	550600	2024-12-03
376	2023	387900	163100	551000	2024-12-03
376	2022	387900	163300	551200	2024-12-03
377	2025	34900	146600	181500	2024-12-03
377	2023	34900	148600	183500	2024-12-03
377	2022	34900	148800	183700	2024-12-03
378	2025	345600	142700	488300	2024-12-03
378	2023	345600	142700	488300	2024-12-03
378	2022	345600	142700	488300	2024-12-03
379	2025	65300	118000	183300	2024-12-03
379	2023	65300	118000	183300	2024-12-03
379	2022	65300	118000	183300	2024-12-03
380	2025	184800	157400	342200	2024-12-03
380	2023	184800	157400	342200	2024-12-03
380	2022	184800	157400	342200	2024-12-03
381	2025	73000	107800	180800	2024-12-03
381	2023	73000	107800	180800	2024-12-03
381	2022	73000	107800	180800	2024-12-03
382	2025	150900	158900	309800	2024-12-03
382	2023	150900	158900	309800	2024-12-03
382	2022	150900	158900	309800	2024-12-03
383	2025	0	3300	3300	2024-12-03
383	2023	0	4800	4800	2024-12-03
383	2022	0	5000	5000	2024-12-03
384	2025	115100	241800	356900	2024-12-03
384	2023	115100	241800	356900	2024-12-03
384	2022	115100	241800	356900	2024-12-03
385	2025	285900	172600	458500	2024-12-03
385	2023	285900	172600	458500	2024-12-03
385	2022	285900	172600	458500	2024-12-03
387	2025	0	32300	32300	2024-12-03
387	2023	0	32300	32300	2024-12-03
387	2022	0	32300	32300	2024-12-03
388	2025	0	73500	73500	2024-12-03
388	2023	0	73500	73500	2024-12-03
388	2022	0	73500	73500	2024-12-03
389	2025	267800	112600	380400	2024-12-03
389	2023	267800	112600	380400	2024-12-03
389	2022	267800	112600	380400	2024-12-03
390	2025	0	454600	454600	2024-12-03
390	2023	0	454600	454600	2024-12-03
390	2022	0	454600	454600	2024-12-03
391	2025	113000	321300	434300	2024-12-03
391	2023	113000	321300	434300	2024-12-03
391	2022	147800	321300	469100	2024-12-03
392	2025	490000	360400	850400	2024-12-03
392	2023	490000	360400	850400	2024-12-03
392	2022	490000	360400	850400	2024-12-03
394	2025	371100	355400	726500	2024-12-03
394	2023	371100	355400	726500	2024-12-03
394	2022	371100	355400	726500	2024-12-03
395	2025	332100	335700	667800	2024-12-03
395	2023	332100	335700	667800	2024-12-03
395	2022	332100	335700	667800	2024-12-03
398	2025	777200	1621300	2398500	2024-12-03
398	2023	777200	1621300	2398500	2024-12-03
398	2022	777200	1621300	2398500	2024-12-03
399	2025	354400	297700	652100	2024-12-03
399	2023	354400	297700	652100	2024-12-03
399	2022	354400	297700	652100	2024-12-03
400	2025	339100	163100	502200	2024-12-03
400	2023	339100	163100	502200	2024-12-03
400	2022	339100	163100	502200	2024-12-03
401	2025	0	1188900	1188900	2024-12-03
401	2023	0	1188900	1188900	2024-12-03
401	2022	0	1188900	1188900	2024-12-03
402	2025	1367100	1205000	2572100	2024-12-03
402	2023	1367100	1205000	2572100	2024-12-03
402	2022	1367100	1205000	2572100	2024-12-03
405	2025	146300	143300	289600	2024-12-03
405	2023	146300	143300	289600	2024-12-03
405	2022	146300	143300	289600	2024-12-03
407	2025	0	13800	13800	2024-12-03
407	2023	0	13800	13800	2024-12-03
407	2022	0	13900	13900	2024-12-03
408	2025	182100	148500	330600	2024-12-03
408	2023	171500	148500	320000	2024-12-03
408	2022	171500	148500	320000	2024-12-03
415	2025	242800	212800	455600	2024-12-03
415	2023	242800	212800	455600	2024-12-03
415	2022	242800	212800	455600	2024-12-03
417	2025	34800	20500	55300	2024-12-03
417	2023	34800	20800	55600	2024-12-03
417	2022	34800	20900	55700	2024-12-03
418	2025	432100	205700	637800	2024-12-03
418	2023	432100	205700	637800	2024-12-03
418	2022	432100	205700	637800	2024-12-03
427	2025	317000	162800	479800	2024-12-03
427	2023	317000	162800	479800	2024-12-03
427	2022	317000	162800	479800	2024-12-03
429	2025	555500	172400	727900	2024-12-03
429	2023	555500	172400	727900	2024-12-03
429	2022	553700	172400	726100	2024-12-03
432	2025	0	23700	23700	2024-12-03
432	2023	0	23700	23700	2024-12-03
432	2022	0	23700	23700	2024-12-03
433	2025	38200	104500	142700	2024-12-03
433	2023	37700	104500	142200	2024-12-03
433	2022	37700	104500	142200	2024-12-03
434	2025	58600	184300	242900	2024-12-03
434	2023	58600	184300	242900	2024-12-03
434	2022	58600	184300	242900	2024-12-03
435	2025	104100	221200	325300	2024-12-03
435	2023	104100	221200	325300	2024-12-03
435	2022	104100	221200	325300	2024-12-03
436	2025	57700	187000	244700	2024-12-03
436	2023	57700	187000	244700	2024-12-03
436	2022	57700	187000	244700	2024-12-03
437	2025	684600	378100	1062700	2024-12-03
437	2023	682800	378100	1060900	2024-12-03
437	2022	682800	378100	1060900	2024-12-03
438	2025	310300	261700	572000	2024-12-03
438	2023	308800	261700	570500	2024-12-03
438	2022	308800	261700	570500	2024-12-03
439	2025	0	6400	6400	2024-12-03
439	2023	0	6400	6400	2024-12-03
439	2022	0	6400	6400	2024-12-03
440	2025	53000	228900	281900	2024-12-03
440	2023	53000	228900	281900	2024-12-03
440	2022	53000	228900	281900	2024-12-03
441	2025	406800	455200	862000	2024-12-03
441	2023	404100	455200	859300	2024-12-03
441	2022	404100	455200	859300	2024-12-03
442	2025	232400	196700	429100	2024-12-03
442	2023	229500	196700	426200	2024-12-03
442	2022	229500	196700	426200	2024-12-03
446	2025	426500	213900	640400	2024-12-03
446	2023	421000	215800	636800	2024-12-03
446	2022	417800	216600	634400	2024-12-03
447	2025	191900	228500	420400	2024-12-03
447	2023	191200	228500	419700	2024-12-03
447	2022	191200	228500	419700	2024-12-03
448	2025	403800	254500	658300	2024-12-03
448	2023	396900	255200	652100	2024-12-03
448	2022	396900	255400	652300	2024-12-03
450	2025	561400	398500	959900	2024-12-03
450	2023	561400	402800	964200	2024-12-03
450	2022	561400	403400	964800	2024-12-03
454	2025	563300	241600	804900	2024-12-03
454	2023	586600	243900	830500	2024-12-03
454	2022	586600	243800	830400	2024-12-03
457	2025	824300	224600	1048900	2024-12-03
457	2023	818800	225400	1044200	2024-12-03
457	2022	818800	225700	1044500	2024-12-03
458	2025	234900	272600	507500	2024-12-03
458	2023	234800	272600	507400	2024-12-03
458	2022	234800	272600	507400	2024-12-03
459	2025	293400	192000	485400	2024-12-03
459	2023	293400	192000	485400	2024-12-03
459	2022	293400	192000	485400	2024-12-03
460	2025	512600	200300	712900	2024-12-03
460	2023	479100	201400	680500	2024-12-03
460	2022	479100	201800	680900	2024-12-03
461	2025	714600	232700	947300	2024-12-03
461	2023	714600	233000	947600	2024-12-03
461	2022	714600	233100	947700	2024-12-03
462	2025	545200	192300	737500	2024-12-03
462	2023	544600	192600	737200	2024-12-03
462	2022	544600	192700	737300	2024-12-03
463	2025	0	3800	3800	2024-12-03
463	2023	0	4100	4100	2024-12-03
463	2022	0	4200	4200	2024-12-03
465	2025	0	12300	12300	2024-12-03
465	2023	0	12300	12300	2024-12-03
465	2022	0	12300	12300	2024-12-03
469	2025	739700	271500	1011200	2024-12-03
469	2023	725500	271500	997000	2024-12-03
469	2022	725500	271500	997000	2024-12-03
472	2025	715000	175000	890000	2024-12-03
472	2023	715000	175300	890300	2024-12-03
472	2022	715000	175300	890300	2024-12-03
473	2025	535100	210400	745500	2024-12-03
473	2023	535100	210400	745500	2024-12-03
473	2022	535100	210400	745500	2024-12-03
474	2025	358800	200000	558800	2024-12-03
474	2023	358800	200000	558800	2024-12-03
474	2022	358800	200000	558800	2024-12-03
475	2025	472000	214600	686600	2024-12-03
475	2023	472000	214600	686600	2024-12-03
475	2022	472000	214600	686600	2024-12-03
476	2025	1286400	304400	1590800	2024-12-03
476	2023	1080000	234400	1314400	2024-12-03
476	2022	285600	192300	477900	2024-12-03
478	2025	270800	188200	459000	2024-12-03
478	2023	270800	190700	461500	2024-12-03
478	2022	270800	190600	461400	2024-12-03
479	2025	790200	305500	1095700	2024-12-03
479	2023	750500	307300	1057800	2024-12-03
479	2022	750500	307800	1058300	2024-12-03
480	2025	233500	162100	395600	2024-12-03
480	2023	233500	162200	395700	2024-12-03
480	2022	233500	162300	395800	2024-12-03
482	2025	309900	154000	463900	2024-12-03
482	2023	308300	154500	462800	2024-12-03
482	2022	308300	154600	462900	2024-12-03
483	2025	0	700	700	2024-12-03
483	2023	0	700	700	2024-12-03
483	2022	0	700	700	2024-12-03
484	2025	419600	182200	601800	2024-12-03
484	2023	431700	182200	613900	2024-12-03
484	2022	431700	182200	613900	2024-12-03
486	2025	367300	218100	585400	2024-12-03
486	2023	367800	218100	585900	2024-12-03
486	2022	367800	218100	585900	2024-12-03
487	2025	170400	180000	350400	2024-12-03
487	2023	170800	180000	350800	2024-12-03
487	2022	165100	180000	345100	2024-12-03
488	2025	314900	248800	563700	2024-12-03
488	2023	314900	248800	563700	2024-12-03
488	2022	309400	248800	558200	2024-12-03
489	2025	231000	253700	484700	2024-12-03
489	2023	225500	253700	479200	2024-12-03
489	2022	225500	253700	479200	2024-12-03
490	2025	290700	211700	502400	2024-12-03
490	2023	289700	211700	501400	2024-12-03
490	2022	289700	211700	501400	2024-12-03
491	2025	323400	221400	544800	2024-12-03
491	2023	311300	221900	533200	2024-12-03
491	2022	311300	222200	533500	2024-12-03
492	2025	146800	198600	345400	2024-12-03
492	2023	146800	198600	345400	2024-12-03
492	2022	146800	198600	345400	2024-12-03
493	2025	457000	256800	713800	2024-12-03
493	2023	442700	257800	700500	2024-12-03
493	2022	442700	257900	700600	2024-12-03
494	2025	978200	288000	1266200	2024-12-03
494	2023	978200	289400	1267600	2024-12-03
494	2022	978200	289400	1267600	2024-12-03
495	2025	308000	314900	622900	2024-12-03
495	2023	308000	314900	622900	2024-12-03
495	2022	308000	333700	641700	2024-12-03
501	2025	60200	199300	259500	2024-12-03
501	2023	63500	199300	262800	2024-12-03
501	2022	63500	199300	262800	2024-12-03
505	2025	706600	441000	1147600	2024-12-03
505	2023	704800	441000	1145800	2024-12-03
505	2022	704800	441000	1145800	2024-12-03
506	2025	581800	356800	938600	2024-12-03
506	2023	580400	356800	937200	2024-12-03
506	2022	580400	356800	937200	2024-12-03
507	2025	321300	289200	610500	2024-12-03
507	2023	321300	289200	610500	2024-12-03
507	2022	321300	289200	610500	2024-12-03
509	2025	339600	260800	600400	2024-12-03
509	2023	339400	260800	600200	2024-12-03
509	2022	339400	260800	600200	2024-12-03
510	2025	406200	253600	659800	2024-12-03
510	2023	406200	253700	659900	2024-12-03
510	2022	406200	253700	659900	2024-12-03
511	2025	196500	212500	409000	2024-12-03
511	2023	196100	212500	408600	2024-12-03
511	2022	196100	212500	408600	2024-12-03
512	2025	0	9900	9900	2024-12-03
512	2023	0	10200	10200	2024-12-03
512	2022	0	10200	10200	2024-12-03
513	2025	277700	214600	492300	2024-12-03
513	2023	275900	214600	490500	2024-12-03
513	2022	275900	214600	490500	2024-12-03
514	2025	351500	278300	629800	2024-12-03
514	2023	365300	278300	643600	2024-12-03
514	2022	365300	278300	643600	2024-12-03
515	2025	173500	187700	361200	2024-12-03
515	2023	173600	187700	361300	2024-12-03
515	2022	173600	187700	361300	2024-12-03
517	2025	387100	181300	568400	2024-12-03
517	2023	387600	181300	568900	2024-12-03
517	2022	331700	181300	513000	2024-12-03
518	2025	290800	217800	508600	2024-12-03
518	2023	290800	217800	508600	2024-12-03
518	2022	290800	217800	508600	2024-12-03
519	2025	142100	156900	299000	2024-12-03
519	2023	142100	156900	299000	2024-12-03
519	2022	142100	156900	299000	2024-12-03
520	2025	512800	204900	717700	2024-12-03
520	2023	512800	204900	717700	2024-12-03
520	2022	482800	204900	687700	2024-12-03
522	2025	167900	162100	330000	2024-12-03
522	2023	133200	162100	295300	2024-12-03
522	2022	133200	162100	295300	2024-12-03
526	2025	134800	217300	352100	2024-12-03
526	2023	133300	217300	350600	2024-12-03
526	2022	133300	217300	350600	2024-12-03
527	2025	312700	207400	520100	2024-12-03
527	2023	312700	207400	520100	2024-12-03
527	2022	312700	207400	520100	2024-12-03
529	2025	161200	181700	342900	2024-12-03
529	2023	159300	181700	341000	2024-12-03
529	2022	159300	181700	341000	2024-12-03
530	2025	484000	287600	771600	2024-12-03
530	2023	458500	287600	746100	2024-12-03
530	2022	458500	287600	746100	2024-12-03
532	2025	58700	182400	241100	2024-12-03
532	2023	58700	182400	241100	2024-12-03
532	2022	58700	182400	241100	2024-12-03
533	2025	561200	195900	757100	2024-12-03
533	2023	561200	195900	757100	2024-12-03
533	2022	561200	195900	757100	2024-12-03
537	2025	544100	312100	856200	2024-12-03
537	2023	544100	312100	856200	2024-12-03
537	2022	544100	312100	856200	2024-12-03
538	2025	380100	175200	555300	2024-12-03
538	2023	379300	175600	554900	2024-12-03
538	2022	379300	175600	554900	2024-12-03
540	2025	305400	183500	488900	2024-12-03
540	2023	296800	184500	481300	2024-12-03
540	2022	296800	184500	481300	2024-12-03
542	2025	185000	147700	332700	2024-12-03
542	2023	184300	147700	332000	2024-12-03
542	2022	184300	147700	332000	2024-12-03
543	2025	0	1200	1200	2024-12-03
543	2023	0	1500	1500	2024-12-03
543	2022	0	1500	1500	2024-12-03
544	2025	62300	171200	233500	2024-12-03
544	2023	62700	171200	233900	2024-12-03
544	2022	62700	171200	233900	2024-12-03
545	2025	119600	168200	287800	2024-12-03
545	2023	119600	168200	287800	2024-12-03
545	2022	109800	168200	278000	2024-12-03
546	2025	115400	166700	282100	2024-12-03
546	2023	115400	167200	282600	2024-12-03
546	2022	115400	167300	282700	2024-12-03
547	2025	173300	185500	358800	2024-12-03
547	2023	175800	185500	361300	2024-12-03
547	2022	175800	185500	361300	2024-12-03
552	2025	4600	130900	135500	2024-12-03
552	2023	3600	132900	136500	2024-12-03
552	2022	3600	133400	137000	2024-12-03
557	2025	125900	203800	329700	2024-12-03
557	2023	114900	203800	318700	2024-12-03
557	2022	114900	203800	318700	2024-12-03
558	2025	78500	161200	239700	2024-12-03
558	2023	45800	161200	207000	2024-12-03
558	2022	45800	161200	207000	2024-12-03
559	2025	300300	147500	447800	2024-12-03
559	2023	300300	147500	447800	2024-12-03
559	2022	300300	147500	447800	2024-12-03
560	2025	123500	162900	286400	2024-12-03
560	2023	123400	162900	286300	2024-12-03
560	2022	123400	162900	286300	2024-12-03
561	2025	0	12200	12200	2024-12-03
561	2023	0	12200	12200	2024-12-03
561	2022	0	12200	12200	2024-12-03
563	2025	357900	236700	594600	2024-12-03
563	2023	344200	236700	580900	2024-12-03
563	2022	344200	236700	580900	2024-12-03
564	2025	550000	361600	911600	2024-12-03
564	2023	544200	361900	906100	2024-12-03
564	2022	497800	361900	859700	2024-12-03
565	2025	249100	263400	512500	2024-12-03
565	2023	247800	263700	511500	2024-12-03
565	2022	247800	263700	511500	2024-12-03
569	2025	728700	395600	1124300	2024-12-03
569	2023	728700	396000	1124700	2024-12-03
569	2022	730600	396100	1126700	2024-12-03
570	2025	184400	343600	528000	2024-12-03
570	2023	184400	343600	528000	2024-12-03
570	2022	184400	343600	528000	2024-12-03
571	2025	169100	180000	349100	2024-12-03
571	2023	169100	180000	349100	2024-12-03
571	2022	169100	180000	349100	2024-12-03
572	2025	155200	183900	339100	2024-12-03
572	2023	155200	183900	339100	2024-12-03
572	2022	155200	183900	339100	2024-12-03
575	2025	668000	769400	1437400	2024-12-03
575	2023	796700	777600	1574300	2024-12-03
575	2022	862000	884300	1746300	2024-12-03
576	2025	2084100	1274800	3358900	2024-12-03
576	2023	2084100	1274800	3358900	2024-12-03
576	2022	2084100	1274800	3358900	2024-12-03
578	2025	881300	673600	1554900	2024-12-03
578	2023	881300	673600	1554900	2024-12-03
578	2022	881300	673600	1554900	2024-12-03
579	2025	469900	211800	681700	2024-12-03
579	2023	443300	211900	655200	2024-12-03
579	2022	443300	212000	655300	2024-12-03
580	2025	0	19300	19300	2024-12-03
580	2023	0	19300	19300	2024-12-03
580	2022	0	19300	19300	2024-12-03
581	2025	186900	245700	432600	2024-12-03
581	2023	174700	246100	420800	2024-12-03
581	2022	174700	246300	421000	2024-12-03
582	2025	1808200	404400	2212600	2024-12-03
582	2023	1765300	406900	2172200	2024-12-03
582	2022	1700400	406900	2107300	2024-12-03
584	2025	574900	226700	801600	2024-12-03
584	2023	561900	227200	789100	2024-12-03
584	2022	561900	227200	789100	2024-12-03
591	2025	0	10400	10400	2024-12-03
591	2023	0	11100	11100	2024-12-03
591	2022	0	11200	11200	2024-12-03
592	2025	0	600	600	2024-12-03
592	2023	0	900	900	2024-12-03
592	2022	0	1000	1000	2024-12-03
593	2025	234800	289700	524500	2024-12-03
593	2023	234800	290500	525300	2024-12-03
593	2022	234800	290800	525600	2024-12-03
594	2025	541800	220900	762700	2024-12-03
594	2023	541800	221100	762900	2024-12-03
594	2022	541800	221200	763000	2024-12-03
597	2025	673200	302100	975300	2024-12-03
597	2023	689900	302100	992000	2024-12-03
597	2022	689900	302100	992000	2024-12-03
598	2025	0	35000	35000	2024-12-03
598	2023	0	35000	35000	2024-12-03
598	2022	0	35000	35000	2024-12-03
600	2025	133000	128800	261800	2024-12-03
600	2023	133000	128800	261800	2024-12-03
600	2022	133000	128800	261800	2024-12-03
603	2025	0	19000	19000	2024-12-03
603	2023	0	19000	19000	2024-12-03
603	2022	0	20600	20600	2024-12-03
605	2025	189700	133300	323000	2024-12-03
605	2023	189700	133300	323000	2024-12-03
605	2022	189700	133300	323000	2024-12-03
607	2025	242700	191800	434500	2024-12-03
607	2023	243800	191800	435600	2024-12-03
607	2022	243800	191800	435600	2024-12-03
611	2025	672000	165500	837500	2024-12-03
611	2023	672000	166600	838600	2024-12-03
611	2022	672000	166800	838800	2024-12-03
616	2025	403700	153200	556900	2024-12-03
616	2023	403700	153200	556900	2024-12-03
616	2022	403700	153200	556900	2024-12-03
617	2025	175400	155200	330600	2024-12-03
617	2023	175400	155200	330600	2024-12-03
617	2022	175400	155200	330600	2024-12-03
618	2025	87000	240500	327500	2024-12-03
618	2023	111400	241100	352500	2024-12-03
618	2022	83100	184500	267600	2024-12-03
620	2025	0	5000	5000	2024-12-03
620	2023	0	6900	6900	2024-12-03
620	2022	0	6900	6900	2024-12-03
621	2025	147500	141900	289400	2024-12-03
621	2023	147500	142200	289700	2024-12-03
621	2022	147500	142200	289700	2024-12-03
622	2025	97700	138300	236000	2024-12-03
622	2023	97700	138300	236000	2024-12-03
622	2022	97700	138300	236000	2024-12-03
623	2025	89500	147700	237200	2024-12-03
623	2023	89500	147700	237200	2024-12-03
623	2022	89500	147700	237200	2024-12-03
624	2025	330700	146400	477100	2024-12-03
624	2023	301300	147500	448800	2024-12-03
624	2022	301300	147600	448900	2024-12-03
625	2025	556600	220500	777100	2024-12-03
625	2023	553700	220500	774200	2024-12-03
625	2022	553700	220500	774200	2024-12-03
626	2025	434300	198700	633000	2024-12-03
626	2023	428100	199000	627100	2024-12-03
626	2022	428100	199300	627400	2024-12-03
627	2025	0	1000	1000	2024-12-03
627	2023	0	1200	1200	2024-12-03
627	2022	0	1100	1100	2024-12-03
633	2025	0	585800	585800	2024-12-03
633	2023	0	585800	585800	2024-12-03
633	2022	0	585800	585800	2024-12-03
634	2025	0	6300	6300	2024-12-03
634	2023	0	7400	7400	2024-12-03
634	2022	0	7700	7700	2024-12-03
635	2025	0	4200	4200	2024-12-03
635	2023	0	4200	4200	2024-12-03
635	2022	0	4200	4200	2024-12-03
636	2025	0	4200	4200	2024-12-03
636	2023	0	4200	4200	2024-12-03
636	2022	0	4200	4200	2024-12-03
637	2025	229100	81000	310100	2024-12-03
637	2023	228800	81000	309800	2024-12-03
637	2022	228800	81000	309800	2024-12-03
638	2025	279300	124000	403300	2024-12-03
638	2023	279300	124400	403700	2024-12-03
638	2022	279300	124600	403900	2024-12-03
639	2025	1622100	339300	1961400	2024-12-03
639	2023	1610400	340800	1951200	2024-12-03
639	2022	1610400	341100	1951500	2024-12-03
643	2025	0	40400	40400	2024-12-03
643	2023	0	40400	40400	2024-12-03
643	2022	0	40400	40400	2024-12-03
645	2025	243400	133300	376700	2024-12-03
645	2023	243400	133300	376700	2024-12-03
645	2022	243400	133300	376700	2024-12-03
647	2025	30000	258600	288600	2024-12-03
647	2023	30000	258800	288800	2024-12-03
647	2022	30000	258800	288800	2024-12-03
648	2025	838300	492700	1331000	2024-12-03
648	2023	838300	492700	1331000	2024-12-03
648	2022	838300	492700	1331000	2024-12-03
649	2025	318500	254900	573400	2024-12-03
649	2023	318500	254900	573400	2024-12-03
649	2022	318500	254900	573400	2024-12-03
650	2025	183500	235400	418900	2024-12-03
650	2023	183500	235400	418900	2024-12-03
650	2022	183500	235400	418900	2024-12-03
651	2025	183300	278100	461400	2024-12-03
651	2023	183300	278100	461400	2024-12-03
651	2022	183300	278100	461400	2024-12-03
652	2025	23900	208300	232200	2024-12-03
652	2023	23900	208300	232200	2024-12-03
652	2022	23900	208300	232200	2024-12-03
653	2025	68500	262400	330900	2024-12-03
653	2023	68500	262400	330900	2024-12-03
653	2022	68500	262400	330900	2024-12-03
654	2025	107000	268100	375100	2024-12-03
654	2023	107000	268900	375900	2024-12-03
654	2022	107000	269200	376200	2024-12-03
655	2025	480400	433200	913600	2024-12-03
655	2023	480400	433200	913600	2024-12-03
655	2022	480400	433200	913600	2024-12-03
659	2025	0	13900	13900	2024-12-03
659	2023	0	13900	13900	2024-12-03
659	2022	0	13900	13900	2024-12-03
664	2025	55700	128400	184100	2024-12-03
664	2023	55700	128400	184100	2024-12-03
664	2022	55700	128400	184100	2024-12-03
667	2025	18200	100700	118900	2024-12-03
667	2023	18200	100700	118900	2024-12-03
667	2022	18200	100700	118900	2024-12-03
673	2025	44600	194800	239400	2024-12-03
673	2023	44600	194900	239500	2024-12-03
673	2022	44600	194900	239500	2024-12-03
675	2025	0	11000	11000	2024-12-03
675	2023	0	11200	11200	2024-12-03
675	2022	0	11300	11300	2024-12-03
686	2025	0	11600	11600	2024-12-03
686	2023	0	11600	11600	2024-12-03
686	2022	0	11600	11600	2024-12-03
688	2025	2600	47600	50200	2024-12-03
688	2023	2600	47600	50200	2024-12-03
688	2022	2600	47600	50200	2024-12-03
