PID	App. Year	Improvements	Land	Total	CollectedOn
316	2023	229500	180700	410200	2024-11-26
316	2022	229500	180700	410200	2024-11-26
316	2021	229500	180700	410200	2024-11-26
317	2023	361800	152900	514700	2024-11-26
317	2022	361800	152900	514700	2024-11-26
317	2021	361800	152900	514700	2024-11-26
319	2023	381800	222900	604700	2024-11-26
319	2022	381800	222900	604700	2024-11-26
319	2021	381800	222900	604700	2024-11-26
320	2023	0	433100	433100	2024-11-26
320	2022	0	433100	433100	2024-11-26
320	2021	0	433100	433100	2024-11-26
321	2023	74900	140500	215400	2024-11-26
321	2022	74900	140500	215400	2024-11-26
321	2021	74900	140500	215400	2024-11-26
322	2023	0	273200	273200	2024-11-26
322	2022	0	273200	273200	2024-11-26
322	2021	0	273200	273200	2024-11-26
323	2023	150100	143800	293900	2024-11-26
323	2022	150100	143800	293900	2024-11-26
323	2021	149300	143800	293100	2024-11-26
324	2023	319900	137800	457700	2024-11-26
324	2022	319900	137800	457700	2024-11-26
324	2021	319900	137800	457700	2024-11-26
325	2023	750700	251100	1001800	2024-11-26
325	2022	750700	251100	1001800	2024-11-26
325	2021	750700	251100	1001800	2024-11-26
326	2023	327800	180100	507900	2024-11-26
326	2022	327800	180100	507900	2024-11-26
326	2021	327800	180100	507900	2024-11-26
327	2023	266500	153200	419700	2024-11-26
327	2022	252500	153200	405700	2024-11-26
327	2021	244400	153200	397600	2024-11-26
328	2023	178800	161000	339800	2024-11-26
328	2022	178800	161000	339800	2024-11-26
328	2021	178800	161000	339800	2024-11-26
329	2023	113100	93200	206300	2024-11-26
329	2022	110800	93200	204000	2024-11-26
329	2021	130800	93200	224000	2024-11-26
330	2023	216200	201200	417400	2024-11-26
330	2022	216200	201200	417400	2024-11-26
330	2021	228000	201200	429200	2024-11-26
331	2023	62500	131800	194300	2024-11-26
331	2022	62500	131800	194300	2024-11-26
331	2021	62500	131800	194300	2024-11-26
333	2023	0	15700	15700	2024-11-26
333	2022	0	15700	15700	2024-11-26
333	2021	0	15700	15700	2024-11-26
334	2023	459600	318400	778000	2024-11-26
334	2022	459600	318400	778000	2024-11-26
334	2021	459600	318400	778000	2024-11-26
335	2023	130700	157100	287800	2024-11-26
335	2022	103500	157100	260600	2024-11-26
335	2021	103500	157100	260600	2024-11-26
336	2023	210700	158300	369000	2024-11-26
336	2022	210700	158300	369000	2024-11-26
336	2021	210700	158300	369000	2024-11-26
337	2023	630400	197400	827800	2024-11-26
337	2022	630400	197400	827800	2024-11-26
337	2021	630400	197400	827800	2024-11-26
339	2023	153000	140300	293300	2024-11-26
339	2022	153000	140300	293300	2024-11-26
339	2021	153000	140300	293300	2024-11-26
340	2023	382600	176700	559300	2024-11-26
340	2022	382600	176700	559300	2024-11-26
340	2021	389200	199000	588200	2024-11-26
341	2023	198000	123800	321800	2024-11-26
341	2022	191600	123800	315400	2024-11-26
341	2021	191600	123800	315400	2024-11-26
343	2023	238400	197200	435600	2024-11-26
343	2022	238400	197200	435600	2024-11-26
343	2021	238400	197200	435600	2024-11-26
344	2023	265500	504500	770000	2024-11-26
344	2022	265500	504500	770000	2024-11-26
344	2021	265500	504500	770000	2024-11-26
345	2023	288300	153300	441600	2024-11-26
345	2022	288300	153300	441600	2024-11-26
345	2021	288300	153300	441600	2024-11-26
346	2023	256900	159200	416100	2024-11-26
346	2022	256900	159200	416100	2024-11-26
346	2021	256900	159200	416100	2024-11-26
347	2023	8800	293500	302300	2024-11-26
347	2022	8800	293500	302300	2024-11-26
347	2021	8800	293500	302300	2024-11-26
348	2023	287400	149400	436800	2024-11-26
348	2022	287400	149400	436800	2024-11-26
348	2021	287400	149400	436800	2024-11-26
349	2023	0	102600	102600	2024-11-26
349	2022	0	102600	102600	2024-11-26
349	2021	0	102600	102600	2024-11-26
350	2023	0	52200	52200	2024-11-26
350	2022	0	52200	52200	2024-11-26
350	2021	0	52200	52200	2024-11-26
351	2023	284700	148900	433600	2024-11-26
351	2022	284700	148900	433600	2024-11-26
351	2021	284700	148900	433600	2024-11-26
355	2023	0	330300	330300	2024-11-26
355	2022	0	330300	330300	2024-11-26
355	2021	0	330300	330300	2024-11-26
357	2023	0	159000	159000	2024-11-26
357	2022	0	159000	159000	2024-11-26
357	2021	0	159000	159000	2024-11-26
358	2023	0	9300	9300	2024-11-26
358	2022	0	9300	9300	2024-11-26
358	2021	0	9300	9300	2024-11-26
359	2023	92400	135100	227500	2024-11-26
359	2022	92400	135100	227500	2024-11-26
359	2021	92400	135100	227500	2024-11-26
360	2023	128100	101800	229900	2024-11-26
360	2022	128100	101800	229900	2024-11-26
360	2021	128100	101800	229900	2024-11-26
361	2023	344600	367400	712000	2024-11-26
361	2022	344600	367400	712000	2024-11-26
361	2021	344600	367400	712000	2024-11-26
363	2023	392400	128100	520500	2024-11-26
363	2022	392400	128100	520500	2024-11-26
363	2021	391000	128100	519100	2024-11-26
364	2023	114400	98300	212700	2024-11-26
364	2022	114400	98300	212700	2024-11-26
364	2021	114400	98300	212700	2024-11-26
365	2023	544900	502900	1047800	2024-11-26
365	2022	544900	502900	1047800	2024-11-26
365	2021	544900	502900	1047800	2024-11-26
368	2023	242900	111700	354600	2024-11-26
368	2022	242900	111700	354600	2024-11-26
368	2021	242900	111700	354600	2024-11-26
369	2023	477100	445900	923000	2024-11-26
369	2022	477100	445900	923000	2024-11-26
369	2021	477100	445900	923000	2024-11-26
370	2023	0	312000	312000	2024-11-26
370	2022	0	312000	312000	2024-11-26
370	2021	0	312000	312000	2024-11-26
371	2023	342300	166800	509100	2024-11-26
371	2022	342300	166800	509100	2024-11-26
371	2021	342300	166800	509100	2024-11-26
372	2023	219900	208700	428600	2024-11-26
372	2022	219900	208700	428600	2024-11-26
372	2021	219900	208700	428600	2024-11-26
375	2023	0	244100	244100	2024-11-26
375	2022	0	244100	244100	2024-11-26
375	2021	0	303100	303100	2024-11-26
376	2023	387900	326200	714100	2024-11-26
376	2022	387900	326200	714100	2024-11-26
376	2021	387900	326200	714100	2024-11-26
377	2023	34900	462600	497500	2024-11-26
377	2022	34900	462600	497500	2024-11-26
377	2021	34900	462600	497500	2024-11-26
378	2023	345600	142700	488300	2024-11-26
378	2022	345600	142700	488300	2024-11-26
378	2021	345600	142700	488300	2024-11-26
379	2023	65300	118000	183300	2024-11-26
379	2022	65300	118000	183300	2024-11-26
379	2021	60600	118000	178600	2024-11-26
380	2023	184800	157400	342200	2024-11-26
380	2022	184800	157400	342200	2024-11-26
380	2021	184800	157400	342200	2024-11-26
381	2023	73000	107800	180800	2024-11-26
381	2022	73000	107800	180800	2024-11-26
381	2021	73000	107800	180800	2024-11-26
382	2023	150900	158900	309800	2024-11-26
382	2022	150900	158900	309800	2024-11-26
382	2021	150900	158900	309800	2024-11-26
383	2023	0	376700	376700	2024-11-26
383	2022	0	376700	376700	2024-11-26
383	2021	0	376700	376700	2024-11-26
384	2023	115100	446700	561800	2024-11-26
384	2022	115100	446700	561800	2024-11-26
384	2021	115100	446700	561800	2024-11-26
385	2023	285900	172600	458500	2024-11-26
385	2022	285900	172600	458500	2024-11-26
385	2021	285900	172600	458500	2024-11-26
387	2023	0	32300	32300	2024-11-26
387	2022	0	32300	32300	2024-11-26
387	2021	0	32300	32300	2024-11-26
388	2023	0	73500	73500	2024-11-26
388	2022	0	73500	73500	2024-11-26
388	2021	0	73500	73500	2024-11-26
389	2023	267800	112600	380400	2024-11-26
389	2022	267800	112600	380400	2024-11-26
389	2021	267800	112600	380400	2024-11-26
390	2023	0	454600	454600	2024-11-26
390	2022	0	454600	454600	2024-11-26
390	2021	0	454600	454600	2024-11-26
391	2023	113000	321300	434300	2024-11-26
391	2022	147800	321300	469100	2024-11-26
391	2021	147800	321300	469100	2024-11-26
392	2023	490000	360400	850400	2024-11-26
392	2022	490000	360400	850400	2024-11-26
392	2021	490100	360300	850400	2024-11-26
394	2023	371100	355400	726500	2024-11-26
394	2022	371100	355400	726500	2024-11-26
394	2021	371100	355400	726500	2024-11-26
395	2023	332100	335700	667800	2024-11-26
395	2022	332100	335700	667800	2024-11-26
395	2021	319100	335700	654800	2024-11-26
398	2023	777200	1621300	2398500	2024-11-26
398	2022	777200	1621300	2398500	2024-11-26
398	2021	777200	1621300	2398500	2024-11-26
399	2023	354400	297700	652100	2024-11-26
399	2022	354400	297700	652100	2024-11-26
399	2021	352100	297700	649800	2024-11-26
400	2023	339100	163100	502200	2024-11-26
400	2022	339100	163100	502200	2024-11-26
400	2021	339100	163100	502200	2024-11-26
401	2023	0	1188900	1188900	2024-11-26
401	2022	0	1188900	1188900	2024-11-26
401	2021	0	1188900	1188900	2024-11-26
402	2023	1367100	1205000	2572100	2024-11-26
402	2022	1367100	1205000	2572100	2024-11-26
402	2021	1367100	1205000	2572100	2024-11-26
405	2023	146300	143300	289600	2024-11-26
405	2022	146300	143300	289600	2024-11-26
405	2021	147800	143300	291100	2024-11-26
407	2023	0	420900	420900	2024-11-26
407	2022	0	420900	420900	2024-11-26
407	2021	0	420900	420900	2024-11-26
408	2023	171500	148500	320000	2024-11-26
408	2022	171500	148500	320000	2024-11-26
408	2021	171500	148500	320000	2024-11-26
415	2023	242800	371700	614500	2024-11-26
415	2022	242800	371700	614500	2024-11-26
415	2021	242800	371700	614500	2024-11-26
417	2023	34800	608700	643500	2024-11-26
417	2022	34800	608700	643500	2024-11-26
417	2021	34800	608700	643500	2024-11-26
418	2023	432100	205700	637800	2024-11-26
418	2022	432100	205700	637800	2024-11-26
418	2021	442900	205700	648600	2024-11-26
427	2023	317000	162800	479800	2024-11-26
427	2022	317000	162800	479800	2024-11-26
427	2021	317000	162800	479800	2024-11-26
429	2023	555500	262800	818300	2024-11-26
429	2022	553700	262800	816500	2024-11-26
429	2021	553700	262800	816500	2024-11-26
432	2023	0	23700	23700	2024-11-26
432	2022	0	23700	23700	2024-11-26
432	2021	0	23700	23700	2024-11-26
433	2023	37700	104500	142200	2024-11-26
433	2022	37700	104500	142200	2024-11-26
433	2021	37700	104500	142200	2024-11-26
434	2023	58600	184300	242900	2024-11-26
434	2022	58600	184300	242900	2024-11-26
434	2021	58600	184300	242900	2024-11-26
435	2023	104100	221200	325300	2024-11-26
435	2022	104100	221200	325300	2024-11-26
435	2021	104100	221200	325300	2024-11-26
436	2023	57700	187000	244700	2024-11-26
436	2022	57700	187000	244700	2024-11-26
436	2021	60300	205800	266100	2024-11-26
437	2023	682800	378100	1060900	2024-11-26
437	2022	682800	378100	1060900	2024-11-26
437	2021	674600	378100	1052700	2024-11-26
438	2023	308800	261700	570500	2024-11-26
438	2022	308800	261700	570500	2024-11-26
438	2021	308800	261700	570500	2024-11-26
439	2023	0	6400	6400	2024-11-26
439	2022	0	6400	6400	2024-11-26
439	2021	0	6400	6400	2024-11-26
440	2023	53000	228900	281900	2024-11-26
440	2022	53000	228900	281900	2024-11-26
440	2021	53000	228900	281900	2024-11-26
441	2023	404100	455200	859300	2024-11-26
441	2022	404100	455200	859300	2024-11-26
441	2021	393000	455200	848200	2024-11-26
442	2023	229500	196700	426200	2024-11-26
442	2022	229500	196700	426200	2024-11-26
442	2021	229500	196700	426200	2024-11-26
446	2023	421000	344100	765100	2024-11-26
446	2022	417800	344100	761900	2024-11-26
446	2021	417800	344100	761900	2024-11-26
447	2023	191200	228500	419700	2024-11-26
447	2022	191200	228500	419700	2024-11-26
447	2021	191200	228500	419700	2024-11-26
448	2023	396900	307500	704400	2024-11-26
448	2022	396900	307500	704400	2024-11-26
448	2021	396900	307500	704400	2024-11-26
450	2023	561400	1063100	1624500	2024-11-26
450	2022	561400	1063100	1624500	2024-11-26
450	2021	561400	1057000	1618400	2024-11-26
454	2023	586600	840000	1426600	2024-11-26
454	2022	586600	840000	1426600	2024-11-26
454	2021	586400	840000	1426400	2024-11-26
457	2023	818800	409400	1228200	2024-11-26
457	2022	818800	409400	1228200	2024-11-26
457	2021	818800	409400	1228200	2024-11-26
458	2023	234800	272600	507400	2024-11-26
458	2022	234800	272600	507400	2024-11-26
458	2021	234800	272600	507400	2024-11-26
459	2023	293400	192000	485400	2024-11-26
459	2022	293400	192000	485400	2024-11-26
459	2021	293400	192000	485400	2024-11-26
460	2023	479100	279000	758100	2024-11-26
460	2022	479100	279000	758100	2024-11-26
460	2021	479100	279000	758100	2024-11-26
461	2023	714600	311800	1026400	2024-11-26
461	2022	714600	311800	1026400	2024-11-26
461	2021	673400	311800	985200	2024-11-26
462	2023	544600	246100	790700	2024-11-26
462	2022	544600	246100	790700	2024-11-26
462	2021	544600	246100	790700	2024-11-26
463	2023	0	372200	372200	2024-11-26
463	2022	0	372200	372200	2024-11-26
463	2021	0	372200	372200	2024-11-26
465	2023	0	250900	250900	2024-11-26
465	2022	0	250900	250900	2024-11-26
465	2021	0	250900	250900	2024-11-26
469	2023	725500	271500	997000	2024-11-26
469	2022	725500	271500	997000	2024-11-26
469	2021	725500	271500	997000	2024-11-26
472	2023	715000	241600	956600	2024-11-26
472	2022	715000	241600	956600	2024-11-26
472	2021	715000	241600	956600	2024-11-26
473	2023	535100	210400	745500	2024-11-26
473	2022	535100	210400	745500	2024-11-26
473	2021	535100	210400	745500	2024-11-26
474	2023	358800	200000	558800	2024-11-26
474	2022	358800	200000	558800	2024-11-26
474	2021	358800	200000	558800	2024-11-26
475	2023	472000	379600	851600	2024-11-26
475	2022	472000	379600	851600	2024-11-26
475	2021	472000	379600	851600	2024-11-26
476	2023	1080000	376800	1456800	2024-11-26
476	2022	285600	334600	620200	2024-11-26
476	2021	285600	334600	620200	2024-11-26
478	2023	270800	522200	793000	2024-11-26
478	2022	270800	522200	793000	2024-11-26
478	2021	270800	522200	793000	2024-11-26
479	2023	750500	609400	1359900	2024-11-26
479	2022	750500	609400	1359900	2024-11-26
479	2021	750500	609400	1359900	2024-11-26
480	2023	233500	232000	465500	2024-11-26
480	2022	233500	232000	465500	2024-11-26
480	2021	247100	232000	479100	2024-11-26
482	2023	308300	229800	538100	2024-11-26
482	2022	308300	229800	538100	2024-11-26
482	2021	308300	229800	538100	2024-11-26
483	2023	0	700	700	2024-11-26
483	2022	0	700	700	2024-11-26
483	2021	0	700	700	2024-11-26
484	2023	431700	182200	613900	2024-11-26
484	2022	431700	182200	613900	2024-11-26
484	2021	431700	182200	613900	2024-11-26
486	2023	367800	218100	585900	2024-11-26
486	2022	367800	218100	585900	2024-11-26
486	2021	367800	218100	585900	2024-11-26
487	2023	170800	180000	350800	2024-11-26
487	2022	165100	180000	345100	2024-11-26
487	2021	165100	180000	345100	2024-11-26
488	2023	314900	248800	563700	2024-11-26
488	2022	309400	248800	558200	2024-11-26
488	2021	309400	248800	558200	2024-11-26
489	2023	225500	253700	479200	2024-11-26
489	2022	225500	253700	479200	2024-11-26
489	2021	225500	253700	479200	2024-11-26
490	2023	289700	211700	501400	2024-11-26
490	2022	289700	211700	501400	2024-11-26
490	2021	289700	211700	501400	2024-11-26
491	2023	311300	608300	919600	2024-11-26
491	2022	311300	608300	919600	2024-11-26
491	2021	311300	608300	919600	2024-11-26
492	2023	146800	198600	345400	2024-11-26
492	2022	146800	198600	345400	2024-11-26
492	2021	124500	198600	323100	2024-11-26
493	2023	442700	693200	1135900	2024-11-26
493	2022	442700	693200	1135900	2024-11-26
493	2021	442700	693200	1135900	2024-11-26
494	2023	978200	559900	1538100	2024-11-26
494	2022	978200	559900	1538100	2024-11-26
494	2021	978200	559900	1538100	2024-11-26
495	2023	308000	314900	622900	2024-11-26
495	2022	308000	333700	641700	2024-11-26
495	2021	308000	333700	641700	2024-11-26
501	2023	63500	199300	262800	2024-11-26
501	2022	63500	199300	262800	2024-11-26
501	2021	63500	199300	262800	2024-11-26
505	2023	704800	688900	1393700	2024-11-26
505	2022	704800	688900	1393700	2024-11-26
505	2021	704800	688900	1393700	2024-11-26
506	2023	580400	356800	937200	2024-11-26
506	2022	580400	356800	937200	2024-11-26
506	2021	580400	356800	937200	2024-11-26
507	2023	($43,300)	653800	610500	2024-11-26
507	2022	($43,300)	653800	610500	2024-11-26
507	2021	326000	653800	979800	2024-11-26
509	2023	339400	260800	600200	2024-11-26
509	2022	339400	260800	600200	2024-11-26
509	2021	339400	260800	600200	2024-11-26
510	2023	406200	343100	749300	2024-11-26
510	2022	406200	343100	749300	2024-11-26
510	2021	406200	343100	749300	2024-11-26
511	2023	196100	212500	408600	2024-11-26
511	2022	196100	212500	408600	2024-11-26
511	2021	196100	212500	408600	2024-11-26
512	2023	0	265100	265100	2024-11-26
512	2022	0	265100	265100	2024-11-26
512	2021	0	265100	265100	2024-11-26
513	2023	275900	214600	490500	2024-11-26
513	2022	275900	214600	490500	2024-11-26
513	2021	275900	214600	490500	2024-11-26
514	2023	365300	357000	722300	2024-11-26
514	2022	365300	357000	722300	2024-11-26
514	2021	365300	357000	722300	2024-11-26
515	2023	173600	187700	361300	2024-11-26
515	2022	173600	187700	361300	2024-11-26
515	2021	173600	187700	361300	2024-11-26
517	2023	387600	281800	669400	2024-11-26
517	2022	331700	281800	613500	2024-11-26
517	2021	331700	281800	613500	2024-11-26
518	2023	290800	217800	508600	2024-11-26
518	2022	290800	217800	508600	2024-11-26
518	2021	290800	217800	508600	2024-11-26
519	2023	142100	156900	299000	2024-11-26
519	2022	142100	156900	299000	2024-11-26
519	2021	142100	156900	299000	2024-11-26
520	2023	512800	204900	717700	2024-11-26
520	2022	482800	204900	687700	2024-11-26
520	2021	482800	204900	687700	2024-11-26
522	2023	133200	162100	295300	2024-11-26
522	2022	133200	162100	295300	2024-11-26
522	2021	133200	162100	295300	2024-11-26
526	2023	133300	217300	350600	2024-11-26
526	2022	133300	217300	350600	2024-11-26
526	2021	133300	217300	350600	2024-11-26
527	2023	312700	207400	520100	2024-11-26
527	2022	312700	207400	520100	2024-11-26
527	2021	312700	207400	520100	2024-11-26
529	2023	159300	181700	341000	2024-11-26
529	2022	159300	181700	341000	2024-11-26
529	2021	159300	181700	341000	2024-11-26
530	2023	458500	301900	760400	2024-11-26
530	2022	458500	301900	760400	2024-11-26
530	2021	458500	301900	760400	2024-11-26
532	2023	58700	182400	241100	2024-11-26
532	2022	58700	182400	241100	2024-11-26
532	2021	58700	182400	241100	2024-11-26
533	2023	561200	270000	831200	2024-11-26
533	2022	561200	270000	831200	2024-11-26
533	2021	561200	270000	831200	2024-11-26
537	2023	544100	312100	856200	2024-11-26
537	2022	544100	312100	856200	2024-11-26
537	2021	544100	312100	856200	2024-11-26
538	2023	379300	259400	638700	2024-11-26
538	2022	379300	259400	638700	2024-11-26
538	2021	377000	259400	636400	2024-11-26
540	2023	296800	300900	597700	2024-11-26
540	2022	296800	300900	597700	2024-11-26
540	2021	296800	300900	597700	2024-11-26
542	2023	184300	147700	332000	2024-11-26
542	2022	184300	147700	332000	2024-11-26
542	2021	177800	147700	325500	2024-11-26
543	2023	0	54100	54100	2024-11-26
543	2022	0	54100	54100	2024-11-26
543	2021	0	54100	54100	2024-11-26
544	2023	62700	171200	233900	2024-11-26
544	2022	62700	171200	233900	2024-11-26
544	2021	62700	171200	233900	2024-11-26
545	2023	119600	168200	287800	2024-11-26
545	2022	109800	168200	278000	2024-11-26
545	2021	102700	168200	270900	2024-11-26
546	2023	115400	217500	332900	2024-11-26
546	2022	115400	217500	332900	2024-11-26
546	2021	115400	217500	332900	2024-11-26
547	2023	175800	185500	361300	2024-11-26
547	2022	175800	185500	361300	2024-11-26
547	2021	175800	185500	361300	2024-11-26
552	2023	3600	276400	280000	2024-11-26
552	2022	3600	276400	280000	2024-11-26
552	2021	3600	276400	280000	2024-11-26
557	2023	114900	203800	318700	2024-11-26
557	2022	114900	203800	318700	2024-11-26
557	2021	114900	203800	318700	2024-11-26
558	2023	45800	161200	207000	2024-11-26
558	2022	45800	161200	207000	2024-11-26
558	2021	45800	161200	207000	2024-11-26
559	2023	300300	270400	570700	2024-11-26
559	2022	300300	270400	570700	2024-11-26
559	2021	300300	270400	570700	2024-11-26
560	2023	123400	162900	286300	2024-11-26
560	2022	123400	162900	286300	2024-11-26
560	2021	123400	162900	286300	2024-11-26
561	2023	0	12200	12200	2024-11-26
561	2022	0	12200	12200	2024-11-26
561	2021	0	12200	12200	2024-11-26
563	2023	344200	236700	580900	2024-11-26
563	2022	344200	236700	580900	2024-11-26
563	2021	344200	236700	580900	2024-11-26
564	2023	544200	657500	1201700	2024-11-26
564	2022	497800	657500	1155300	2024-11-26
564	2021	497800	657500	1155300	2024-11-26
565	2023	247800	332200	580000	2024-11-26
565	2022	247800	332200	580000	2024-11-26
565	2021	247800	332200	580000	2024-11-26
569	2023	728700	508400	1237100	2024-11-26
569	2022	730600	508400	1239000	2024-11-26
569	2021	732700	508400	1241100	2024-11-26
570	2023	184400	577900	762300	2024-11-26
570	2022	184400	577900	762300	2024-11-26
570	2021	184400	578000	762400	2024-11-26
571	2023	169100	180000	349100	2024-11-26
571	2022	169100	180000	349100	2024-11-26
571	2021	169100	180000	349100	2024-11-26
572	2023	155200	183900	339100	2024-11-26
572	2022	155200	183900	339100	2024-11-26
572	2021	181000	183900	364900	2024-11-26
575	2023	796700	1024700	1821400	2024-11-26
575	2022	862000	1131400	1993400	2024-11-26
575	2021	862000	1131400	1993400	2024-11-26
576	2023	2084100	1274800	3358900	2024-11-26
576	2022	2084100	1274800	3358900	2024-11-26
576	2021	2084100	1349300	3433400	2024-11-26
578	2023	881300	822200	1703500	2024-11-26
578	2022	881300	822200	1703500	2024-11-26
578	2021	881300	1036100	1917400	2024-11-26
579	2023	443300	267200	710500	2024-11-26
579	2022	443300	267200	710500	2024-11-26
579	2021	443300	267200	710500	2024-11-26
580	2023	0	19300	19300	2024-11-26
580	2022	0	19300	19300	2024-11-26
580	2021	0	19300	19300	2024-11-26
581	2023	174700	567800	742500	2024-11-26
581	2022	174700	567800	742500	2024-11-26
581	2021	169200	567800	737000	2024-11-26
582	2023	1765300	671400	2436700	2024-11-26
582	2022	1700400	671400	2371800	2024-11-26
582	2021	971900	671400	1643300	2024-11-26
584	2023	561900	531100	1093000	2024-11-26
584	2022	561900	531100	1093000	2024-11-26
584	2021	561900	531100	1093000	2024-11-26
591	2023	0	346300	346300	2024-11-26
591	2022	0	346300	346300	2024-11-26
591	2021	0	346300	346300	2024-11-26
592	2023	0	190200	190200	2024-11-26
592	2022	0	190200	190200	2024-11-26
592	2021	0	190200	190200	2024-11-26
593	2023	234800	372000	606800	2024-11-26
593	2022	234800	372000	606800	2024-11-26
593	2021	234800	372000	606800	2024-11-26
594	2023	541800	257000	798800	2024-11-26
594	2022	541800	257000	798800	2024-11-26
594	2021	541800	257000	798800	2024-11-26
597	2023	689900	399500	1089400	2024-11-26
597	2022	689900	399500	1089400	2024-11-26
597	2021	689900	399500	1089400	2024-11-26
598	2023	0	35000	35000	2024-11-26
598	2022	0	35000	35000	2024-11-26
598	2021	0	35000	35000	2024-11-26
600	2023	133000	128800	261800	2024-11-26
600	2022	133000	128800	261800	2024-11-26
600	2021	133000	128800	261800	2024-11-26
603	2023	0	238800	238800	2024-11-26
603	2022	0	250000	250000	2024-11-26
603	2021	0	250000	250000	2024-11-26
605	2023	189700	133300	323000	2024-11-26
605	2022	189700	133300	323000	2024-11-26
605	2021	189700	133300	323000	2024-11-26
607	2023	243800	191800	435600	2024-11-26
607	2022	243800	191800	435600	2024-11-26
607	2021	243800	191800	435600	2024-11-26
611	2023	672000	460500	1132500	2024-11-26
611	2022	672000	460500	1132500	2024-11-26
611	2021	672000	460500	1132500	2024-11-26
616	2023	403700	153200	556900	2024-11-26
616	2022	403700	153200	556900	2024-11-26
616	2021	403700	153200	556900	2024-11-26
617	2023	175400	155200	330600	2024-11-26
617	2022	175400	155200	330600	2024-11-26
617	2021	153300	155200	308500	2024-11-26
618	2023	111400	505700	617100	2024-11-26
618	2022	83100	280100	363200	2024-11-26
618	2021	83100	280100	363200	2024-11-26
620	2023	0	70300	70300	2024-11-26
620	2022	0	70300	70300	2024-11-26
620	2021	0	70300	70300	2024-11-26
621	2023	147500	203200	350700	2024-11-26
621	2022	147500	203200	350700	2024-11-26
621	2021	147400	203200	350600	2024-11-26
622	2023	97700	138300	236000	2024-11-26
622	2022	97700	138300	236000	2024-11-26
622	2021	97700	138300	236000	2024-11-26
623	2023	89500	210200	299700	2024-11-26
623	2022	89500	210200	299700	2024-11-26
623	2021	89500	210200	299700	2024-11-26
624	2023	301300	291700	593000	2024-11-26
624	2022	301300	291700	593000	2024-11-26
624	2021	301300	291700	593000	2024-11-26
625	2023	553700	220500	774200	2024-11-26
625	2022	553700	220500	774200	2024-11-26
625	2021	553700	220500	774200	2024-11-26
626	2023	428100	297700	725800	2024-11-26
626	2022	428100	297700	725800	2024-11-26
626	2021	428100	297700	725800	2024-11-26
627	2023	0	32700	32700	2024-11-26
627	2022	0	32700	32700	2024-11-26
627	2021	0	32700	32700	2024-11-26
633	2023	0	585800	585800	2024-11-26
633	2022	0	585800	585800	2024-11-26
633	2021	0	585800	585800	2024-11-26
634	2023	0	287800	287800	2024-11-26
634	2022	0	287800	287800	2024-11-26
634	2021	0	287800	287800	2024-11-26
635	2023	0	4200	4200	2024-11-26
635	2022	0	4200	4200	2024-11-26
635	2021	0	4200	4200	2024-11-26
636	2023	0	4200	4200	2024-11-26
636	2022	0	4200	4200	2024-11-26
636	2021	0	4200	4200	2024-11-26
637	2023	228800	81000	309800	2024-11-26
637	2022	228800	81000	309800	2024-11-26
637	2021	228800	81000	309800	2024-11-26
638	2023	279300	245000	524300	2024-11-26
638	2022	279300	245000	524300	2024-11-26
638	2021	279300	245000	524300	2024-11-26
639	2023	1610400	809400	2419800	2024-11-26
639	2022	1610400	809400	2419800	2024-11-26
639	2021	1610400	809400	2419800	2024-11-26
643	2023	0	40400	40400	2024-11-26
643	2022	0	40400	40400	2024-11-26
643	2021	0	40400	40400	2024-11-26
645	2023	243400	133300	376700	2024-11-26
645	2022	243400	133300	376700	2024-11-26
645	2021	243400	133300	376700	2024-11-26
647	2023	30000	302800	332800	2024-11-26
647	2022	30000	302800	332800	2024-11-26
647	2021	30000	302800	332800	2024-11-26
648	2023	838300	492700	1331000	2024-11-26
648	2022	838300	492700	1331000	2024-11-26
648	2021	838300	492700	1331000	2024-11-26
649	2023	318500	254900	573400	2024-11-26
649	2022	318500	254900	573400	2024-11-26
649	2021	318500	254900	573400	2024-11-26
650	2023	183500	235400	418900	2024-11-26
650	2022	183500	235400	418900	2024-11-26
650	2021	183500	235400	418900	2024-11-26
651	2023	183300	278100	461400	2024-11-26
651	2022	183300	278100	461400	2024-11-26
651	2021	183300	278100	461400	2024-11-26
652	2023	23900	208300	232200	2024-11-26
652	2022	23900	208300	232200	2024-11-26
652	2021	23900	208300	232200	2024-11-26
653	2023	68500	262400	330900	2024-11-26
653	2022	68500	262400	330900	2024-11-26
653	2021	68500	262400	330900	2024-11-26
654	2023	107000	377200	484200	2024-11-26
654	2022	107000	377200	484200	2024-11-26
654	2021	107000	377200	484200	2024-11-26
655	2023	480400	433200	913600	2024-11-26
655	2022	480400	433200	913600	2024-11-26
655	2021	480400	433200	913600	2024-11-26
659	2023	0	13900	13900	2024-11-26
659	2022	0	13900	13900	2024-11-26
659	2021	0	13900	13900	2024-11-26
664	2023	55700	128400	184100	2024-11-26
664	2022	55700	128400	184100	2024-11-26
664	2021	55700	128400	184100	2024-11-26
667	2023	18200	100700	118900	2024-11-26
667	2022	18200	100700	118900	2024-11-26
667	2021	18200	100700	118900	2024-11-26
673	2023	44600	225800	270400	2024-11-26
673	2022	44600	225800	270400	2024-11-26
673	2021	44600	225800	270400	2024-11-26
675	2023	0	52400	52400	2024-11-26
675	2022	0	52400	52400	2024-11-26
675	2021	0	52400	52400	2024-11-26
686	2023	0	11600	11600	2024-11-26
686	2022	0	11600	11600	2024-11-26
