PID	App. Year	Improvements	Land	Total	CollectedOn
316	2025	229500	180700	410200	2024-12-04
316	2023	229500	180700	410200	2024-12-04
316	2022	229500	180700	410200	2024-12-04
317	2025	361800	152900	514700	2024-12-04
317	2023	361800	152900	514700	2024-12-04
317	2022	361800	152900	514700	2024-12-04
319	2025	381800	222900	604700	2024-12-04
319	2023	381800	222900	604700	2024-12-04
319	2022	381800	222900	604700	2024-12-04
320	2025	0	433100	433100	2024-12-04
320	2023	0	433100	433100	2024-12-04
320	2022	0	433100	433100	2024-12-04
321	2025	74900	140500	215400	2024-12-04
321	2023	74900	140500	215400	2024-12-04
321	2022	74900	140500	215400	2024-12-04
322	2025	0	273200	273200	2024-12-04
322	2023	0	273200	273200	2024-12-04
322	2022	0	273200	273200	2024-12-04
323	2025	156200	143800	300000	2024-12-04
323	2023	150100	143800	293900	2024-12-04
323	2022	150100	143800	293900	2024-12-04
324	2025	319900	137800	457700	2024-12-04
324	2023	319900	137800	457700	2024-12-04
324	2022	319900	137800	457700	2024-12-04
325	2025	750700	251100	1001800	2024-12-04
325	2023	750700	251100	1001800	2024-12-04
325	2022	750700	251100	1001800	2024-12-04
326	2025	327800	180100	507900	2024-12-04
326	2023	327800	180100	507900	2024-12-04
326	2022	327800	180100	507900	2024-12-04
327	2025	266500	153200	419700	2024-12-04
327	2023	266500	153200	419700	2024-12-04
327	2022	252500	153200	405700	2024-12-04
328	2025	178800	161000	339800	2024-12-04
328	2023	178800	161000	339800	2024-12-04
328	2022	178800	161000	339800	2024-12-04
329	2025	113100	93200	206300	2024-12-04
329	2023	113100	93200	206300	2024-12-04
329	2022	110800	93200	204000	2024-12-04
330	2025	216200	201200	417400	2024-12-04
330	2023	216200	201200	417400	2024-12-04
330	2022	216200	201200	417400	2024-12-04
331	2025	62500	131800	194300	2024-12-04
331	2023	62500	131800	194300	2024-12-04
331	2022	62500	131800	194300	2024-12-04
333	2025	0	15700	15700	2024-12-04
333	2023	0	15700	15700	2024-12-04
333	2022	0	15700	15700	2024-12-04
334	2025	459600	318400	778000	2024-12-04
334	2023	459600	318400	778000	2024-12-04
334	2022	459600	318400	778000	2024-12-04
335	2025	130700	157100	287800	2024-12-04
335	2023	130700	157100	287800	2024-12-04
335	2022	103500	157100	260600	2024-12-04
336	2025	210700	158300	369000	2024-12-04
336	2023	210700	158300	369000	2024-12-04
336	2022	210700	158300	369000	2024-12-04
337	2025	630400	197400	827800	2024-12-04
337	2023	630400	197400	827800	2024-12-04
337	2022	630400	197400	827800	2024-12-04
339	2025	153000	140300	293300	2024-12-04
339	2023	153000	140300	293300	2024-12-04
339	2022	153000	140300	293300	2024-12-04
340	2025	382600	176700	559300	2024-12-04
340	2023	382600	176700	559300	2024-12-04
340	2022	382600	176700	559300	2024-12-04
341	2025	228100	123800	351900	2024-12-04
341	2023	198000	123800	321800	2024-12-04
341	2022	191600	123800	315400	2024-12-04
343	2025	238400	197200	435600	2024-12-04
343	2023	238400	197200	435600	2024-12-04
343	2022	238400	197200	435600	2024-12-04
344	2025	265500	504500	770000	2024-12-04
344	2023	265500	504500	770000	2024-12-04
344	2022	265500	504500	770000	2024-12-04
345	2025	298800	153300	452100	2024-12-04
345	2023	288300	153300	441600	2024-12-04
345	2022	288300	153300	441600	2024-12-04
346	2025	256900	159200	416100	2024-12-04
346	2023	256900	159200	416100	2024-12-04
346	2022	256900	159200	416100	2024-12-04
347	2025	8800	293500	302300	2024-12-04
347	2023	8800	293500	302300	2024-12-04
347	2022	8800	293500	302300	2024-12-04
348	2025	295100	149400	444500	2024-12-04
348	2023	287400	149400	436800	2024-12-04
348	2022	287400	149400	436800	2024-12-04
349	2025	0	102600	102600	2024-12-04
349	2023	0	102600	102600	2024-12-04
349	2022	0	102600	102600	2024-12-04
350	2025	0	52200	52200	2024-12-04
350	2023	0	52200	52200	2024-12-04
350	2022	0	52200	52200	2024-12-04
351	2025	275300	148900	424200	2024-12-04
351	2023	284700	148900	433600	2024-12-04
351	2022	284700	148900	433600	2024-12-04
355	2025	0	330300	330300	2024-12-04
355	2023	0	330300	330300	2024-12-04
355	2022	0	330300	330300	2024-12-04
357	2025	0	159000	159000	2024-12-04
357	2023	0	159000	159000	2024-12-04
357	2022	0	159000	159000	2024-12-04
358	2025	0	9300	9300	2024-12-04
358	2023	0	9300	9300	2024-12-04
358	2022	0	9300	9300	2024-12-04
359	2025	92400	135100	227500	2024-12-04
359	2023	92400	135100	227500	2024-12-04
359	2022	92400	135100	227500	2024-12-04
360	2025	126800	101800	228600	2024-12-04
360	2023	128100	101800	229900	2024-12-04
360	2022	128100	101800	229900	2024-12-04
361	2025	344600	367400	712000	2024-12-04
361	2023	344600	367400	712000	2024-12-04
361	2022	344600	367400	712000	2024-12-04
363	2025	392400	128100	520500	2024-12-04
363	2023	392400	128100	520500	2024-12-04
363	2022	392400	128100	520500	2024-12-04
364	2025	114400	98300	212700	2024-12-04
364	2023	114400	98300	212700	2024-12-04
364	2022	114400	98300	212700	2024-12-04
365	2025	544900	502900	1047800	2024-12-04
365	2023	544900	502900	1047800	2024-12-04
365	2022	544900	502900	1047800	2024-12-04
368	2025	242900	111700	354600	2024-12-04
368	2023	242900	111700	354600	2024-12-04
368	2022	242900	111700	354600	2024-12-04
369	2025	477100	445900	923000	2024-12-04
369	2023	477100	445900	923000	2024-12-04
369	2022	477100	445900	923000	2024-12-04
370	2025	0	312000	312000	2024-12-04
370	2023	0	312000	312000	2024-12-04
370	2022	0	312000	312000	2024-12-04
371	2025	357300	166800	524100	2024-12-04
371	2023	342300	166800	509100	2024-12-04
371	2022	342300	166800	509100	2024-12-04
372	2025	219900	208700	428600	2024-12-04
372	2023	219900	208700	428600	2024-12-04
372	2022	219900	208700	428600	2024-12-04
375	2025	0	244100	244100	2024-12-04
375	2023	0	244100	244100	2024-12-04
375	2022	0	244100	244100	2024-12-04
376	2025	387900	326200	714100	2024-12-04
376	2023	387900	326200	714100	2024-12-04
376	2022	387900	326200	714100	2024-12-04
377	2025	34900	462600	497500	2024-12-04
377	2023	34900	462600	497500	2024-12-04
377	2022	34900	462600	497500	2024-12-04
378	2025	345600	142700	488300	2024-12-04
378	2023	345600	142700	488300	2024-12-04
378	2022	345600	142700	488300	2024-12-04
379	2025	65300	118000	183300	2024-12-04
379	2023	65300	118000	183300	2024-12-04
379	2022	65300	118000	183300	2024-12-04
380	2025	184800	157400	342200	2024-12-04
380	2023	184800	157400	342200	2024-12-04
380	2022	184800	157400	342200	2024-12-04
381	2025	73000	107800	180800	2024-12-04
381	2023	73000	107800	180800	2024-12-04
381	2022	73000	107800	180800	2024-12-04
382	2025	150900	158900	309800	2024-12-04
382	2023	150900	158900	309800	2024-12-04
382	2022	150900	158900	309800	2024-12-04
383	2025	0	376700	376700	2024-12-04
383	2023	0	376700	376700	2024-12-04
383	2022	0	376700	376700	2024-12-04
384	2025	115100	446700	561800	2024-12-04
384	2023	115100	446700	561800	2024-12-04
384	2022	115100	446700	561800	2024-12-04
385	2025	285900	172600	458500	2024-12-04
385	2023	285900	172600	458500	2024-12-04
385	2022	285900	172600	458500	2024-12-04
387	2025	0	32300	32300	2024-12-04
387	2023	0	32300	32300	2024-12-04
387	2022	0	32300	32300	2024-12-04
388	2025	0	73500	73500	2024-12-04
388	2023	0	73500	73500	2024-12-04
388	2022	0	73500	73500	2024-12-04
389	2025	267800	112600	380400	2024-12-04
389	2023	267800	112600	380400	2024-12-04
389	2022	267800	112600	380400	2024-12-04
390	2025	0	454600	454600	2024-12-04
390	2023	0	454600	454600	2024-12-04
390	2022	0	454600	454600	2024-12-04
391	2025	113000	321300	434300	2024-12-04
391	2023	113000	321300	434300	2024-12-04
391	2022	147800	321300	469100	2024-12-04
392	2025	490000	360400	850400	2024-12-04
392	2023	490000	360400	850400	2024-12-04
392	2022	490000	360400	850400	2024-12-04
394	2025	371100	355400	726500	2024-12-04
394	2023	371100	355400	726500	2024-12-04
394	2022	371100	355400	726500	2024-12-04
395	2025	332100	335700	667800	2024-12-04
395	2023	332100	335700	667800	2024-12-04
395	2022	332100	335700	667800	2024-12-04
398	2025	777200	1621300	2398500	2024-12-04
398	2023	777200	1621300	2398500	2024-12-04
398	2022	777200	1621300	2398500	2024-12-04
399	2025	354400	297700	652100	2024-12-04
399	2023	354400	297700	652100	2024-12-04
399	2022	354400	297700	652100	2024-12-04
400	2025	339100	163100	502200	2024-12-04
400	2023	339100	163100	502200	2024-12-04
400	2022	339100	163100	502200	2024-12-04
401	2025	0	1188900	1188900	2024-12-04
401	2023	0	1188900	1188900	2024-12-04
401	2022	0	1188900	1188900	2024-12-04
402	2025	1367100	1205000	2572100	2024-12-04
402	2023	1367100	1205000	2572100	2024-12-04
402	2022	1367100	1205000	2572100	2024-12-04
405	2025	146300	143300	289600	2024-12-04
405	2023	146300	143300	289600	2024-12-04
405	2022	146300	143300	289600	2024-12-04
407	2025	0	420900	420900	2024-12-04
407	2023	0	420900	420900	2024-12-04
407	2022	0	420900	420900	2024-12-04
408	2025	182100	148500	330600	2024-12-04
408	2023	171500	148500	320000	2024-12-04
408	2022	171500	148500	320000	2024-12-04
415	2025	242800	371700	614500	2024-12-04
415	2023	242800	371700	614500	2024-12-04
415	2022	242800	371700	614500	2024-12-04
417	2025	34800	608700	643500	2024-12-04
417	2023	34800	608700	643500	2024-12-04
417	2022	34800	608700	643500	2024-12-04
418	2025	432100	205700	637800	2024-12-04
418	2023	432100	205700	637800	2024-12-04
418	2022	432100	205700	637800	2024-12-04
427	2025	317000	162800	479800	2024-12-04
427	2023	317000	162800	479800	2024-12-04
427	2022	317000	162800	479800	2024-12-04
429	2025	555500	262800	818300	2024-12-04
429	2023	555500	262800	818300	2024-12-04
429	2022	553700	262800	816500	2024-12-04
432	2025	0	23700	23700	2024-12-04
432	2023	0	23700	23700	2024-12-04
432	2022	0	23700	23700	2024-12-04
433	2025	38200	104500	142700	2024-12-04
433	2023	37700	104500	142200	2024-12-04
433	2022	37700	104500	142200	2024-12-04
434	2025	58600	184300	242900	2024-12-04
434	2023	58600	184300	242900	2024-12-04
434	2022	58600	184300	242900	2024-12-04
435	2025	104100	221200	325300	2024-12-04
435	2023	104100	221200	325300	2024-12-04
435	2022	104100	221200	325300	2024-12-04
436	2025	57700	187000	244700	2024-12-04
436	2023	57700	187000	244700	2024-12-04
436	2022	57700	187000	244700	2024-12-04
437	2025	684600	378100	1062700	2024-12-04
437	2023	682800	378100	1060900	2024-12-04
437	2022	682800	378100	1060900	2024-12-04
438	2025	310300	261700	572000	2024-12-04
438	2023	308800	261700	570500	2024-12-04
438	2022	308800	261700	570500	2024-12-04
439	2025	0	6400	6400	2024-12-04
439	2023	0	6400	6400	2024-12-04
439	2022	0	6400	6400	2024-12-04
440	2025	53000	228900	281900	2024-12-04
440	2023	53000	228900	281900	2024-12-04
440	2022	53000	228900	281900	2024-12-04
441	2025	406800	455200	862000	2024-12-04
441	2023	404100	455200	859300	2024-12-04
441	2022	404100	455200	859300	2024-12-04
442	2025	232400	196700	429100	2024-12-04
442	2023	229500	196700	426200	2024-12-04
442	2022	229500	196700	426200	2024-12-04
446	2025	426500	344100	770600	2024-12-04
446	2023	421000	344100	765100	2024-12-04
446	2022	417800	344100	761900	2024-12-04
447	2025	191900	228500	420400	2024-12-04
447	2023	191200	228500	419700	2024-12-04
447	2022	191200	228500	419700	2024-12-04
448	2025	403800	307500	711300	2024-12-04
448	2023	396900	307500	704400	2024-12-04
448	2022	396900	307500	704400	2024-12-04
450	2025	561400	1063100	1624500	2024-12-04
450	2023	561400	1063100	1624500	2024-12-04
450	2022	561400	1063100	1624500	2024-12-04
454	2025	563300	840000	1403300	2024-12-04
454	2023	586600	840000	1426600	2024-12-04
454	2022	586600	840000	1426600	2024-12-04
457	2025	824300	409400	1233700	2024-12-04
457	2023	818800	409400	1228200	2024-12-04
457	2022	818800	409400	1228200	2024-12-04
458	2025	234900	272600	507500	2024-12-04
458	2023	234800	272600	507400	2024-12-04
458	2022	234800	272600	507400	2024-12-04
459	2025	293400	192000	485400	2024-12-04
459	2023	293400	192000	485400	2024-12-04
459	2022	293400	192000	485400	2024-12-04
460	2025	512600	279000	791600	2024-12-04
460	2023	479100	279000	758100	2024-12-04
460	2022	479100	279000	758100	2024-12-04
461	2025	714600	311800	1026400	2024-12-04
461	2023	714600	311800	1026400	2024-12-04
461	2022	714600	311800	1026400	2024-12-04
462	2025	545200	246100	791300	2024-12-04
462	2023	544600	246100	790700	2024-12-04
462	2022	544600	246100	790700	2024-12-04
463	2025	0	372200	372200	2024-12-04
463	2023	0	372200	372200	2024-12-04
463	2022	0	372200	372200	2024-12-04
465	2025	0	250900	250900	2024-12-04
465	2023	0	250900	250900	2024-12-04
465	2022	0	250900	250900	2024-12-04
469	2025	739700	271500	1011200	2024-12-04
469	2023	725500	271500	997000	2024-12-04
469	2022	725500	271500	997000	2024-12-04
472	2025	715000	241600	956600	2024-12-04
472	2023	715000	241600	956600	2024-12-04
472	2022	715000	241600	956600	2024-12-04
473	2025	535100	210400	745500	2024-12-04
473	2023	535100	210400	745500	2024-12-04
473	2022	535100	210400	745500	2024-12-04
474	2025	358800	200000	558800	2024-12-04
474	2023	358800	200000	558800	2024-12-04
474	2022	358800	200000	558800	2024-12-04
475	2025	472000	379600	851600	2024-12-04
475	2023	472000	379600	851600	2024-12-04
475	2022	472000	379600	851600	2024-12-04
476	2025	1286400	445300	1731700	2024-12-04
476	2023	1080000	376800	1456800	2024-12-04
476	2022	285600	334600	620200	2024-12-04
478	2025	270800	522200	793000	2024-12-04
478	2023	270800	522200	793000	2024-12-04
478	2022	270800	522200	793000	2024-12-04
479	2025	790200	609400	1399600	2024-12-04
479	2023	750500	609400	1359900	2024-12-04
479	2022	750500	609400	1359900	2024-12-04
480	2025	233500	232000	465500	2024-12-04
480	2023	233500	232000	465500	2024-12-04
480	2022	233500	232000	465500	2024-12-04
482	2025	309900	229800	539700	2024-12-04
482	2023	308300	229800	538100	2024-12-04
482	2022	308300	229800	538100	2024-12-04
483	2025	0	700	700	2024-12-04
483	2023	0	700	700	2024-12-04
483	2022	0	700	700	2024-12-04
484	2025	419600	182200	601800	2024-12-04
484	2023	431700	182200	613900	2024-12-04
484	2022	431700	182200	613900	2024-12-04
486	2025	367300	218100	585400	2024-12-04
486	2023	367800	218100	585900	2024-12-04
486	2022	367800	218100	585900	2024-12-04
487	2025	170400	180000	350400	2024-12-04
487	2023	170800	180000	350800	2024-12-04
487	2022	165100	180000	345100	2024-12-04
488	2025	314900	248800	563700	2024-12-04
488	2023	314900	248800	563700	2024-12-04
488	2022	309400	248800	558200	2024-12-04
489	2025	231000	253700	484700	2024-12-04
489	2023	225500	253700	479200	2024-12-04
489	2022	225500	253700	479200	2024-12-04
490	2025	290700	211700	502400	2024-12-04
490	2023	289700	211700	501400	2024-12-04
490	2022	289700	211700	501400	2024-12-04
491	2025	323400	608300	931700	2024-12-04
491	2023	311300	608300	919600	2024-12-04
491	2022	311300	608300	919600	2024-12-04
492	2025	146800	198600	345400	2024-12-04
492	2023	146800	198600	345400	2024-12-04
492	2022	146800	198600	345400	2024-12-04
493	2025	457000	693200	1150200	2024-12-04
493	2023	442700	693200	1135900	2024-12-04
493	2022	442700	693200	1135900	2024-12-04
494	2025	978200	559900	1538100	2024-12-04
494	2023	978200	559900	1538100	2024-12-04
494	2022	978200	559900	1538100	2024-12-04
495	2025	308000	314900	622900	2024-12-04
495	2023	308000	314900	622900	2024-12-04
495	2022	308000	333700	641700	2024-12-04
501	2025	60200	199300	259500	2024-12-04
501	2023	63500	199300	262800	2024-12-04
501	2022	63500	199300	262800	2024-12-04
505	2025	706600	688900	1395500	2024-12-04
505	2023	704800	688900	1393700	2024-12-04
505	2022	704800	688900	1393700	2024-12-04
506	2025	581800	356800	938600	2024-12-04
506	2023	580400	356800	937200	2024-12-04
506	2022	580400	356800	937200	2024-12-04
507	2025	($43,300)	653800	610500	2024-12-04
507	2023	($43,300)	653800	610500	2024-12-04
507	2022	($43,300)	653800	610500	2024-12-04
509	2025	339600	260800	600400	2024-12-04
509	2023	339400	260800	600200	2024-12-04
509	2022	339400	260800	600200	2024-12-04
510	2025	406200	343100	749300	2024-12-04
510	2023	406200	343100	749300	2024-12-04
510	2022	406200	343100	749300	2024-12-04
511	2025	196500	212500	409000	2024-12-04
511	2023	196100	212500	408600	2024-12-04
511	2022	196100	212500	408600	2024-12-04
512	2025	0	265100	265100	2024-12-04
512	2023	0	265100	265100	2024-12-04
512	2022	0	265100	265100	2024-12-04
513	2025	277700	214600	492300	2024-12-04
513	2023	275900	214600	490500	2024-12-04
513	2022	275900	214600	490500	2024-12-04
514	2025	351500	357000	708500	2024-12-04
514	2023	365300	357000	722300	2024-12-04
514	2022	365300	357000	722300	2024-12-04
515	2025	173500	187700	361200	2024-12-04
515	2023	173600	187700	361300	2024-12-04
515	2022	173600	187700	361300	2024-12-04
517	2025	387100	281800	668900	2024-12-04
517	2023	387600	281800	669400	2024-12-04
517	2022	331700	281800	613500	2024-12-04
518	2025	290800	217800	508600	2024-12-04
518	2023	290800	217800	508600	2024-12-04
518	2022	290800	217800	508600	2024-12-04
519	2025	142100	156900	299000	2024-12-04
519	2023	142100	156900	299000	2024-12-04
519	2022	142100	156900	299000	2024-12-04
520	2025	512800	204900	717700	2024-12-04
520	2023	512800	204900	717700	2024-12-04
520	2022	482800	204900	687700	2024-12-04
522	2025	167900	162100	330000	2024-12-04
522	2023	133200	162100	295300	2024-12-04
522	2022	133200	162100	295300	2024-12-04
526	2025	134800	217300	352100	2024-12-04
526	2023	133300	217300	350600	2024-12-04
526	2022	133300	217300	350600	2024-12-04
527	2025	312700	207400	520100	2024-12-04
527	2023	312700	207400	520100	2024-12-04
527	2022	312700	207400	520100	2024-12-04
529	2025	161200	181700	342900	2024-12-04
529	2023	159300	181700	341000	2024-12-04
529	2022	159300	181700	341000	2024-12-04
530	2025	484000	301900	785900	2024-12-04
530	2023	458500	301900	760400	2024-12-04
530	2022	458500	301900	760400	2024-12-04
532	2025	58700	182400	241100	2024-12-04
532	2023	58700	182400	241100	2024-12-04
532	2022	58700	182400	241100	2024-12-04
533	2025	561200	270000	831200	2024-12-04
533	2023	561200	270000	831200	2024-12-04
533	2022	561200	270000	831200	2024-12-04
537	2025	544100	312100	856200	2024-12-04
537	2023	544100	312100	856200	2024-12-04
537	2022	544100	312100	856200	2024-12-04
538	2025	380100	259400	639500	2024-12-04
538	2023	379300	259400	638700	2024-12-04
538	2022	379300	259400	638700	2024-12-04
540	2025	305400	300900	606300	2024-12-04
540	2023	296800	300900	597700	2024-12-04
540	2022	296800	300900	597700	2024-12-04
542	2025	185000	147700	332700	2024-12-04
542	2023	184300	147700	332000	2024-12-04
542	2022	184300	147700	332000	2024-12-04
543	2025	0	54100	54100	2024-12-04
543	2023	0	54100	54100	2024-12-04
543	2022	0	54100	54100	2024-12-04
544	2025	62300	171200	233500	2024-12-04
544	2023	62700	171200	233900	2024-12-04
544	2022	62700	171200	233900	2024-12-04
545	2025	119600	168200	287800	2024-12-04
545	2023	119600	168200	287800	2024-12-04
545	2022	109800	168200	278000	2024-12-04
546	2025	115400	217500	332900	2024-12-04
546	2023	115400	217500	332900	2024-12-04
546	2022	115400	217500	332900	2024-12-04
547	2025	173300	185500	358800	2024-12-04
547	2023	175800	185500	361300	2024-12-04
547	2022	175800	185500	361300	2024-12-04
552	2025	4600	276400	281000	2024-12-04
552	2023	3600	276400	280000	2024-12-04
552	2022	3600	276400	280000	2024-12-04
557	2025	125900	203800	329700	2024-12-04
557	2023	114900	203800	318700	2024-12-04
557	2022	114900	203800	318700	2024-12-04
558	2025	78500	161200	239700	2024-12-04
558	2023	45800	161200	207000	2024-12-04
558	2022	45800	161200	207000	2024-12-04
559	2025	300300	270400	570700	2024-12-04
559	2023	300300	270400	570700	2024-12-04
559	2022	300300	270400	570700	2024-12-04
560	2025	123500	162900	286400	2024-12-04
560	2023	123400	162900	286300	2024-12-04
560	2022	123400	162900	286300	2024-12-04
561	2025	0	12200	12200	2024-12-04
561	2023	0	12200	12200	2024-12-04
561	2022	0	12200	12200	2024-12-04
563	2025	357900	236700	594600	2024-12-04
563	2023	344200	236700	580900	2024-12-04
563	2022	344200	236700	580900	2024-12-04
564	2025	550000	657500	1207500	2024-12-04
564	2023	544200	657500	1201700	2024-12-04
564	2022	497800	657500	1155300	2024-12-04
565	2025	249100	332200	581300	2024-12-04
565	2023	247800	332200	580000	2024-12-04
565	2022	247800	332200	580000	2024-12-04
569	2025	728700	508400	1237100	2024-12-04
569	2023	728700	508400	1237100	2024-12-04
569	2022	730600	508400	1239000	2024-12-04
570	2025	184400	577900	762300	2024-12-04
570	2023	184400	577900	762300	2024-12-04
570	2022	184400	577900	762300	2024-12-04
571	2025	169100	180000	349100	2024-12-04
571	2023	169100	180000	349100	2024-12-04
571	2022	169100	180000	349100	2024-12-04
572	2025	155200	183900	339100	2024-12-04
572	2023	155200	183900	339100	2024-12-04
572	2022	155200	183900	339100	2024-12-04
575	2025	668000	982300	1650300	2024-12-04
575	2023	796700	1024700	1821400	2024-12-04
575	2022	862000	1131400	1993400	2024-12-04
576	2025	2084100	1274800	3358900	2024-12-04
576	2023	2084100	1274800	3358900	2024-12-04
576	2022	2084100	1274800	3358900	2024-12-04
578	2025	881300	822200	1703500	2024-12-04
578	2023	881300	822200	1703500	2024-12-04
578	2022	881300	822200	1703500	2024-12-04
579	2025	469900	267200	737100	2024-12-04
579	2023	443300	267200	710500	2024-12-04
579	2022	443300	267200	710500	2024-12-04
580	2025	0	19300	19300	2024-12-04
580	2023	0	19300	19300	2024-12-04
580	2022	0	19300	19300	2024-12-04
581	2025	186900	567800	754700	2024-12-04
581	2023	174700	567800	742500	2024-12-04
581	2022	174700	567800	742500	2024-12-04
582	2025	1808200	671400	2479600	2024-12-04
582	2023	1765300	671400	2436700	2024-12-04
582	2022	1700400	671400	2371800	2024-12-04
584	2025	574900	531100	1106000	2024-12-04
584	2023	561900	531100	1093000	2024-12-04
584	2022	561900	531100	1093000	2024-12-04
591	2025	0	346300	346300	2024-12-04
591	2023	0	346300	346300	2024-12-04
591	2022	0	346300	346300	2024-12-04
592	2025	0	190200	190200	2024-12-04
592	2023	0	190200	190200	2024-12-04
592	2022	0	190200	190200	2024-12-04
593	2025	234800	372000	606800	2024-12-04
593	2023	234800	372000	606800	2024-12-04
593	2022	234800	372000	606800	2024-12-04
594	2025	541800	257000	798800	2024-12-04
594	2023	541800	257000	798800	2024-12-04
594	2022	541800	257000	798800	2024-12-04
597	2025	673200	399500	1072700	2024-12-04
597	2023	689900	399500	1089400	2024-12-04
597	2022	689900	399500	1089400	2024-12-04
598	2025	0	35000	35000	2024-12-04
598	2023	0	35000	35000	2024-12-04
598	2022	0	35000	35000	2024-12-04
600	2025	133000	128800	261800	2024-12-04
600	2023	133000	128800	261800	2024-12-04
600	2022	133000	128800	261800	2024-12-04
603	2025	0	238800	238800	2024-12-04
603	2023	0	238800	238800	2024-12-04
603	2022	0	250000	250000	2024-12-04
605	2025	189700	133300	323000	2024-12-04
605	2023	189700	133300	323000	2024-12-04
605	2022	189700	133300	323000	2024-12-04
607	2025	242700	191800	434500	2024-12-04
607	2023	243800	191800	435600	2024-12-04
607	2022	243800	191800	435600	2024-12-04
611	2025	672000	460500	1132500	2024-12-04
611	2023	672000	460500	1132500	2024-12-04
611	2022	672000	460500	1132500	2024-12-04
616	2025	403700	153200	556900	2024-12-04
616	2023	403700	153200	556900	2024-12-04
616	2022	403700	153200	556900	2024-12-04
617	2025	175400	155200	330600	2024-12-04
617	2023	175400	155200	330600	2024-12-04
617	2022	175400	155200	330600	2024-12-04
618	2025	87000	505700	592700	2024-12-04
618	2023	111400	505700	617100	2024-12-04
618	2022	83100	280100	363200	2024-12-04
620	2025	0	70300	70300	2024-12-04
620	2023	0	70300	70300	2024-12-04
620	2022	0	70300	70300	2024-12-04
621	2025	147500	203200	350700	2024-12-04
621	2023	147500	203200	350700	2024-12-04
621	2022	147500	203200	350700	2024-12-04
622	2025	97700	138300	236000	2024-12-04
622	2023	97700	138300	236000	2024-12-04
622	2022	97700	138300	236000	2024-12-04
623	2025	89500	210200	299700	2024-12-04
623	2023	89500	210200	299700	2024-12-04
623	2022	89500	210200	299700	2024-12-04
624	2025	330700	291700	622400	2024-12-04
624	2023	301300	291700	593000	2024-12-04
624	2022	301300	291700	593000	2024-12-04
625	2025	556600	220500	777100	2024-12-04
625	2023	553700	220500	774200	2024-12-04
625	2022	553700	220500	774200	2024-12-04
626	2025	434300	297700	732000	2024-12-04
626	2023	428100	297700	725800	2024-12-04
626	2022	428100	297700	725800	2024-12-04
627	2025	0	32700	32700	2024-12-04
627	2023	0	32700	32700	2024-12-04
627	2022	0	32700	32700	2024-12-04
633	2025	0	585800	585800	2024-12-04
633	2023	0	585800	585800	2024-12-04
633	2022	0	585800	585800	2024-12-04
634	2025	0	287800	287800	2024-12-04
634	2023	0	287800	287800	2024-12-04
634	2022	0	287800	287800	2024-12-04
635	2025	0	4200	4200	2024-12-04
635	2023	0	4200	4200	2024-12-04
635	2022	0	4200	4200	2024-12-04
636	2025	0	4200	4200	2024-12-04
636	2023	0	4200	4200	2024-12-04
636	2022	0	4200	4200	2024-12-04
637	2025	229100	81000	310100	2024-12-04
637	2023	228800	81000	309800	2024-12-04
637	2022	228800	81000	309800	2024-12-04
638	2025	279300	245000	524300	2024-12-04
638	2023	279300	245000	524300	2024-12-04
638	2022	279300	245000	524300	2024-12-04
639	2025	1622100	809400	2431500	2024-12-04
639	2023	1610400	809400	2419800	2024-12-04
639	2022	1610400	809400	2419800	2024-12-04
643	2025	0	40400	40400	2024-12-04
643	2023	0	40400	40400	2024-12-04
643	2022	0	40400	40400	2024-12-04
645	2025	243400	133300	376700	2024-12-04
645	2023	243400	133300	376700	2024-12-04
645	2022	243400	133300	376700	2024-12-04
647	2025	30000	302800	332800	2024-12-04
647	2023	30000	302800	332800	2024-12-04
647	2022	30000	302800	332800	2024-12-04
648	2025	838300	492700	1331000	2024-12-04
648	2023	838300	492700	1331000	2024-12-04
648	2022	838300	492700	1331000	2024-12-04
649	2025	318500	254900	573400	2024-12-04
649	2023	318500	254900	573400	2024-12-04
649	2022	318500	254900	573400	2024-12-04
650	2025	183500	235400	418900	2024-12-04
650	2023	183500	235400	418900	2024-12-04
650	2022	183500	235400	418900	2024-12-04
651	2025	183300	278100	461400	2024-12-04
651	2023	183300	278100	461400	2024-12-04
651	2022	183300	278100	461400	2024-12-04
652	2025	23900	208300	232200	2024-12-04
652	2023	23900	208300	232200	2024-12-04
652	2022	23900	208300	232200	2024-12-04
653	2025	68500	262400	330900	2024-12-04
653	2023	68500	262400	330900	2024-12-04
653	2022	68500	262400	330900	2024-12-04
654	2025	107000	377200	484200	2024-12-04
654	2023	107000	377200	484200	2024-12-04
654	2022	107000	377200	484200	2024-12-04
655	2025	480400	433200	913600	2024-12-04
655	2023	480400	433200	913600	2024-12-04
655	2022	480400	433200	913600	2024-12-04
659	2025	0	13900	13900	2024-12-04
659	2023	0	13900	13900	2024-12-04
659	2022	0	13900	13900	2024-12-04
664	2025	55700	128400	184100	2024-12-04
664	2023	55700	128400	184100	2024-12-04
664	2022	55700	128400	184100	2024-12-04
667	2025	18200	100700	118900	2024-12-04
667	2023	18200	100700	118900	2024-12-04
667	2022	18200	100700	118900	2024-12-04
673	2025	44600	225800	270400	2024-12-04
673	2023	44600	225800	270400	2024-12-04
673	2022	44600	225800	270400	2024-12-04
675	2025	0	52400	52400	2024-12-04
675	2023	0	52400	52400	2024-12-04
675	2022	0	52400	52400	2024-12-04
686	2025	0	11600	11600	2024-12-04
686	2023	0	11600	11600	2024-12-04
