PID	Building #	Year Built	Living Area	Replacement Cost	Percent Good	Value after Depreciation	Style	Model	Grade	Stories	Total Bedrooms	Total Bthrms	Total Half Baths	Total Rooms	Num Kitchens	Gross Floor Area	Living Area	CollectedOn
250	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
251	1	1774	3,038	469166	76	356600	Antique	Residential	Average +10	1.75	3	3	1	7	01	6,687	3,038	2023-08-17
251	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
252	1	1988	1,152	189464	73	138300	Modern/Contemp	Residential	Average +10	1.5	2	1	1	5	01	2,640	1,152	2023-08-17
253	1	1968	2,234	276437	75	207300	Modern/Contemp	Residential	Average +10	2	3	2	0	7	01	3,898	2,234	2023-08-17
254	1	1817	2,716	350894	90	315800	Antique	Residential	Average +10	1.5	5	2	0	9	01	5,420	2,716	2023-08-17
254	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
255	1	1930	4,610	735991	70	515200	Colonial	Residential	Average +20	2	3	5	0	8	01	7,192	4,610	2023-08-17
256	1	2014	2,128	372697	96	357800	Ranch	Residential	Average +10	1	5	3	1	9	01	4,256	2,128	2023-08-17
256	2	2016	2,646	442900	94	416300	Office Bldg	Commercial	Average	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	4,776	2,646	2023-08-17
256	3	2015	768	123809	97	120100	Ranch	Residential	Average	1	2	1	0	3	 	1,548	768	2023-08-17
256	4	2016	4,116	526330	90	473700	Office Bldg	Commercial	Average	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	7,422	4,116	2023-08-17
257	1	1890	1,008	97174	55	53400	Conventional	Residential	Below Average	1.5	3	2	0	4	01	2,058	1,008	2023-08-17
258	1	1985	1,933	320635	75	240500	Condominium	Res Condo	Good +20	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	6	MISSING-Num Kitchens:	2,294	1,933	2023-08-17
259	1	2005	13,094	2578041	86	2217100	Private School	Commercial	Good	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	13,540	13,094	2023-08-17
259	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
260	1	1965	540	118345	65	76900	Raised Ranch	Residential	Below Average	1	2	1	0	5	01	3,342	540	2023-08-17
267	1	1971	1,012	67008	72	48200	Mobile Home	Mobile Home	Average +20	1	3	1	0	5	01	2,141	1,012	2023-08-17
270	1	1988	1,013	64943	73	47400	Mobile Home	Mobile Home	Average +10	1	2	2	0	5	01	1,429	1,013	2023-08-17
271	1	1985	2,134	223608	80	178900	Conventional	Residential	Average +10	1.75	3	3	0	6	01	3,488	2,134	2023-08-17
271	2	2001	912	130386	85	110800	Studio/Garage	Residential	Average +20	1.75	00	0	1	2	00	2,492	912	2023-08-17
272	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
273	1	2002	784	38491	85	32700	Mobile Home	Mobile Home	Average	1	2	1	0	4	01	864	784	2023-08-17
274	1	1976	1,236	212706	72	153100	Raised Ranch	Residential	Average +10	1	3	2	0	8	01	2,641	1,236	2023-08-17
275	1	1972	901	39259	35	13700	Mobile Home	Mobile Home	Below Average	1	3	1	0	6	01	1,117	901	2023-08-17
276	1	1955	1,460	181876	72	131000	Cape Cod	Residential	Average	1.5	3	1	1	6	01	3,456	1,460	2023-08-17
277	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
278	1	1958	1,120	239576	60	143700	Ranch	Residential	Average +20	1	2	2	0	5	01	2,847	1,120	2023-08-17
278	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
279	1	1958	1,238	207998	72	149800	Ranch	Residential	Average	1	2	1	0	4	01	3,010	1,238	2023-08-17
280	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
283	1	1950	288	12244	60	7300	Camp	Residential	Minimum	1	00	0	0	2	01	1,043	288	2023-08-17
283	2	2008	378	11665	91	10600	Camp	Residential	Below Average	1	00	0	0	1	 	608	378	2023-08-17
287	1	1990	3,437	690968	77	532000	Cape Cod	Residential	Good +20	1.75	4	4	1	12	01	7,717	3,437	2023-08-17
288	1	1961	2,392	312109	72	224700	Ranch	Residential	Average +10	1	4	2	0	9	01	4,514	2,392	2023-08-17
290	1	2019	3,102	587014	99	581100	Modern/Contemp	Residential	Good +10	2	3	2	1	7	 	7,323	3,102	2023-08-17
291	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
292	1	1890	2,406	330003	60	198000	Colonial	Residential	Average	2	4	2	0	9	01	4,993	2,406	2023-08-17
292	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
292	3	1996	1,600	83059	78	64800	Shop	Commercial	Below Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	1,600	1,600	2023-08-17
294	1	1815	3,175	475941	80	380800	Antique	Residential	Average +20	1.5	3	3	0	9	01	6,402	3,175	2023-08-17
294	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
295	1	1920	1,350	159363	75	119500	Cape Cod	Residential	Average	2	3	2	0	5	01	2,116	1,350	2023-08-17
296	1	1985	2,800	196280	66	129500	Service-Shops	Industrial	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	2,920	2,800	2023-08-17
297	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
298	1	1949	1,305	222995	72	160600	Ranch	Residential	Average	1	3	2	0	6	01	3,856	1,305	2023-08-17
299	1	1947	1,435	148190	65	96300	Cape Cod	Residential	Below Average	1.75	2	1	0	5	01	2,742	1,435	2023-08-17
300	1	1952	1,107	141424	72	101800	Cape Cod	Residential	Average	1.5	3	1	1	5	01	2,052	1,107	2023-08-17
301	1	1817	1,988	257705	72	185500	Antique	Residential	Average	1.5	3	1	1	7	01	5,043	1,988	2023-08-17
303	1	1850	3,142	377545	85	320900	Family Conver.	Residential	Average +10	2	5	2	0	12	01	5,545	3,142	2023-08-17
303	2	1989	1,404	84883	58	49200	Studio/Garage	Residential	Below Average	1.5	00	0	0	 	 	2,808	1,404	2023-08-17
306	1	1984	2,018	324426	73	236800	Colonial	Residential	Average +20	2	3	1	1	8	01	4,202	2,018	2023-08-17
307	1	1986	3,285	522801	90	470500	Cape Cod	Residential	Good +10	1.75	3	3	1	8	01	6,852	3,285	2023-08-17
308	1	1898	2,510	339681	80	271700	Antique	Residential	Average +10	1.75	4	2	0	8	01	5,036	2,510	2023-08-17
309	1	1989	2,087	363534	73	265400	Modern/Contemp	Residential	Good	1.75	2	2	1	8	01	4,188	2,087	2023-08-17
310	1	2007	2,714	555743	91	505700	Modern/Contemp	Residential	Good +10	2	4	3	1	9	 	6,079	2,714	2023-08-17
311	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
313	1	1973	3,369	738739	84	620500	Colonial	Residential	Good +10	2	5	3	2	11	01	6,701	3,369	2023-08-17
313	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
315	1	1989	4,242	627015	75	470300	Family Duplex	Residential	Average +20	1.75	6	4	1	12	02	8,876	4,242	2023-08-17
316	1	1992	2,100	255103	77	196400	Cape Cod	Residential	Average +10	1.75	3	2	0	7	01	4,158	2,100	2023-08-17
317	1	1989	2,654	396333	90	356700	Cape Cod	Residential	Good	1.75	3	2	1	9	01	5,731	2,654	2023-08-17
319	1	1997	2,088	365844	83	303700	Modern/Contemp	Residential	Average +20	2	3	3	0	7	01	4,872	2,088	2023-08-17
320	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
321	1	1966	1,116	144755	50	72400	Ranch	Residential	Below Average	1	3	2	0	7	01	1,884	1,116	2023-08-17
322	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
323	1	1965	1,103	170768	85	145200	Ranch	Residential	Average	1	2	1	0	5	01	2,179	1,103	2023-08-17
324	1	2006	1,838	349566	91	318100	Cape Cod	Residential	Good +10	1.75	3	2	1	7	 	3,766	1,838	2023-08-17
325	1	1998	6,020	863353	86	742500	Profess. Bldg	Commercial	Average +10	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	6,210	6,020	2023-08-17
326	1	1797	2,849	299391	76	227500	Conventional	Residential	Average +20	1.5	4	2	1	10	01	5,878	2,849	2023-08-17
326	2	1995	1,440	126969	79	100300	Studio/Garage	Residential	Average	1	00	2	0	4	01	3,170	1,440	2023-08-17
327	1	2018	1,752	280515	95	266500	Modern/Contemp	Residential	Average +20	2	3	2	0	6	01	2,940	1,752	2023-08-17
328	1	1935	1,435	143523	80	114800	Conventional	Residential	Average	1.5	3	1	1	6	01	2,271	1,435	2023-08-17
328	2	1998	540	58018	81	47000	Studio/Garage	Residential	Average	1.75	00	0	0	1	00	1,440	540	2023-08-17
329	1	1956	912	148306	72	106800	Ranch	Residential	Below Average	1	2	1	0	5	01	2,358	912	2023-08-17
330	1	1976	2,868	284145	67	190400	Modern/Contemp	Residential	Average	2	3	2	0	11	01	2,916	2,868	2023-08-17
331	1	1938	1,186	124730	50	62400	Conventional	Residential	Below Average	2	3	1	0	7	01	3,138	1,186	2023-08-17
333	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
334	1	1989	3,530	569734	78	444400	Modern/Contemp	Residential	Good	2	3	3	0	8	01	6,711	3,530	2023-08-17
335	1	1969	1,108	181220	65	117800	Raised Ranch	Residential	Average	1	3	2	0	6	01	2,424	1,108	2023-08-17
336	1	1994	1,845	232135	79	183400	Cape Cod	Residential	Average +10	1.75	3	2	0	6	01	3,424	1,845	2023-08-17
337	1	2004	3,308	584120	87	508200	Cape Cod	Residential	Good +20	1.75	3	3	1	7	 	5,942	3,308	2023-08-17
337	2	2004	768	115795	87	100700	Studio/Garage	Residential	Good	2	00	1	0	1	 	1,536	768	2023-08-17
339	1	1965	1,440	149626	90	134700	Conventional	Residential	Average	2	3	2	0	5	01	3,237	1,440	2023-08-17
340	1	1989	2,550	447488	79	353500	Modern/Contemp	Residential	Good	2	4	3	0	9	01	5,180	2,550	2023-08-17
341	1	1991	1,590	175012	75	131300	Cape Cod	Residential	Average	1.5	2	1	0	4	01	2,570	1,590	2023-08-17
341	2	1996	600	70369	79	55600	Apt/Garage	Residential	Below Average	1	2	1	0	3	01	1,344	600	2023-08-17
343	1	1968	1,554	308498	76	234500	Modern/Contemp	Residential	Average +20	1	4	2	0	8	01	3,690	1,554	2023-08-17
344	1	2010	1,568	282006	93	262300	Colonial	Residential	Average +20	2	3	1	1	5	 	2,624	1,568	2023-08-17
345	1	1780	2,400	339512	80	271600	Antique	Residential	Average +20	2	3	2	1	7	01	4,092	2,400	2023-08-17
346	1	2005	1,700	282338	86	242800	Private School	Commercial	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	1,905	1,700	2023-08-17
347	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
347	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
348	1	1930	2,736	258039	85	219300	Conventional	Residential	Average +10	1.75	4	2	0	10	01	4,940	2,736	2023-08-17
349	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
350	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
351	1	1772	2,143	285989	85	243100	Antique	Residential	Average +20	1.5	3	1	1	8	01	3,076	2,143	2023-08-17
355	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
357	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
358	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
359	1	1940	950	144242	55	79300	Ranch	Residential	Average	1	3	1	0	6	01	2,458	950	2023-08-17
360	1	1930	1,496	160372	76	121900	Ranch	Residential	Below Average	1	1	1	0	6	01	2,773	1,496	2023-08-17
361	1	1852	3,147	431483	76	327900	Antique	Residential	Average +10	1.75	4	3	0	11	01	7,375	3,147	2023-08-17
361	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
363	1	1965	1,944	430950	90	387900	Colonial	Residential	Good	2	4	2	1	7	01	3,840	1,944	2023-08-17
364	1	1940	1,408	159044	71	112900	Ranch	Residential	Below Average	1	1	1	0	4	01	2,011	1,408	2023-08-17
365	1	1768	3,615	535398	74	396200	Antique	Residential	Good	1.5	4	3	1	13	01	5,250	3,615	2023-08-17
365	2	2002	1,044	112857	74	83500	Cape Cod	Residential	Below Average	1.5	1	0	1	2	01	2,484	1,044	2023-08-17
368	1	1875	2,051	269468	84	226400	Antique	Residential	Average +10	2	4	2	0	9	01	2,787	2,051	2023-08-17
369	1	1998	2,856	570349	83	473400	Modern/Contemp	Residential	Good +20	1.75	3	2	1	7	01	5,667	2,856	2023-08-17
369	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
369	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
370	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
371	1	2002	1,950	386192	87	336000	Modern/Contemp	Residential	Good +10	2	3	2	1	6	01	4,032	1,950	2023-08-17
372	1	1977	1,762	250982	85	213300	Modern/Contemp	Residential	Average +10	1.75	3	2	0	7	01	3,331	1,762	2023-08-17
375	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
376	1	1980	2,676	525609	69	362700	Modern/Contemp	Residential	Average +10	2	5	3	1	13	02	9,015	2,676	2023-08-17
377	1	1974	748	40238	57	22900	Camp	Residential	Average	1	1	0	0	2	01	1,688	748	2023-08-17
377	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
378	1	2011	1,296	363788	95	345600	Apt/Garage	Residential	Excellent+10	1.75	1	1	1	2	 	3,659	1,296	2023-08-17
379	1	2001	1,008	64755	85	55000	Mobile Home	Mobile Home	Average +20	1	2	2	0	4	01	1,316	1,008	2023-08-17
380	1	1962	1,440	208372	80	166700	Ranch	Residential	Average +10	1	3	1	1	6	01	2,740	1,440	2023-08-17
381	1	1948	1,870	99294	67	66500	Ranch	Residential	Minimum	1	2	1	0	4	01	2,086	1,870	2023-08-17
382	1	1979	1,524	184458	76	140200	Split-Level	Residential	Average	2	3	1	0	6	01	1,860	1,524	2023-08-17
383	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
384	1	1968	952	165604	60	99400	Ranch	Residential	Below Average	1	5	2	0	8	01	2,932	952	2023-08-17
384	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
385	1	1958	2,432	325852	80	260700	Family Conver.	Residential	Average +10	2	3	2	0	8	01	4,937	2,432	2023-08-17
387	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
388	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
389	1	2014	2,432	273185	96	262300	Cape Cod	Residential	Average +10	1.75	4	2	0	6	01	4,207	2,432	2023-08-17
390	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
391	1	1963	1,672	223660	50	111800	Ranch	Residential	Average	1	3	1	0	7	01	3,440	1,672	2023-08-17
392	1	1997	3,064	529503	83	439500	Modern/Contemp	Residential	Good	2	4	4	1	11	01	5,568	3,064	2023-08-17
394	1	1994	2,184	400218	77	308200	Modern/Contemp	Residential	Average +20	2	3	3	0	9	01	4,676	2,184	2023-08-17
394	2	1940	684	51012	90	45900	Camp	Residential	Average +10	1	1	1	0	2	01	1,149	684	2023-08-17
395	1	1986	2,761	409008	76	310800	Cape Cod	Residential	Average +20	1.75	3	4	0	8	01	5,826	2,761	2023-08-17
398	1	2014	4,344	786223	96	754800	Cape Cod	Residential	Excellent+10	1.75	4	2	1	8	01	6,219	4,344	2023-08-17
399	1	1994	1,660	284678	90	256200	Modern/Contemp	Residential	Good	2.5	2	2	1	6	01	2,125	1,660	2023-08-17
399	2	2003	573	105415	87	91700	Studio/Garage	Residential	Good	1.75	 	0	1	 	 	1,348	573	2023-08-17
400	1	1768	4,116	484113	70	338900	Family Conver.	Residential	Average	2	7	5	1	12	02	7,854	4,116	2023-08-17
401	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
402	1	1819	5,379	1134337	90	1020900	Antique	Residential	Excellent+10	2.5	4	5	0	14	01	7,588	5,379	2023-08-17
402	2	2010	1,574	324570	93	301900	Apt/Garage	Residential	Excellent	2	1	1	0	3	01	3,376	1,574	2023-08-17
405	1	1980	1,456	189272	72	136300	Raised Ranch	Residential	Average	1	4	1	0	7	01	3,208	1,456	2023-08-17
407	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
408	1	1980	1,905	270461	63	170400	Modern/Contemp	Residential	Average +10	1.75	3	2	0	6	01	4,060	1,905	2023-08-17
415	1	1824	2,196	310184	72	223300	Antique	Residential	Average +10	1.5	3	1	0	8	01	5,613	2,196	2023-08-17
415	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
417	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
418	1	1964	3,692	508460	80	406800	Cape Cod	Residential	Good +10	1.75	4	3	1	9	01	6,304	3,692	2023-08-17
427	1	1988	3,388	464425	68	315800	Colonial	Residential	Average +20	2	4	2	1	9	01	5,229	3,388	2023-08-17
429	1	1984	3,547	671386	76	510300	Modern/Contemp	Residential	Good +10	1.75	4	3	1	11	01	7,607	3,547	2023-08-17
432	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
433	1	1930	650	42889	88	37700	Camp	Residential	Average +10	1	1	1	0	2	01	670	650	2023-08-17
434	1	1960	580	63763	90	57400	Ranch	Residential	Below Average	1	1	1	0	3	01	612	580	2023-08-17
435	1	1960	1,075	114849	90	103400	Cape Cod	Residential	Average	1	2	1	0	6	01	1,556	1,075	2023-08-17
436	1	1992	1,116	57229	80	45800	Mobile Home	Mobile Home	Average +10	1	2	1	1	5	01	1,444	1,116	2023-08-17
437	1	1973	1,599	328112	70	229700	Modern/Contemp	Residential	Average +10	1	3	3	0	9	01	4,398	1,599	2023-08-17
437	2	2014	3,988	464020	96	445500	Modern/Contemp	Residential	Excellent	2	1	1	1	6	01	4,720	3,988	2023-08-17
438	1	1984	3,029	461690	66	304700	Family Conver.	Residential	Average +20	1.75	4	2	1	7	02	6,484	3,029	2023-08-17
439	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
440	1	1800	840	70332	52	36600	Cape Cod	Residential	Minimum	1.5	1	1	0	3	01	1,650	840	2023-08-17
441	1	1986	2,147	331934	85	282100	Cape Cod	Residential	Good	1.75	3	3	0	6	01	4,356	2,147	2023-08-17
441	2	1987	540	97918	75	73400	Apt/Garage	Residential	Average +10	1.75	1	1	0	3	01	1,568	540	2023-08-17
442	1	1950	1,992	222763	85	189300	Conventional	Residential	Average +20	2	2	2	0	5	01	3,350	1,992	2023-08-17
442	2	1999	484	51617	75	38700	Studio/Garage	Residential	Average	2	00	0	0	1	00	1,190	484	2023-08-17
446	1	1780	3,537	489517	72	352500	Antique	Residential	Average +10	2	6	4	0	11	01	6,823	3,537	2023-08-17
446	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
447	1	1963	1,720	288097	65	187300	Ranch	Residential	Average +10	1	3	2	1	6	01	4,376	1,720	2023-08-17
448	1	1957	2,773	392726	90	353500	Modern/Contemp	Residential	Average +20	1.75	4	3	0	9	01	4,635	2,773	2023-08-17
450	1	1798	2,862	508795	75	381600	Antique	Residential	Good +10	1.75	3	2	1	9	01	6,264	2,862	2023-08-17
450	2	1946	640	76400	65	49700	Ranch	Residential	Below Average	1	2	1	0	4	01	896	640	2023-08-17
454	1	1980	3,358	676309	69	466700	Colonial	Residential	Good	2	4	3	0	11	01	8,511	3,358	2023-08-17
454	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
457	1	1820	4,865	843142	85	716700	Antique	Residential	Good +10	2	5	4	0	15	01	9,809	4,865	2023-08-17
458	1	1980	2,010	257553	90	231800	Cape Cod	Residential	Average +20	1.75	3	2	0	8	01	3,606	2,010	2023-08-17
459	1	1800	2,288	349577	80	279700	Antique	Residential	Average +20	1.75	4	3	0	9	01	4,040	2,288	2023-08-17
460	1	1999	3,638	563206	83	467500	Colonial	Residential	Average +20	2	5	3	0	10	01	6,692	3,638	2023-08-17
460	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
461	1	2019	2,985	654280	99	647700	Modern/Contemp	Residential	Good +20	1	3	3	1	7	 	5,802	2,985	2023-08-17
462	1	1811	3,163	526959	75	395200	Colonial	Residential	Good	2.5	4	2	1	9	02	5,388	3,163	2023-08-17
462	2	1800	1,254	156020	75	117000	Cape Cod	Residential	Average	1.5	1	2	1	5	00	2,076	1,254	2023-08-17
462	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
463	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
465	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
469	1	1988	4,241	759166	90	683200	Colonial	Residential	Good	2.5	4	4	1	11	01	7,511	4,241	2023-08-17
472	1	1993	3,744	890899	79	703800	Colonial	Residential	Good +20	2	4	3	1	10	01	9,640	3,744	2023-08-17
473	1	1995	3,480	655505	81	531000	Colonial	Residential	Good +10	2	4	2	1	9	01	6,349	3,480	2023-08-17
474	1	2003	2,836	401303	89	357200	Cape Cod	Residential	Good	1.75	3	2	1	9	 	5,789	2,836	2023-08-17
475	1	1778	3,368	440562	65	286400	Family Conver.	Residential	Average +20	2	5	2	0	11	02	5,948	3,368	2023-08-17
475	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
476	1	1964	2,743	380422	72	273900	Cape Cod	Residential	Average +20	1.75	4	3	1	7	01	5,577	2,743	2023-08-17
476	2	2022	4,331	1134894	70	794400	Colonial	Residential	Good +20	2	5	5	2	 	 	9,140	4,331	2023-08-17
478	1	1785	3,027	312355	72	224900	Family Conver.	Residential	Average	1.5	4	2	1	8	01	5,252	3,027	2023-08-17
478	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
479	1	1825	4,924	785086	90	706600	Cape Cod	Residential	Excellent	1.75	5	3	1	10	01	7,294	4,924	2023-08-17
479	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
480	1	1970	2,945	299564	67	200700	Modern/Contemp	Residential	Average	1.5	4	2	1	8	01	4,558	2,945	2023-08-17
482	1	1984	2,228	358101	80	286500	Cape Cod	Residential	Good	1.5	3	2	1	8	01	5,716	2,228	2023-08-17
483	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
484	1	1920	3,020	464105	85	394500	Cape Cod	Residential	Good +10	1.75	3	2	1	10	01	5,981	3,020	2023-08-17
486	1	1808	3,623	430568	72	310000	Family Conver.	Residential	Average	1.75	4	4	0	14	04	6,604	3,623	2023-08-17
487	1	1840	1,874	283342	58	164300	Antique	Residential	Average +10	1	2	2	0	6	01	4,423	1,874	2023-08-17
488	1	1825	2,349	368703	80	295000	Antique	Residential	Average +20	2	4	2	1	8	01	3,993	2,349	2023-08-17
489	1	1850	2,460	281153	80	224900	Conventional	Residential	Average +20	2	4	3	1	10	01	4,836	2,460	2023-08-17
490	1	1812	2,273	359413	80	287500	Antique	Residential	Average +20	2	3	1	1	7	01	4,745	2,273	2023-08-17
491	1	1806	3,034	441156	70	308800	Antique	Residential	Average +20	2	4	3	1	10	01	5,368	3,034	2023-08-17
491	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
492	1	1986	1,024	149160	72	107400	Ranch	Residential	Average	1	3	1	0	5	01	2,048	1,024	2023-08-17
493	1	1776	3,270	455389	80	364300	Antique	Residential	Average +20	2	5	2	0	10	01	7,356	3,270	2023-08-17
493	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
494	1	2016	4,088	995369	97	965500	Modern/Contemp	Residential	Good +10	2	7	4	3	12	 	9,413	4,088	2023-08-17
495	1	1850	2,548	365510	80	292400	Antique	Residential	Average +20	2	3	3	1	10	01	3,588	2,548	2023-08-17
501	1	1840	924	141170	45	63500	Cape Cod	Residential	Average	1.5	2	1	0	6	01	3,151	924	2023-08-17
505	1	1998	2,788	588256	85	500000	Modern/Contemp	Residential	Good +20	1.75	3	3	0	7	01	5,373	2,788	2023-08-17
505	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
506	1	1995	3,744	702413	79	554900	Modern/Contemp	Residential	Good +10	2	4	4	1	11	01	7,400	3,744	2023-08-17
507	1	1850	2,811	288353	40	115300	Family Conver.	Residential	Average	1.5	6	2	0	12	02	4,921	2,811	2023-08-17
507	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
507	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
507	4	1979	864	45914	67	30800	Mobile Home	Mobile Home	Average +10	1	2	1	0	4	01	864	864	2023-08-17
509	1	1965	2,464	370649	90	333600	Cape Cod	Residential	Good	1.75	4	3	0	9	01	4,938	2,464	2023-08-17
510	1	1988	2,654	480884	75	360700	Cape Cod	Residential	Good +20	1.5	3	2	1	7	01	6,932	2,654	2023-08-17
511	1	1980	1,512	205806	78	160500	Cape Cod	Residential	Average +10	1.75	3	2	0	3	01	3,484	1,512	2023-08-17
