Ass. Year,Improvements,Land,Total,PID,CollectedOn
2021,"$351,200 ","$193,100 ","$544,300 ",187,2023-01-25
2020,"$259,400 ","$131,200 ","$390,600 ",187,2023-01-25
,,,,,
2022,"$613,900 ","$260,000 ","$873,900 ",188,2023-01-25
2021,"$329,500 ","$218,400 ","$547,900 ",188,2023-01-25
2020,"$234,300 ","$161,800 ","$396,100 ",188,2023-01-25
,,,,,
2022,"$8,500 ","$44,800 ","$53,300 ",189,2023-01-25
2021,"$8,500 ","$44,800 ","$53,300 ",189,2023-01-25
2020,"$7,800 ","$35,200 ","$43,000 ",189,2023-01-25
,,,,,
2022,$0 ,"$1,000 ","$1,000 ",190,2023-01-25
2021,$0 ,"$1,000 ","$1,000 ",190,2023-01-25
2020,$0 ,"$1,000 ","$1,000 ",190,2023-01-25
,,,,,
2022,$0 ,"$6,000 ","$6,000 ",191,2023-01-25
2021,$0 ,"$6,000 ","$6,000 ",191,2023-01-25
2020,$0 ,"$6,000 ","$6,000 ",191,2023-01-25
,,,,,
2022,$0 ,"$25,500 ","$25,500 ",192,2023-01-25
2021,$0 ,"$25,500 ","$25,500 ",192,2023-01-25
2020,$0 ,"$25,500 ","$25,500 ",192,2023-01-25
,,,,,
2022,$0 ,$100 ,$100 ,194,2023-01-25
2021,$0 ,$100 ,$100 ,194,2023-01-25
2020,$0 ,$100 ,$100 ,194,2023-01-25
,,,,,
2022,"$343,500 ","$176,200 ","$519,700 ",195,2023-01-25
2021,"$343,500 ","$176,200 ","$519,700 ",195,2023-01-25
2020,"$328,100 ","$138,000 ","$466,100 ",195,2023-01-25
,,,,,
2022,$0 ,"$2,500 ","$2,500 ",197,2023-01-25
2021,$0 ,"$2,500 ","$2,500 ",197,2023-01-25
2020,$0 ,"$2,500 ","$2,500 ",197,2023-01-25
,,,,,
2022,"$322,700 ","$134,800 ","$457,500 ",201,2023-01-25
2021,"$322,700 ","$134,800 ","$457,500 ",201,2023-01-25
2020,"$350,000 ","$101,500 ","$451,500 ",201,2023-01-25
,,,,,
2022,"$418,600 ","$293,300 ","$711,900 ",202,2023-01-25
2021,"$392,300 ","$293,300 ","$685,600 ",202,2023-01-25
2020,"$377,800 ","$227,900 ","$605,700 ",202,2023-01-25
,,,,,
2022,"$232,400 ","$125,100 ","$357,500 ",203,2023-01-25
2021,"$232,400 ","$125,100 ","$357,500 ",203,2023-01-25
2020,"$195,200 ","$93,600 ","$288,800 ",203,2023-01-25
,,,,,
2022,"$396,000 ","$324,800 ","$720,800 ",204,2023-01-25
2021,"$396,000 ","$324,800 ","$720,800 ",204,2023-01-25
2020,"$256,600 ","$173,200 ","$429,800 ",204,2023-01-25
,,,,,
2022,"$606,800 ","$135,800 ","$742,600 ",206,2023-01-25
2021,"$606,800 ","$135,800 ","$742,600 ",206,2023-01-25
2020,"$566,800 ","$103,200 ","$670,000 ",206,2023-01-25
,,,,,
2022,"$1,700 ","$52,700 ","$54,400 ",207,2023-01-25
2021,"$1,700 ","$52,700 ","$54,400 ",207,2023-01-25
2020,"$1,500 ","$52,700 ","$54,200 ",207,2023-01-25
,,,,,
2022,"$180,600 ","$142,400 ","$323,000 ",208,2023-01-25
2021,"$180,600 ","$142,400 ","$323,000 ",208,2023-01-25
2020,"$172,800 ","$98,300 ","$271,100 ",208,2023-01-25
,,,,,
2022,"$124,500 ","$143,300 ","$267,800 ",209,2023-01-25
2021,"$119,000 ","$143,300 ","$262,300 ",209,2023-01-25
2020,"$102,800 ","$99,100 ","$201,900 ",209,2023-01-25
,,,,,
2022,"$193,800 ","$143,300 ","$337,100 ",210,2023-01-25
2021,"$193,800 ","$143,300 ","$337,100 ",210,2023-01-25
2020,"$186,600 ","$99,100 ","$285,700 ",210,2023-01-25
,,,,,
2022,$0 ,"$2,600 ","$2,600 ",217,2023-01-25
2021,$0 ,"$2,600 ","$2,600 ",217,2023-01-25
2020,$0 ,"$2,600 ","$2,600 ",217,2023-01-25
,,,,,
2022,"$176,100 ","$164,500 ","$340,600 ",219,2023-01-25
2021,"$176,100 ","$164,500 ","$340,600 ",219,2023-01-25
2020,"$189,400 ","$99,100 ","$288,500 ",219,2023-01-25
,,,,,
2022,"$180,400 ","$108,100 ","$288,500 ",220,2023-01-25
2021,"$180,400 ","$108,100 ","$288,500 ",220,2023-01-25
2020,"$140,700 ","$82,700 ","$223,400 ",220,2023-01-25
,,,,,
2022,"$221,900 ","$95,600 ","$317,500 ",221,2023-01-25
2021,"$221,900 ","$95,600 ","$317,500 ",221,2023-01-25
2020,"$173,600 ","$73,500 ","$247,100 ",221,2023-01-25
,,,,,
2022,"$269,100 ","$168,700 ","$437,800 ",222,2023-01-25
2021,"$269,100 ","$168,700 ","$437,800 ",222,2023-01-25
2020,"$232,300 ","$126,700 ","$359,000 ",222,2023-01-25
,,,,,
2022,"$334,100 ","$125,900 ","$460,000 ",223,2023-01-25
2021,"$322,900 ","$125,900 ","$448,800 ",223,2023-01-25
2020,"$288,000 ","$113,500 ","$401,500 ",223,2023-01-25
,,,,,
2022,"$234,300 ","$215,300 ","$449,600 ",224,2023-01-25
2021,"$234,300 ","$215,300 ","$449,600 ",224,2023-01-25
2020,"$222,000 ","$167,900 ","$389,900 ",224,2023-01-25
,,,,,
2022,"$86,100 ","$176,600 ","$262,700 ",225,2023-01-25
2021,"$86,100 ","$176,600 ","$262,700 ",225,2023-01-25
2020,"$73,100 ","$113,900 ","$187,000 ",225,2023-01-25
,,,,,
2022,"$312,700 ","$179,600 ","$492,300 ",229,2023-01-25
2021,"$312,700 ","$179,600 ","$492,300 ",229,2023-01-25
2020,"$290,000 ","$105,400 ","$395,400 ",229,2023-01-25
,,,,,
2022,$0 ,"$2,800 ","$2,800 ",230,2023-01-25
2021,$0 ,"$2,800 ","$2,800 ",230,2023-01-25
2020,$0 ,"$2,800 ","$2,800 ",230,2023-01-25
,,,,,
2022,"$82,800 ","$91,300 ","$174,100 ",231,2023-01-25
2021,"$82,800 ","$91,300 ","$174,100 ",231,2023-01-25
2020,"$57,100 ","$69,500 ","$126,600 ",231,2023-01-25
,,,,,
2022,"$72,200 ","$57,800 ","$130,000 ",232,2023-01-25
2021,"$72,200 ","$57,800 ","$130,000 ",232,2023-01-25
2020,"$54,200 ","$52,500 ","$106,700 ",232,2023-01-25
,,,,,
2022,"$81,500 ","$65,100 ","$146,600 ",233,2023-01-25
2021,"$81,500 ","$65,100 ","$146,600 ",233,2023-01-25
2020,"$59,900 ","$59,000 ","$118,900 ",233,2023-01-25
,,,,,
2022,"$228,500 ","$134,400 ","$362,900 ",234,2023-01-25
2021,"$228,500 ","$134,400 ","$362,900 ",234,2023-01-25
2020,"$234,500 ","$78,100 ","$312,600 ",234,2023-01-25
,,,,,
2022,"$455,900 ","$169,300 ","$625,200 ",235,2023-01-25
2021,"$455,900 ","$169,300 ","$625,200 ",235,2023-01-25
2020,"$403,100 ","$107,900 ","$511,000 ",235,2023-01-25
,,,,,
2022,"$184,400 ","$119,700 ","$304,100 ",236,2023-01-25
2021,"$184,400 ","$119,700 ","$304,100 ",236,2023-01-25
2020,"$152,400 ","$67,800 ","$220,200 ",236,2023-01-25
,,,,,
2022,"$45,100 ","$88,200 ","$133,300 ",237,2023-01-25
2021,"$45,100 ","$88,200 ","$133,300 ",237,2023-01-25
2020,"$39,500 ","$53,000 ","$92,500 ",237,2023-01-25
,,,,,
2022,"$149,100 ","$133,300 ","$282,400 ",238,2023-01-25
2021,"$149,100 ","$133,300 ","$282,400 ",238,2023-01-25
2020,"$108,100 ","$93,500 ","$201,600 ",238,2023-01-25
,,,,,
2022,"$143,900 ","$163,300 ","$307,200 ",241,2023-01-25
2021,"$143,900 ","$163,300 ","$307,200 ",241,2023-01-25
2020,"$120,900 ","$116,900 ","$237,800 ",241,2023-01-25
,,,,,
2022,$0 ,$900 ,$900 ,243,2023-01-25
2021,$0 ,$900 ,$900 ,243,2023-01-25
2020,$0 ,$900 ,$900 ,243,2023-01-25
,,,,,
2022,$0 ,$800 ,$800 ,244,2023-01-25
2021,$0 ,$800 ,$800 ,244,2023-01-25
2020,$0 ,$700 ,$700 ,244,2023-01-25
,,,,,
2022,"$193,200 ","$115,700 ","$308,900 ",245,2023-01-25
2021,"$193,200 ","$115,700 ","$308,900 ",245,2023-01-25
2020,"$98,100 ","$86,300 ","$184,400 ",245,2023-01-25
,,,,,
2022,$0 ,"$6,200 ","$6,200 ",246,2023-01-25
2021,$0 ,"$6,200 ","$6,200 ",246,2023-01-25
2020,$0 ,"$6,200 ","$6,200 ",246,2023-01-25
,,,,,
2022,"$13,400 ","$149,200 ","$162,600 ",247,2023-01-25
2021,"$13,400 ","$149,200 ","$162,600 ",247,2023-01-25
2020,"$10,400 ","$92,900 ","$103,300 ",247,2023-01-25
,,,,,
2022,"$126,300 ","$137,700 ","$264,000 ",248,2023-01-25
2021,"$126,300 ","$137,700 ","$264,000 ",248,2023-01-25
2020,"$144,000 ","$105,500 ","$249,500 ",248,2023-01-25
,,,,,
2022,"$155,900 ","$144,300 ","$300,200 ",249,2023-01-25
2021,"$155,900 ","$144,300 ","$300,200 ",249,2023-01-25
2020,"$167,400 ","$122,000 ","$289,400 ",249,2023-01-25
,,,,,
2022,$0 ,"$2,700 ","$2,700 ",250,2023-01-25
2021,$0 ,"$2,700 ","$2,700 ",250,2023-01-25
2020,$0 ,"$2,700 ","$2,700 ",250,2023-01-25
,,,,,
2022,"$367,000 ","$232,200 ","$599,200 ",251,2023-01-25
2021,"$367,000 ","$232,200 ","$599,200 ",251,2023-01-25
2020,"$163,700 ","$182,600 ","$346,300 ",251,2023-01-25
,,,,,
2022,"$176,700 ","$144,300 ","$321,000 ",252,2023-01-25
2021,"$176,700 ","$144,300 ","$321,000 ",252,2023-01-25
2020,"$155,600 ","$94,600 ","$250,200 ",252,2023-01-25
,,,,,
2022,"$212,100 ","$150,400 ","$362,500 ",253,2023-01-25
2021,"$212,100 ","$150,400 ","$362,500 ",253,2023-01-25
2020,"$187,200 ","$116,400 ","$303,600 ",253,2023-01-25
,,,,,
2022,"$356,800 ","$150,800 ","$507,600 ",254,2023-01-25
2021,"$356,800 ","$150,800 ","$507,600 ",254,2023-01-25
2020,"$243,100 ","$117,600 ","$360,700 ",254,2023-01-25
,,,,,
2022,"$471,100 ","$129,400 ","$600,500 ",255,2023-01-25
2021,"$435,400 ","$129,400 ","$564,800 ",255,2023-01-25
2020,"$188,200 ","$99,500 ","$287,700 ",255,2023-01-25
,,,,,
2022,"$1,367,900 ","$364,300 ","$1,732,200 ",256,2023-01-25
2021,"$1,367,900 ","$364,300 ","$1,732,200 ",256,2023-01-25
2020,"$1,251,500 ","$237,700 ","$1,489,200 ",256,2023-01-25
,,,,,
2022,"$56,900 ","$130,700 ","$187,600 ",257,2023-01-25
2021,"$56,900 ","$130,700 ","$187,600 ",257,2023-01-25
2020,"$67,900 ","$100,700 ","$168,600 ",257,2023-01-25
,,,,,
2022,"$378,800 ",$0 ,"$378,800 ",258,2023-01-25
2021,"$378,800 ",$0 ,"$378,800 ",258,2023-01-25
2020,"$347,600 ",$0 ,"$347,600 ",258,2023-01-25
,,,,,
2022,"$2,454,700 ","$592,700 ","$3,047,400 ",259,2023-01-25
2021,"$2,454,700 ","$592,700 ","$3,047,400 ",259,2023-01-25
2020,"$2,190,400 ","$492,700 ","$2,683,100 ",259,2023-01-25
,,,,,
2022,"$82,600 ","$164,500 ","$247,100 ",260,2023-01-25
2021,"$82,600 ","$164,500 ","$247,100 ",260,2023-01-25
2020,"$61,100 ","$157,300 ","$218,400 ",260,2023-01-25
,,,,,
2022,"$66,900 ","$122,600 ","$189,500 ",267,2023-01-25
2021,"$66,900 ","$122,600 ","$189,500 ",267,2023-01-25
2020,"$36,300 ","$96,600 ","$132,900 ",267,2023-01-25
,,,,,
2022,"$54,400 ","$117,800 ","$172,200 ",270,2023-01-25
2021,"$54,400 ","$117,800 ","$172,200 ",270,2023-01-25
2020,"$33,700 ","$92,300 ","$126,000 ",270,2023-01-25
,,,,,
2022,"$293,800 ","$127,600 ","$421,400 ",271,2023-01-25
2021,"$293,800 ","$127,600 ","$421,400 ",271,2023-01-25
2020,"$313,300 ","$78,200 ","$391,500 ",271,2023-01-25
,,,,,
2022,$0 ,"$11,300 ","$11,300 ",272,2023-01-25
2021,$0 ,"$11,300 ","$11,300 ",272,2023-01-25
2020,$0 ,"$9,000 ","$9,000 ",272,2023-01-25
,,,,,
2022,"$32,800 ","$100,700 ","$133,500 ",273,2023-01-25
2021,"$32,800 ","$100,700 ","$133,500 ",273,2023-01-25
2020,"$25,700 ","$69,300 ","$95,000 ",273,2023-01-25
,,,,,
2022,"$230,700 ","$139,000 ","$369,700 ",274,2023-01-25
2021,"$230,700 ","$139,000 ","$369,700 ",274,2023-01-25
2020,"$197,900 ","$101,700 ","$299,600 ",274,2023-01-25
,,,,,
2022,"$15,500 ","$109,800 ","$125,300 ",275,2023-01-25
2021,"$30,200 ","$109,800 ","$140,000 ",275,2023-01-25
2020,"$14,200 ","$84,200 ","$98,400 ",275,2023-01-25
,,,,,
2022,"$133,100 ","$173,400 ","$306,500 ",276,2023-01-25
2021,"$133,100 ","$173,400 ","$306,500 ",276,2023-01-25
2020,"$122,700 ","$167,400 ","$290,100 ",276,2023-01-25
,,,,,
2022,$0 ,"$1,500 ","$1,500 ",277,2023-01-25
2021,$0 ,"$1,500 ","$1,500 ",277,2023-01-25
2020,$0 ,"$1,500 ","$1,500 ",277,2023-01-25
,,,,,
2022,"$147,100 ","$180,500 ","$327,600 ",278,2023-01-25
2021,"$159,300 ","$191,000 ","$350,300 ",278,2023-01-25
2020,"$72,200 ","$168,600 ","$240,800 ",278,2023-01-25
,,,,,
2022,"$161,300 ","$176,800 ","$338,100 ",279,2023-01-25
2021,"$161,300 ","$176,800 ","$338,100 ",279,2023-01-25
2020,"$123,600 ","$148,700 ","$272,300 ",279,2023-01-25
,,,,,
2022,$0 ,"$8,400 ","$8,400 ",280,2023-01-25
2021,$0 ,"$8,400 ","$8,400 ",280,2023-01-25
2020,$0 ,"$8,400 ","$8,400 ",280,2023-01-25
,,,,,
2022,"$25,500 ","$171,600 ","$197,100 ",283,2023-01-25
2021,"$25,500 ","$171,600 ","$197,100 ",283,2023-01-25
2020,"$32,600 ","$130,600 ","$163,200 ",283,2023-01-25
,,,,,
2022,"$566,500 ","$297,100 ","$863,600 ",287,2023-01-25
2021,"$566,500 ","$297,100 ","$863,600 ",287,2023-01-25
2020,"$518,800 ","$278,200 ","$797,000 ",287,2023-01-25
,,,,,
2022,"$245,600 ","$328,100 ","$573,700 ",288,2023-01-25
2021,"$245,600 ","$328,100 ","$573,700 ",288,2023-01-25
2020,"$204,100 ","$307,200 ","$511,300 ",288,2023-01-25
,,,,,
2022,"$618,200 ","$290,500 ","$908,700 ",290,2023-01-25
2021,"$618,200 ","$290,500 ","$908,700 ",290,2023-01-25
2020,"$269,000 ","$281,000 ","$550,000 ",290,2023-01-25
,,,,,
2022,$0 ,"$6,400 ","$6,400 ",291,2023-01-25
2021,$0 ,"$6,400 ","$6,400 ",291,2023-01-25
2020,$0 ,"$6,400 ","$6,400 ",291,2023-01-25
,,,,,
2022,"$376,500 ","$174,000 ","$550,500 ",292,2023-01-25
2021,"$376,400 ","$174,100 ","$550,500 ",292,2023-01-25
2020,"$317,300 ","$137,000 ","$454,300 ",292,2023-01-25
,,,,,
2022,"$411,100 ","$180,800 ","$591,900 ",294,2023-01-25
2021,"$411,100 ","$180,800 ","$591,900 ",294,2023-01-25
2020,"$378,500 ","$138,900 ","$517,400 ",294,2023-01-25
,,,,,
2022,"$132,400 ","$104,100 ","$236,500 ",295,2023-01-25
2021,"$132,400 ","$104,100 ","$236,500 ",295,2023-01-25
2020,"$130,300 ","$90,500 ","$220,800 ",295,2023-01-25
,,,,,
2022,"$131,100 ",$0 ,"$131,100 ",296,2023-01-25
2021,"$131,100 ",$0 ,"$131,100 ",296,2023-01-25
2020,"$127,600 ",$0 ,"$127,600 ",296,2023-01-25
,,,,,
2022,"$40,800 ","$88,400 ","$129,200 ",297,2023-01-25
2021,"$40,800 ","$88,400 ","$129,200 ",297,2023-01-25
2020,"$31,400 ","$70,400 ","$101,800 ",297,2023-01-25
,,,,,
2022,"$168,100 ","$118,200 ","$286,300 ",298,2023-01-25
2021,"$168,100 ","$118,200 ","$286,300 ",298,2023-01-25
2020,"$130,400 ","$95,400 ","$225,800 ",298,2023-01-25
,,,,,
2022,"$108,200 ","$133,400 ","$241,600 ",299,2023-01-25
2021,"$108,200 ","$133,400 ","$241,600 ",299,2023-01-25
2020,"$100,300 ","$95,400 ","$195,700 ",299,2023-01-25
,,,,,
2022,"$116,500 ","$93,400 ","$209,900 ",300,2023-01-25
2021,"$116,500 ","$93,400 ","$209,900 ",300,2023-01-25
2020,"$105,200 ","$84,900 ","$190,100 ",300,2023-01-25
,,,,,
2022,"$197,200 ","$148,800 ","$346,000 ",301,2023-01-25
2021,"$197,200 ","$148,800 ","$346,000 ",301,2023-01-25
2020,"$150,800 ","$112,000 ","$262,800 ",301,2023-01-25
,,,,,
2022,"$392,100 ","$179,200 ","$571,300 ",303,2023-01-25
2021,"$392,100 ","$179,200 ","$571,300 ",303,2023-01-25
2020,"$310,800 ","$142,900 ","$453,700 ",303,2023-01-25
,,,,,
2022,"$252,100 ","$220,000 ","$472,100 ",306,2023-01-25
2021,"$254,500 ","$220,000 ","$474,500 ",306,2023-01-25
2020,"$173,800 ","$201,400 ","$375,200 ",306,2023-01-25
,,,,,
2022,"$498,100 ","$260,400 ","$758,500 ",307,2023-01-25
2021,"$498,100 ","$260,400 ","$758,500 ",307,2023-01-25
2020,"$498,800 ","$229,400 ","$728,200 ",307,2023-01-25
,,,,,
2022,"$280,100 ","$196,600 ","$476,700 ",308,2023-01-25
2021,"$280,100 ","$196,600 ","$476,700 ",308,2023-01-25
2020,"$274,500 ","$150,300 ","$424,800 ",308,2023-01-25
,,,,,
2022,"$283,000 ","$306,800 ","$589,800 ",309,2023-01-25
2021,"$283,000 ","$306,800 ","$589,800 ",309,2023-01-25
2020,"$264,700 ","$232,900 ","$497,600 ",309,2023-01-25
,,,,,
2022,"$511,300 ","$183,400 ","$694,700 ",310,2023-01-25
2021,"$511,300 ","$183,400 ","$694,700 ",310,2023-01-25
2020,"$475,100 ","$178,800 ","$653,900 ",310,2023-01-25
,,,,,
2022,$0 ,"$15,600 ","$15,600 ",311,2023-01-25
2021,$0 ,"$15,600 ","$15,600 ",311,2023-01-25
2020,$0 ,"$15,600 ","$15,600 ",311,2023-01-25
,,,,,
2022,"$675,600 ","$430,100 ","$1,105,700 ",313,2023-01-25
2021,"$675,600 ","$430,100 ","$1,105,700 ",313,2023-01-25
2020,"$606,600 ","$485,300 ","$1,091,900 ",313,2023-01-25
,,,,,
2022,"$484,200 ","$174,900 ","$659,100 ",315,2023-01-25
2021,"$484,200 ","$174,900 ","$659,100 ",315,2023-01-25
2020,"$437,000 ","$136,800 ","$573,800 ",315,2023-01-25
,,,,,
2022,"$229,500 ","$180,700 ","$410,200 ",316,2023-01-25
2021,"$229,500 ","$180,700 ","$410,200 ",316,2023-01-25
2020,"$228,100 ","$143,200 ","$371,300 ",316,2023-01-25
,,,,,
2022,"$361,800 ","$152,900 ","$514,700 ",317,2023-01-25
2021,"$361,800 ","$152,900 ","$514,700 ",317,2023-01-25
2020,"$361,600 ","$127,700 ","$489,300 ",317,2023-01-25
,,,,,
2022,"$381,800 ","$222,900 ","$604,700 ",319,2023-01-25
2021,"$381,800 ","$222,900 ","$604,700 ",319,2023-01-25
2020,"$351,600 ","$172,500 ","$524,100 ",319,2023-01-25
,,,,,
2022,$0 ,"$9,700 ","$9,700 ",320,2023-01-25
2021,$0 ,"$9,700 ","$9,700 ",320,2023-01-25
2020,$0 ,"$9,700 ","$9,700 ",320,2023-01-25
,,,,,
2022,"$74,900 ","$140,500 ","$215,400 ",321,2023-01-25
2021,"$74,900 ","$140,500 ","$215,400 ",321,2023-01-25
2020,"$67,200 ","$99,000 ","$166,200 ",321,2023-01-25
,,,,,
2022,$0 ,"$151,200 ","$151,200 ",322,2023-01-25
2021,$0 ,"$151,200 ","$151,200 ",322,2023-01-25
2020,$0 ,"$115,400 ","$115,400 ",322,2023-01-25
,,,,,
2022,"$150,100 ","$143,800 ","$293,900 ",323,2023-01-25
2021,"$149,300 ","$143,800 ","$293,100 ",323,2023-01-25
2020,"$119,400 ","$110,400 ","$229,800 ",323,2023-01-25
,,,,,
2022,"$319,900 ","$137,800 ","$457,700 ",324,2023-01-25
2021,"$319,900 ","$137,800 ","$457,700 ",324,2023-01-25
2020,"$303,200 ","$99,600 ","$402,800 ",324,2023-01-25
,,,,,
2022,"$750,700 ","$251,100 ","$1,001,800 ",325,2023-01-25
2021,"$750,700 ","$251,100 ","$1,001,800 ",325,2023-01-25
2020,"$713,100 ","$197,900 ","$911,000 ",325,2023-01-25
,,,,,
2022,"$327,800 ","$180,100 ","$507,900 ",326,2023-01-25
2021,"$327,800 ","$180,100 ","$507,900 ",326,2023-01-25
2020,"$338,700 ","$138,200 ","$476,900 ",326,2023-01-25
,,,,,
2022,"$252,500 ","$153,200 ","$405,700 ",327,2023-01-25
2021,"$244,400 ","$153,200 ","$397,600 ",327,2023-01-25
2020,"$166,900 ","$103,600 ","$270,500 ",327,2023-01-25
,,,,,
2022,"$178,800 ","$161,000 ","$339,800 ",328,2023-01-25
2021,"$178,800 ","$161,000 ","$339,800 ",328,2023-01-25
2020,"$201,300 ","$124,200 ","$325,500 ",328,2023-01-25
,,,,,
2022,"$110,800 ","$93,200 ","$204,000 ",329,2023-01-25
2021,"$130,800 ","$93,200 ","$224,000 ",329,2023-01-25
2020,"$105,000 ","$83,900 ","$188,900 ",329,2023-01-25
,,,,,
2022,"$216,200 ","$134,000 ","$350,200 ",330,2023-01-25
2021,"$228,000 ","$134,000 ","$362,000 ",330,2023-01-25
2020,"$176,300 ","$100,700 ","$277,000 ",330,2023-01-25
,,,,,
2022,"$62,500 ","$131,800 ","$194,300 ",331,2023-01-25
2021,"$62,500 ","$131,800 ","$194,300 ",331,2023-01-25
2020,"$75,800 ","$95,300 ","$171,100 ",331,2023-01-25
,,,,,
2022,$0 ,"$15,700 ","$15,700 ",333,2023-01-25
2021,$0 ,"$15,700 ","$15,700 ",333,2023-01-25
2020,$0 ,"$12,100 ","$12,100 ",333,2023-01-25
,,,,,
2022,"$459,600 ","$175,600 ","$635,200 ",334,2023-01-25
2021,"$459,600 ","$175,600 ","$635,200 ",334,2023-01-25
2020,"$375,400 ","$154,800 ","$530,200 ",334,2023-01-25
,,,,,
2022,"$103,500 ","$157,100 ","$260,600 ",335,2023-01-25
2021,"$103,500 ","$157,100 ","$260,600 ",335,2023-01-25
2020,"$121,500 ","$119,100 ","$240,600 ",335,2023-01-25
,,,,,
2022,"$210,700 ","$158,300 ","$369,000 ",336,2023-01-25
2021,"$210,700 ","$158,300 ","$369,000 ",336,2023-01-25
2020,"$205,600 ","$120,200 ","$325,800 ",336,2023-01-25
,,,,,
2022,"$630,400 ","$197,400 ","$827,800 ",337,2023-01-25
2021,"$630,400 ","$197,400 ","$827,800 ",337,2023-01-25
2020,"$656,400 ","$120,600 ","$777,000 ",337,2023-01-25
,,,,,
2022,"$153,000 ","$140,300 ","$293,300 ",339,2023-01-25
2021,"$153,000 ","$140,300 ","$293,300 ",339,2023-01-25
2020,"$170,300 ","$89,400 ","$259,700 ",339,2023-01-25
,,,,,
2022,"$382,600 ","$176,700 ","$559,300 ",340,2023-01-25
2021,"$389,200 ","$199,000 ","$588,200 ",340,2023-01-25
2020,"$350,400 ","$132,800 ","$483,200 ",340,2023-01-25
,,,,,
2022,"$191,600 ","$123,800 ","$315,400 ",341,2023-01-25
2021,"$191,600 ","$123,800 ","$315,400 ",341,2023-01-25
2020,"$149,100 ","$80,700 ","$229,800 ",341,2023-01-25
,,,,,
2022,"$238,400 ","$197,200 ","$435,600 ",343,2023-01-25
2021,"$238,400 ","$197,200 ","$435,600 ",343,2023-01-25
2020,"$220,700 ","$159,000 ","$379,700 ",343,2023-01-25
,,,,,
2022,"$265,500 ","$109,500 ","$375,000 ",344,2023-01-25
2021,"$265,500 ","$109,500 ","$375,000 ",344,2023-01-25
2020,"$178,700 ","$100,400 ","$279,100 ",344,2023-01-25
,,,,,
2022,"$288,300 ","$153,300 ","$441,600 ",345,2023-01-25
2021,"$288,300 ","$153,300 ","$441,600 ",345,2023-01-25
2020,"$248,600 ","$119,100 ","$367,700 ",345,2023-01-25
,,,,,
2022,"$256,900 ","$159,200 ","$416,100 ",346,2023-01-25
2021,"$256,900 ","$159,200 ","$416,100 ",346,2023-01-25
2020,"$195,900 ","$119,000 ","$314,900 ",346,2023-01-25
,,,,,
2022,"$8,800 ","$18,600 ","$27,400 ",347,2023-01-25
2021,"$8,800 ","$18,600 ","$27,400 ",347,2023-01-25
2020,"$8,200 ","$16,000 ","$24,200 ",347,2023-01-25
,,,,,
2022,"$287,400 ","$149,400 ","$436,800 ",348,2023-01-25
2021,"$287,400 ","$149,400 ","$436,800 ",348,2023-01-25
2020,"$301,800 ","$115,500 ","$417,300 ",348,2023-01-25
,,,,,
2022,$0 ,"$102,600 ","$102,600 ",349,2023-01-25
2021,$0 ,"$102,600 ","$102,600 ",349,2023-01-25
2020,$0 ,"$93,300 ","$93,300 ",349,2023-01-25
,,,,,
2022,$0 ,"$52,200 ","$52,200 ",350,2023-01-25
2021,$0 ,"$52,200 ","$52,200 ",350,2023-01-25
2020,$0 ,"$45,700 ","$45,700 ",350,2023-01-25
,,,,,
2022,"$284,700 ","$148,900 ","$433,600 ",351,2023-01-25
2021,"$284,700 ","$148,900 ","$433,600 ",351,2023-01-25
2020,"$276,100 ","$115,000 ","$391,100 ",351,2023-01-25
,,,,,
2022,$0 ,"$330,300 ","$330,300 ",355,2023-01-25
2021,$0 ,"$330,300 ","$330,300 ",355,2023-01-25
2020,$0 ,"$279,100 ","$279,100 ",355,2023-01-25
,,,,,
2022,$0 ,"$159,000 ","$159,000 ",357,2023-01-25
2021,$0 ,"$159,000 ","$159,000 ",357,2023-01-25
2020,$0 ,"$124,500 ","$124,500 ",357,2023-01-25
,,,,,
2022,$0 ,"$9,300 ","$9,300 ",358,2023-01-25
2021,$0 ,"$9,300 ","$9,300 ",358,2023-01-25
2020,$0 ,"$8,400 ","$8,400 ",358,2023-01-25
,,,,,
2022,"$92,400 ","$135,100 ","$227,500 ",359,2023-01-25
2021,"$92,400 ","$135,100 ","$227,500 ",359,2023-01-25
2020,"$71,900 ","$97,200 ","$169,100 ",359,2023-01-25
,,,,,
2022,"$128,100 ","$101,800 ","$229,900 ",360,2023-01-25
2021,"$128,100 ","$101,800 ","$229,900 ",360,2023-01-25
2020,"$93,600 ","$84,300 ","$177,900 ",360,2023-01-25
,,,,,
2022,"$344,600 ","$156,600 ","$501,200 ",361,2023-01-25
2021,"$344,600 ","$156,600 ","$501,200 ",361,2023-01-25
2020,"$315,000 ","$120,400 ","$435,400 ",361,2023-01-25
,,,,,
2022,"$392,400 ","$128,100 ","$520,500 ",363,2023-01-25
2021,"$391,000 ","$128,100 ","$519,100 ",363,2023-01-25
2020,"$314,800 ","$108,300 ","$423,100 ",363,2023-01-25
,,,,,
2022,"$114,400 ","$98,300 ","$212,700 ",364,2023-01-25
2021,"$114,400 ","$98,300 ","$212,700 ",364,2023-01-25
2020,"$83,300 ","$72,900 ","$156,200 ",364,2023-01-25
,,,,,
2022,"$544,900 ","$257,400 ","$802,300 ",365,2023-01-25
2021,"$544,900 ","$257,400 ","$802,300 ",365,2023-01-25
2020,"$538,500 ","$204,500 ","$743,000 ",365,2023-01-25
,,,,,
