EF_PID,EF_Map,EF_Lot,EF_Unt,EF_NoParcel,EF_LotSize,EF_MapAcres,EF_Exemp,EF_MuniEasement,EF_ConsEasement,EF_PartofMap,EF_PartofLot,EF_PartofUnit,EF_Street_Address,EF_Frontage,EF_FrontSuffix,EF_Notes,EF_CollectedOn
344,402,49,,,93,,,,,,,,16 SHOESTRAP RD,1110,S,,6/2/24
345,402,50,,,3.78,,,,,,,,2 SHOESTRAP RD,186.17,,,6/2/24
346,402,51,,,0.87,,E,,,,,,155 DARTMOUTH COLLEGE HY,256.58,,,6/2/24
347,402,52,,,31,,,,,,,,163 DARTMOUTH COLLEGE HY,1610,S,,6/2/24
348,402,53,,,3.18,,,,,,,,173 DARTMOUTH COLLEGE HY,300,,,6/2/24
349,402,54,,,37.3,,,,,,,,183 DARTMOUTH COLLEGE HY,0,,ROW from 402/57,6/2/24
350,402,55,,,15.8,,,,,,,,199 DARTMOUTH COLLEGE HY,633.23,,,6/2/24
351,402,56,,,3.1,,,,,,,,211 DARTMOUTH COLLEGE HY,400,S,,6/2/24
355,402,57,,,122.4,,,,,,,,215 DARTMOUTH COLLEGE HY,179.3,,,6/2/24
,402,58,,NoParcel,,,,,,,,,,,,,6/2/24
357,402,59,,,3.3,,,,,,,,223 DARTMOUTH COLLEGE HY,549.6,,,6/2/24
358,402,60,,,0.38,,,,,,,,229 DARTMOUTH COLLEGE HY,65,,,6/2/24
359,402,61,,,1.1,,,,,,,,233 DARTMOUTH COLLEGE HY,270,,,6/2/24
360,402,62,,,0.62,,,,,,,,241 DARTMOUTH COLLEGE HY,335,,,6/2/24
361,402,63,,,40,,,,,,,,259 DARTMOUTH COLLEGE HY,1420,S,,6/2/24
,402,64,,,,,,,,402,1,1000,,530,S,,6/2/24
363,402,65,,,0.66,,,,,,,,5 SLOAN LN,205,S,,6/2/24
364,402,66,,,0.33,,,,,,,,7 SLOAN LN,75,,,6/2/24
365,402,67,,,48.48,,,ME,,,,,19 SLOAN LN,125,,Approx frontage,6/2/24
,402,68,,NoParcel,,,,,,,,,,,,,6/2/24
,402,69,,NoParcel,,,,,,,,,,,,,6/2/24
368,402,70,,,0.51,,,,,,,,8 SLOAN LN,175,,,6/2/24
369,402,71,,,45.73,,,ME,CE,,,,264 RIVER RD,741.9,,Partial easement?,6/2/24
370,402,72,,,58,,,,,,,,240 RIVER RD,829.4,,,6/2/24
371,402,73,,,2.18,,,,,,,,234 RIVER RD,225,,,6/2/24
372,402,74,1000,,9.8,,,,,,,,228 RIVER RD,525,,,6/2/24
101462,402,74,2000,,6.6,,,,,,,,230 RIVER RD,0,,ROW from 402/72,6/2/24
103036,402,75,,,47.8,,,,,,,,216 RIVER RD,490.4,,Shown as NoParcel????,6/2/24
,402,76,,NoParcel,,,,,,,,,,,,,6/2/24
375,402,77,,,7.06,,,,,,,,202 RIVER RD,694.4,,,6/2/24
376,402,78,,,50.5,,,,,,,,192 RIVER RD,1299,,,6/2/24
377,402,79,,,115,,,,,,,,64 SHOESTRAP RD,1808.4,,,6/2/24
378,402,80,,,0.63,,,,,,,,136 RIVER RD,269.83,,,6/2/24
379,402,81,,,1,,,,,,,,130 RIVER RD,400,,,6/2/24
380,402,82,,,2.1,,,,,,,,3 MAPLE LN,347,,,6/2/24
381,402,83,,,0.53,,,,,,,,2 MAPLE LN,372,,,6/2/24
382,402,84,,,0.94,,,,,,,,116 RIVER RD,198,,,6/2/24
102770,402,85,,,38.81,,,,CE,,,,100 RIVER RD,1236.97,,Partial easement?,6/2/24
384,402,86,,,18,,,,,,,,91 RIVER RD,560,,,6/2/24
385,402,87,,,1.55,,,,,,,,101 RIVER RD,260,,,6/2/24
102759,402,88,,,2.1,,,,CE,,,,105 RIVER RD,250,S,,6/2/24
387,402,89,,,1,,E,,CE,,,,111 RIVER RD (HEWES BROOK PRE,350,,Town,6/2/24
388,402,90,,,3.5,,,,,,,,117 RIVER RD,295,,,6/2/24
389,402,91,,,0.34,,,,,,,,123 RIVER RD,264.5,,,6/2/24
390,402,92,,,8.6,,,,,,,,129 RIVER RD,259.75,,,6/2/24
391,402,93,,,1.3,,,,,,,,131 RIVER RD,100,,,6/2/24
392,402,94,,,2.3,,,,,,,,133+137 RIVER RD,286.6,,,6/2/24
,402,95,,NoParcel,,,,,,,,,,,,,6/2/24
394,402,96,,,1.8,,,,,,,,139 RIVER RD,200,,,6/2/24
395,402,97,,,2.33,,,,,,,,143 RIVER RD,356.02,,,6/2/24
,402,98,,NoParcel,,,,,,,,,,,,,6/2/24
,402,99,,NoParcel,,,,,,,,,,,,,6/2/24
398,402,100,,,2.15,,,,,,,,155 RIVER RD,461.65,,,6/2/24
399,402,101,,,1,,,,,,,,161 RIVER RD,500,,,6/2/24
400,402,102,,,1.8,,,,,,,,207 RIVER RD,320,,,6/2/24
401,402,103,,,44,,E,,,,,,187 RIVER RD,4200,,St of NH,6/2/24
402,402,104,,,6.6,,,,,,,,261 RIVER RD,660,,,6/2/24
101325,403,1,,,54.32,,,,CE,,,,310 DARTMOUTH COLLEGE HY,577.12,,,6/3/24
,403,2,,NoParcel,,,,,,,,,,,,,6/3/24
405,403,3,,,1.2,,,,,,,,300 DARTMOUTH COLLEGE HY,200,,,6/3/24
,403,4,,,,,E,,,201,54,,,,,Lyme Cong. Church,6/3/24
407,403,5,,,41.08,,,,,,,,39 EAST THETFORD RD,1425,,,6/3/24
408,403,6,,,1,,,,,,,,53 EAST THETFORD RD,132,,,6/3/24
,403,7,,NoParcel,,,,,,,,,,,,,6/3/24
415,403,8,,,24.03,,,,CE,,,,79 EAST THETFORD RD,1646.7,,Partial easement,6/3/24
417,403,9,,,52.81,,,,,,,,101 EAST THETFORD RD,1400,,,6/3/24
418,403,10,,,5.81,,,,,,,,119 EAST THETFORD RD,459.2,,,6/3/24
427,403,11,,,2.63,,,,,,,,125 EAST THETFORD RD,625,,,6/3/24
429,403,12,,,11.66,,,,,,,,278 RIVER RD,441.8,,,6/3/24
,403,13,,,,,,,CE,402,104,,,856.74,,Partial easement,6/3/24
,403,14,,,,,,,,403,9,,,955,S,,6/3/24
432,403,15,,,0.15,,,,,,,,299 RIVER RD,108,,,6/3/24
433,403,16,,,0.14,,,,,,,,301 RIVER RD,116,,,6/3/24
434,403,17,,,0.21,,,,,,,,303 RIVER RD,174,,,6/3/24
435,403,18,,,0.15,,,,,,,,307 RIVER RD,116.9,,,6/3/24
436,403,19,,,0.37,,,,,,,,311 RIVER RD,220,,,6/3/24
437,403,20,,,0.92,,,,,,,,315 RIVER RD,356,,,6/3/24
438,403,21,,,0.69,,,,,,,,319 RIVER RD,198,,,6/3/24
439,403,22,,,0.38,,,,,,,,323 RIVER RD,105,,,6/3/24
440,403,23,,,0.58,,,,,,,,327 RIVER RD,120,,,6/3/24
441,403,24,,,3.7,,,,CE,,,,331 RIVER RD,440,,,6/3/24
442,403,25,,,0.66,,,,,,,,339 RIVER RD,300,S,,6/3/24
,403,26,,,,,,,CE,403,37,,,1250,S,,6/3/24
103016,403,27,,,58.1,,,,CE,,,,375 RIVER RD,3285,,,6/3/24
,403,28,,,,,,,,404,20,,,650,,,6/3/24
446,403,29,1000,,93.05,,,,,,,,376 RIVER RD,2540,,,6/3/24
102736,403,29,2000,,13.99,,,,,,,,25 LAMPHIRE HILL LN,944.57,,,6/3/24
447,403,30,,,4.93,,,,,,,,37 LAMPHIRE HILL LN,404.3,,,6/3/24
448,403,31,,,16,,,,,,,,41 LAMPHIRE HILL LN,675,S,,6/3/24
,403,32,,,,,,,,403,33,,,480,,,6/3/24
450,403,33,,,395.7,,,,CE,,,,70 LAMPHIRE HILL LN,1370,S,Partial easement? Needs lot joiner to CE land,6/3/24
,403,34,,NoParcel,,,,,,,,,,,,,6/3/24
102763,403,35,,,34,,,,,,,,50 LAMPHIRE HILL LN,370,S,,6/3/24
,403,36,,NoParcel,,,,,,,,,,546,,BUT it's shown on map??,6/3/24
454,403,37,,,147,,,,CE,,,,34 LAMPHIRE HILL LN,111,,,6/3/24
,403,38,,,,,,,,403,29,2000,,1100,S,,6/3/24
,403,39,,,,,,,,403,29,1000,,474.28,,,6/3/24
457,403,40,,,34.94,,,,CE,,,,360 RIVER RD,1136.3,,Partial easement,6/3/24
458,403,41,,,5.1,,,,,,,,336 RIVER RD,440,,,6/3/24
459,403,42,,,4.48,,,,,,,,330 RIVER RD,422.2,,,6/3/24
460,403,43,,,28.1,,,,,,,,120 EAST THETFORD RD,1160,,,6/3/24
461,403,44,,,22,,,,,,,,106 EAST THETFORD RD,807,,,6/3/24
462,403,45,,,13,,,,,,,,84 EAST THETFORD RD,1000,,,6/3/24
463,403,46,,,30.68,,,,CE,,,,72 EAST THETFORD RD,685.86,,,6/3/24
465,403,47,,,36.2,,,,CE,,,,7 RECORDRIDGE LN,520,S,,6/3/24
469,403,48,,,10.2,,,,,,,,15 RECORDRIDGE LN,891.7,,Shares CE with 403/51,6/3/24
,403,49,,NoParcel,,,,,,,,,,,,,6/3/24
,403,50,,NoParcel,,,,,,,,,,,,,6/3/24
472,403,51,,,14.9,,,,,,,,26 RECORDRIDGE LN,0,,ROW from 403/52,6/3/24
473,403,52,,,10.4,,,,CE,,,,24 RECORDRIDGE LN,157,,Partial easement,6/3/24
474,403,53,,,5.7,,,ME,,,,,20 RECORDRIDGE LN,763.21,,Who owns betw. 53 & 54??????,6/3/24
475,403,54,,,40.7,,,,,,,,18 EAST THETFORD RD,966.9,,,6/3/24
476,404,1,,,37.4,,,,,,,,31 STORRS HILL LN,1369,,,6/3/24
,404,2,,NoParcel,,,,,,,,,,,,,6/3/24
478,404,3,,,215,,,,,,,,46 STORRS HILL LN,136.6,,No frontage???,6/3/24
479,404,4,,,103,,,,,,,,28 STORRS HILL LN,1320,S,,6/3/24
480,404,5,,,13.2,,,,,,,,97 NORTH THETFORD RD,880,,,6/3/24
,404,6,,NoParcel,,,,,,,,,,,,,6/3/24
482,404,7,,,15,,,,,,,,105 NORTH THETFORD RD,1230,S,,6/3/24
483,404,8,,,0.06,,,,,,,,111 NORTH THETFORD RD,40,,,6/3/24
484,404,9,,,2.3,,,,,,,,131 NORTH THETFORD RD,454,,,6/3/24
,404,10,,,,,,,CE,404,32,,,1137.8,,Partial easement,6/3/24
486,404,11,,,8.16,,,,,,,,161 NORTH THETFORD RD,704.9,,,6/3/24
487,404,12,,,1.84,,,,,,,,175 NORTH THETFORD RD,334.4,,,6/3/24
488,404,13,,,1.78,,,,,,,,534 RIVER RD,180,,,6/3/24
489,404,14,,,0.86,,,,,,,,530 RIVER RD,130,S,,6/3/24
490,404,15,,,0.98,,,,,,,,526 RIVER RD,215,S,,6/3/24
491,404,16,,,103,,,,CE,,,,522 RIVER RD,810,S,Partial easement,6/3/24
492,404,17,,,5.83,,,,,,,,520 RIVER RD,0,,ROW from 404/16,6/3/24
493,404,18,,,66.1,,,,,,,,498 RIVER RD,1600,S,,6/3/24
494,404,19,,,120,,,,,,,,474 RIVER RD,2612,,,6/3/24
495,404,20,,,7.36,,,,,,,,429 RIVER RD,1360,,,6/3/24
,404,21,,,,,,,,404,19,,,1265,S,,6/3/24
,404,22,,,,,,,,404,20,,,1140,S,,6/3/24
,404,23,,,,,,,,404,15,,,130,S,,6/3/24
,404,24,,,,,,,,404,14,,,140,S,,6/3/24
,404,25,,,,,,,,404,13,,,195,S,,6/3/24
501,404,26,,,0.96,,,,,,,,535 RIVER RD,160,S,,6/3/24
,404,27,,,,,,,,404,26,,,50,S,,6/3/24
,404,28,,,,,,,,404,26,,,450,S,,6/3/24
,404,29,,,,,,,CE,404,32,,,770,S,,6/3/24
505,404,30,,,29,,,,CE,,,,599 RIVER RD,1270,,,6/3/24
506,404,31,,,9,,,,,,,,21 GREGORY RD,575,,,6/3/24
507,404,32,,,122.5,,,ME,CE,,,,560 RIVER RD,1965,,Partial easement,6/3/24
,404,33,,NoParcel,,,,,,,,,,,,,6/3/24
509,404,34,,,1.7,,,,,,,,25 BRECK HILL RD,209,,,6/3/24
510,404,35,,,13.2,,,,CE,,,,7 GREGORY RD,881.3,,,6/3/24
511,404,36,,,2.5,,,,,,,,9 GREGORY RD,0,,ROW from 404/35,6/3/24
512,404,37,,,35.34,,,,,,,,40 BRECK HILL RD,330,,,6/3/24
513,404,38,,,5.4,,,,CE,,,,34 BRECK HILL RD,200,,,6/3/24
514,404,39,,,14.46,,,,CE,,,,30 BRECK HILL RD,326.9,,,6/3/24
515,404,40,,,2.7,,,,,,,,24 BRECK HILL RD,313,,,6/3/24
,404,41,,NoParcel,,,,,,,,,,,,,6/3/24
517,404,42,,,16.4,,,,,,,,2 BRECK HILL RD,790,S,,6/3/24
518,404,43,,,7.1,,,,,,,,120 NORTH THETFORD RD,629,,,6/3/24
519,404,44,,,2.2,,,,,,,,108 NORTH THETFORD RD,435.5,,,6/3/24
520,404,45,,,3.8,,,,,,,,100 NORTH THETFORD RD,445,,,6/3/24
102916,404,46,,,62,,,,CE,,,,94 NORTH THETFORD RD,277.2,,,6/3/24
522,404,47,,,2,,,,,,,,88 NORTH THETFORD RD,300,,,6/3/24
526,404,48,1000,,6.23,,,,,,,,74 NORTH THETFORD RD,311.36,,,6/3/24
527,404,48,2000,,5.78,,,,,,,,68 NORTH THETFORD RD,628.32,,,6/3/24
,404,49,,,,,,,CE,407,27,,,,,Also part of 404/3?,6/3/24
100263,404,50,,,8.63,,,,,,,,78 NORTH THETFORD RD,435,,,6/3/24
100264,404,51,,,11.46,,,,,,,,80 NORTH THETFORD RD,0,,No frontage???,6/3/24
529,405,1,,,2.92,,,,,,,,43 BRECK HILL RD,0,,ROW from 405/2,6/18/24
530,405,2,,,6.91,,,,CE,,,,59 BRECK HILL RD,1266.5,,,6/18/24
100622,405,3,,,8.26,,,,CE,,,,81 BRECK HILL RD,1270,,,6/18/24
532,405,4,,,5.07,,,,,,,,89 BRECK HILL RD,0,,ROW from 405/3,6/18/24
533,405,5,,,14.53,,,,CE,,,,99 BRECK HILL RD,675,,,6/18/24
,405,6,,,,,,,,405,45,1000,,420,,,6/18/24
100322,405,7,,,14.78,,,,CE,,,,117 BRECK HILL RD,570.52,,,6/18/24
537,405,8,,,4.06,,,,,,,,125 BRECK HILL RD,452.82,,,6/18/24
538,405,9,,,18.29,,,,CE,,,,133 BRECK HILL RD,929.7,S,,6/18/24
,405,10,,NoParcel,,,,,,,,,,,,,6/18/24
540,405,11,,,23.2,,,,CE,,,,722 RIVER RD,1853.6,,,6/18/24
,405,12,,,,,,,,405,33,,,950,S,,6/18/24
542,405,13,,,1.8,,,,,,,,668 RIVER RD,0,,ROW from 405/14,6/18/24
543,405,14,,,13.64,,,,,,,,664 RIVER RD,230.48,,,6/18/24
544,405,15,,,1.2,,,,,,,,658 RIVER RD,325,,,6/18/24
545,405,16,,,0.98,,,,,,,,652+654 RIVER RD,227.88,,,6/18/24
546,405,17,,,14.7,,,,,,,,644 RIVER RD,421.5,,,6/18/24
547,405,18,,,5.59,,,,,,,,642 RIVER RD,454.5,,,6/18/24
,405,19,,,,,,,,405,28,,,430,,,6/18/24
102766,405,20,,,1.8,,,,,,,,616 RIVER RD,200,,,6/18/24
552,405,21,,,41,,,,,,,,614 RIVER RD,225,S,,6/18/24
557,405,22,1000,,8.9,,,,,,,,610 RIVER RD,650,S,,6/18/24
558,405,22,2000,,2.4,,,,,,,,608 RIVER RD,0,,No ROW?,6/18/24
559,405,23,,,11.5,,,,CE,,,,10 GREGORY RD,1480,,,6/18/24
560,405,24,,,1.6,,,,,,,,591 RIVER RD,570,S,,6/18/24
561,405,25,,,0.36,,,,,,,,597 RIVER RD (PORTER CEMETERY,40.8,,Cemetery,6/18/24
100822,405,26,,,22.64,,,,,,,,605 RIVER RD,425,S,,6/18/24
563,405,27,,,7.6,,,,,,,,609 RIVER RD,459.3,,,6/18/24
564,405,28,,,54.6,,,,,,,,625 RIVER RD,580,,,6/18/24
565,405,29,,,21,,,,,,,,639 RIVER RD,1186,,,6/18/24
569,405,30,1000,,22.56,,,,,,,,651 RIVER RD,172.3,,,6/18/24
570,405,30,2000,,27.54,,,,,,,,655 RIVER RD,554.8,,,6/18/24
571,405,31,,,3,,,,,,,,667 RIVER RD,233.1,,,6/18/24
572,405,32,,,0.93,,,,,,,,669 RIVER RD,72,,,6/18/24
101542,405,33,,,105.9,,,,,,,,675 RIVER RD,1750,,,6/18/24
,405,34,,NoParcel,,,,,,,,,,,,,6/18/24
575,405,35,,,21.5,,,,CE,,,,711 RIVER RD,1058.21,,,6/18/24
576,405,36,,,18.43,,,,CE,,,,729 RIVER RD,1242.42,,,6/18/24
,405,37,,,,,,,CE,405,36,,,450,,,6/18/24
578,405,38,1000,,12.58,,,,CE,,,,765 RIVER RD,673.9,,,6/18/24
101342,405,38,2000,,5,,,,CE,,,,767 RIVER RD,126.1,,,6/18/24
579,405,39,,,10,,,,CE,,,,772 RIVER RD,846.1,,,6/18/24
580,405,40,,,7,,E,,,,,,748 RIVER RD,0,,Montshire/ROW from 405/39,6/18/24
,405,41,,NoParcel,,,,,,,,,,,,,6/18/24
581,405,42,1000,,49.5,,,,CE,,,,736 RIVER RD,429.65,,Partial easement,6/18/24
582,405,42,2000,,65,,,,CE,,,,738 RIVER RD,0,,ROW from 405/42.1,6/18/24
,405,43,,,,,,,CE,405,9,,,1028.9,,,6/18/24
584,405,44,,,61.66,,,ME,CE,,,,122 BRECK HILL RD,1028.91,,,6/18/24
591,405,45,1000,,21.15,,,,CE,,,,100 BRECK HILL RD,697.6,,,6/18/24
592,405,45,2000,,5.35,,,,CE,,,,92 BRECK HILL RD,536.55,,Partial easement,6/18/24
593,405,46,,,25,,,,CE,,,,80 BRECK HILL RD,544.5,,,6/18/24
594,405,47,,,8.01,,,,CE,,,,68 BRECK HILL RD,556.8,,,6/18/24
100602,405,48,,,14.82,,,,CE,,,,64 BRECK HILL RD,0,,ROW from 405/49,6/18/24
100642,405,49,,,5,,,,CE,,,,60 BRECK HILL RD,289.3,,,6/18/24
597,405,50,,,15.25,,,,,,,,52 BRECK HILL RD,784.63,,,6/18/24
103253,405,51,,,5.1,,,,,,,,383 ORFORD RD,,,MISSING ON 405,6/18/24
598,406,1,,,8.8,,E,,,,,,263 ORFORD RD (LAND ONLY),725,S,Town,6/2/24
,406,2,,,,,,,CE,406,22,2000,,1341.46,,Also on map 405,6/2/24
600,406,3,,,3.5,,,,,,,,301 ORFORD RD,690,S,,6/2/24
,406,4,,NoParcel,,,,,,,,,,,,,6/2/24
103097,406,4,1,,31.56,31.56,,,CE,,,,315 ORFORD RD,0,,Map doesn't show frontage,6/2/24
102771,406,5,,,1.4,,,,,,,,355 ORFORD RD,0,,No ROW,6/2/24
603,406,6,,,58.9,,,,,,,,385 ORFORD RD,1000,S,,6/2/24
,406,7,,,,,,,,406,4,1,,827.27,,,6/2/24
605,406,8,,,0.9,,,,,,,,393 ORFORD RD,260,S,,6/2/24
103157,406,9,,,14,,,,,,,,399 ORFORD RD,288.7,,,6/2/24
607,406,10,,,2.5,,,,,,,,396 ORFORD RD,442,,,6/2/24
611,406,11,,,130,,,,,,,,394 ORFORD RD,702,,,6/2/24
616,406,12,,,4.3,,,,,,,,376 ORFORD RD,378.5,,,6/2/24
,406,13,,NoParcel,,,,,,,,,,,,,6/2/24
617,406,14,,,5.81,,,,,,,,368 ORFORD RD,334.71,,,6/2/24
618,406,15,,,84.5,,,,,,,,346 ORFORD RD,1760,S,Both sides of Rt 10,6/2/24
103079,406,16,,,60,,,,,,,,340 ORFORD RD,0,,No ROW?,6/2/24
620,406,17,,,85.1,,,,,,,,344 ORFORD RD,0,,No ROW?,6/2/24
621,406,18,,,17.3,,,,,,,,328 ORFORD RD,400,,,6/2/24
622,406,19,,,1.75,,,,,,,,320 ORFORD RD,289.19,,,6/2/24
623,406,20,,,20,,,,,,,,314 ORFORD RD,644,,,6/2/24
624,406,21,,,42,,,,,,,,302 ORFORD RD,800,,,6/2/24
625,406,22,1000,,7.24,7.24,,,CE,,,,280 ORFORD RD,1018.97,,,6/2/24
100021,406,22,2000,,158.82,158.82,,,CE,,,,288 ORFORD RD,300.75,,,6/2/24
626,406,23,,,46.89,,,,,,,,264 ORFORD RD,746.53,,,6/2/24
627,406,24,,,33,,,,,,,,129 CULVER HILL LN,0,,No ROW?,6/2/24
,406,25,,NoParcel,,,,,,,,,,,,,6/2/24
100361,406,26,,,95,,,,,,,,137 MUD TURTLE POND RD,0,,No ROW?,6/2/24
,406,27,,NoParcel,,,,,,,,,,,,,6/2/24
,406,28,,NoParcel,,,,,,,,,,,,,6/2/24
,406,29,,NoParcel,,,,,,,,,,,,,6/2/24
633,406,30,,,355,,,,,,,,85 ORFORDVILLE RD (TOWN FORE,2055,S,Town Forest,6/2/24
634,406,31,,,207,,,,,,,,111 MUD TURTLE POND RD,1239,S,,6/2/24
635,406,32,,,0.96,,,,,,,,121 MUD TURTLE POND RD,200,S,,6/2/24
636,406,33,,,1.1,,,,,,,,131 MUD TURTLE POND RD,175,,,6/2/24
637,406,34,,,2,,,,,,,,135 MUD TURTLE POND RD,293.91,,,6/2/24
638,406,35,,,57,,,,,,,,132+4 MUD TURTLE POND RD,805,S,,6/2/24
639,406,36,,,75,75,,,CE,,,,10 TAVERN LN,0,,No ROW?,6/2/24
,407,1,,,,,,,,407,141,,,190,,,6/2/24
,407,2,,,,,,,,407,140,,,475,,,6/2/24
,407,3,,,,,,,,407,138,,,490,S,,6/2/24
643,407,4,,,2.2,2.2,E,,,,,,105 ORFORD RD (LAND ONLY),274,,Town,6/2/24
102814,407,5,1000,,11.8,11.8,E,,,,,,111 ORFORD RD (REC AREA),1035,S,Town,6/2/24
102815,407,5,2000,,21.02,21.02,E,,,,,,115 ORFORD RD (CHAFFEE),795,S,Town Chafee,6/2/24
645,407,6,,,2.1,,,,,,,,149 ORFORD RD,450,S,,6/2/24
,407,7,,,,,,,CE,407,31,,,1280,S,,6/2/24
647,407,8,,,11.6,,,,,,,,31 POST POND LN,610,S,,6/2/24
648,407,9,,,2.2,,,,,,,,41 POST POND LN,435,,,6/2/24
649,407,10,,,0.42,,,,,,,,45 POST POND LN,83,,,6/2/24
650,407,11,,,0.39,,,,,,,,47 POST POND LN,70,S,,6/2/24
651,407,12,,,0.52,,,ME,,,,,49 POST POND LN,80,S,,6/2/24
652,407,13,,,0.18,0.52,,,,,,,51 POST POND LN,100,S,,6/2/24
653,407,14,,,0.46,,,,,,,,53 POST POND LN,118,,,6/2/24
654,407,15,,,50.65,,,,,,,,55 POST POND LN,107,,,6/2/24
655,407,16,,,1.31,,,,,,,,57 POST POND LN,282.1,,,6/2/24
103057,407,17,,,0.64,,,,,,,,61 POST POND LN,287.8,,,6/2/24
,407,18,,NoParcel,,,,,,,,,,,,Not shown???,6/2/24
659,407,19,,,0.17,,,,,,,,65 POST POND LN,64.7,,,6/2/24
664,407,20,,,0.52,,,,,,,,67 POST POND LN,0,,No ROW?,6/2/24
667,407,21,,,0.15,,,,,,,,69 POST POND LN,0,,No ROW?,6/2/24
673,407,22,,,12.71,,,,,,,,72 POST POND LN,0,,ROW from 407/23,6/2/24
675,407,23,,,17.04,,,,,,,,62 POST POND LN,229.6,,,6/2/24
,407,24,,,,,,,CE,407,16,,,168.9,,,6/2/24
,407,25,,,,0.01,,,,,,,,25,,In contention,6/2/24
686,407,26,,,4.2,4.2,,,CE,,,,50 POST POND LN,40,,ROW from 407/27,6/2/24
,407,27,,,,,,,CE,404,3,,,1650,S,On Turner Lane,6/2/24
688,407,28,,,0.43,0.43,,,CE,,,,32 POST POND LN,0,,Landlocked in 404/3,6/2/24
689,407,29,,,12.2,,,,,,,,22 POST POND LN,490,,,6/2/24
690,407,30,,,3.7,,,,,,,,16 POST POND LN,233,,,6/2/24
691,407,31,,,23.28,,,ME,,,,,11 NORTH THETFORD RD,???,,Not shown,6/2/24
692,407,32,,,3.72,,,,,,,,13 NORTH THETFORD RD,21,,,6/2/24
,407,33,,NoParcel,,,,,,,,,,,,Not shown???,6/2/24
694,407,34,,,2.03,,,,,,,,17 NORTH THETFORD RD,151.3,,,6/2/24
695,407,35,,,7.97,,,,,,,,21 NORTH THETFORD RD,682.5,,,6/2/24
696,407,36,,,4.7,,,,,,,,33 NORTH THETFORD RD,232.5,,,6/2/24
697,407,37,,,11.19,11.19,,,CE,,,,7 TURNER LN,410,,Partial easement?,6/2/24
698,407,38,,,4.7,,,,,,,,15 TURNER LN,430,S,,6/2/24
,407,39,,,,,,,,407,37,,,360,,,6/2/24
700,407,40,,,0.33,,,,,,,,57 NORTH THETFORD RD,150,,,6/2/24
701,407,41,,,4.2,,,,,,,,52 NORTH THETFORD RD,370,,,6/2/24
702,407,42,,,3.2,,,,,,,,48 NORTH THETFORD RD,285,,,6/2/24
703,407,43,,,6.5,,,,,,,,38 NORTH THETFORD RD,365,,,6/2/24
704,407,44,,,1.3,,,,,,,,8 PUSHEE FALLS LN,450,S,,6/2/24
705,407,45,,,1.6,1.6,,,CE,,,,4 PUSHEE FALLS LN,347,,,6/2/24
706,407,46,,,4.9,4.9,,,CE,,,,30 NORTH THETFORD RD,410,,Partial easement?,6/2/24
707,407,47,,,3.8,,,,,,,,22 NORTH THETFORD RD,300,,,6/2/24
708,407,48,,,2.8,,,,,,,,18 NORTH THETFORD RD,225,,,6/2/24
,407,49,,,,,,,CE,407,31,,,375,S,Partial easement?,6/2/24
,407,50,,,,,,,,407,58,1,,1621.07,,,6/2/24
711,407,51,,,2,,,,,,,,187 ORFORD RD,180,,,6/2/24
,407,52,,,,,,,,407,58,1,,850,S,,6/2/24
100262,407,53,1000,,14.9,14.9,,,,,,,215 ORFORD RD,968,,No CE shown,6/2/24
100265,407,53,2000,,6.87,6.87,,,,,,,207 ORFORD RD,366,,,6/2/24
100282,407,53,3000,,8.7,8.7,,,CE,,,,205 ORFORD RD,0,,No ROW?,6/2/24
100243,407,53,4000,,11.18,11.18,,,CE,,,,82 NORTH THETFORD RD,0,,No ROW?,6/2/24
717,407,54,,,74.1,,,,,,,,241 ORFORD RD,825.4,,,6/2/24
719,407,55,,,12.55,12.55,,ME,,,,,236 ORFORD RD,808.57,,,6/2/24
720,407,56,1000,,5.04,,,,,,,,216 ORFORD RD,908,,,6/2/24
,407,56,2000,NoParcel,,,,,,,,,,,,,6/2/24
723,407,57,,,2.6,,,,,,,,186 ORFORD RD,335,,,6/2/24
724,407,58,1000,,64.41,,,,,,,,226 ORFORD RD,306.8,,,6/2/24
,407,58,2000,,,,,,,407,64,,,835,,,6/2/24
725,407,59,,,11.3,,,,,,,,1 CULVER HILL LN,361,,,6/2/24
734,407,60,1000,,6.01,6.01,,,CE,,,,1 TAVERN LN,981.93,,,6/2/24
735,407,60,2000,,5.51,5.9,,,CE,,,,3 TAVERN LN,182.83,,,6/2/24
736,407,60,3000,,8.91,8.91,,,CE,,,,7 TAVERN LN,94.25,,,6/2/24
737,407,60,4000,,21.07,21.07,,,CE,,,,8 TAVERN LN,94.25,,,6/2/24
738,407,60,5000,,9.55,9.55,,,CE,,,,41 CULVER HILL LN,270.72,,,6/2/24
739,407,60,6000,,5.08,5.08,,,CE,,,,47 CULVER HILL LN,414,,,6/2/24
740,407,60,7000,,5.13,5.13,,,CE,,,,48 CULVER HILL LN,1330.54,,,6/2/24
741,407,61,,,30,30,,,CE,,,,63 CULVER HILL LN,660,S,,6/2/24
742,407,62,,,15.2,15.2,,,CE,,,,56 CULVER HILL LN,602.4,,,6/2/24
743,407,63,,,9.32,9.32,,,CE,,,,23 CLOVER MILL LN,191.6,,,6/2/24
744,407,64,,,19.6,,,,,,,,20 CULVER HILL LN,1240,S,,6/2/24
745,407,65,,,21.7,,,,,,,,37 WHIPPLE HILL RD,946.2,,,6/2/24
