App. Year,Improvements,Land,Total,PID,CollectedOn
2020,378500,325400,703900,294,2023-01-25
,,,,,
2022,132400,104100,236500,295,2023-01-25
2021,132400,104100,236500,295,2023-01-25
2020,130300,90500,220800,295,2023-01-25
,,,,,
2022,131100,0,131100,296,2023-01-25
2021,131100,0,131100,296,2023-01-25
2020,127600,0,127600,296,2023-01-25
,,,,,
2022,40800,88400,129200,297,2023-01-25
2021,40800,88400,129200,297,2023-01-25
2020,31400,70400,101800,297,2023-01-25
,,,,,
2022,168100,118200,286300,298,2023-01-25
2021,168100,118200,286300,298,2023-01-25
2020,130400,95400,225800,298,2023-01-25
,,,,,
2022,108200,133400,241600,299,2023-01-25
2021,108200,133400,241600,299,2023-01-25
2020,100300,95400,195700,299,2023-01-25
,,,,,
2022,116500,93400,209900,300,2023-01-25
2021,116500,93400,209900,300,2023-01-25
2020,105200,84900,190100,300,2023-01-25
,,,,,
2022,197200,235000,432200,301,2023-01-25
2021,197200,235000,432200,301,2023-01-25
2020,150800,189000,339800,301,2023-01-25
,,,,,
2022,392100,179200,571300,303,2023-01-25
2021,392100,179200,571300,303,2023-01-25
2020,310800,142900,453700,303,2023-01-25
,,,,,
2022,252100,220000,472100,306,2023-01-25
2021,254500,220000,474500,306,2023-01-25
2020,173800,201400,375200,306,2023-01-25
,,,,,
2022,498100,362500,860600,307,2023-01-25
2021,498100,362500,860600,307,2023-01-25
2020,498800,322000,820800,307,2023-01-25
,,,,,
2022,280100,196600,476700,308,2023-01-25
2021,280100,196600,476700,308,2023-01-25
2020,274500,150300,424800,308,2023-01-25
,,,,,
2022,283000,571900,854900,309,2023-01-25
2021,283000,571900,854900,309,2023-01-25
2020,264700,473100,737800,309,2023-01-25
,,,,,
2022,511300,244800,756100,310,2023-01-25
2021,511300,244800,756100,310,2023-01-25
2020,475100,234000,709100,310,2023-01-25
,,,,,
2022,0,637800,637800,311,2023-01-25
2021,0,637800,637800,311,2023-01-25
2020,0,537000,537000,311,2023-01-25
,,,,,
2022,675600,661400,1337000,313,2023-01-25
2021,675600,661400,1337000,313,2023-01-25
2020,606600,695100,1301700,313,2023-01-25
,,,,,
2022,484200,174900,659100,315,2023-01-25
2021,484200,174900,659100,315,2023-01-25
2020,437000,136800,573800,315,2023-01-25
,,,,,
2022,229500,180700,410200,316,2023-01-25
2021,229500,180700,410200,316,2023-01-25
2020,228100,143200,371300,316,2023-01-25
,,,,,
2022,361800,152900,514700,317,2023-01-25
2021,361800,152900,514700,317,2023-01-25
2020,361600,127700,489300,317,2023-01-25
,,,,,
2022,381800,222900,604700,319,2023-01-25
2021,381800,222900,604700,319,2023-01-25
2020,351600,172500,524100,319,2023-01-25
,,,,,
2022,0,433100,433100,320,2023-01-25
2021,0,433100,433100,320,2023-01-25
2020,0,395000,395000,320,2023-01-25
,,,,,
2022,74900,140500,215400,321,2023-01-25
2021,74900,140500,215400,321,2023-01-25
2020,67200,99000,166200,321,2023-01-25
,,,,,
2022,0,273200,273200,322,2023-01-25
2021,0,273200,273200,322,2023-01-25
2020,0,226200,226200,322,2023-01-25
,,,,,
2022,150100,143800,293900,323,2023-01-25
2021,149300,143800,293100,323,2023-01-25
2020,119400,110400,229800,323,2023-01-25
,,,,,
2022,319900,137800,457700,324,2023-01-25
2021,319900,137800,457700,324,2023-01-25
2020,303200,99600,402800,324,2023-01-25
,,,,,
2022,750700,251100,1001800,325,2023-01-25
2021,750700,251100,1001800,325,2023-01-25
2020,713100,197900,911000,325,2023-01-25
,,,,,
2022,327800,180100,507900,326,2023-01-25
2021,327800,180100,507900,326,2023-01-25
2020,338700,138200,476900,326,2023-01-25
,,,,,
2022,252500,153200,405700,327,2023-01-25
2021,244400,153200,397600,327,2023-01-25
2020,166900,103600,270500,327,2023-01-25
,,,,,
2022,178800,161000,339800,328,2023-01-25
2021,178800,161000,339800,328,2023-01-25
2020,201300,124200,325500,328,2023-01-25
,,,,,
2022,110800,93200,204000,329,2023-01-25
2021,130800,93200,224000,329,2023-01-25
2020,105000,83900,188900,329,2023-01-25
,,,,,
2022,216200,201200,417400,330,2023-01-25
2021,228000,201200,429200,330,2023-01-25
2020,176300,161800,338100,330,2023-01-25
,,,,,
2022,62500,131800,194300,331,2023-01-25
2021,62500,131800,194300,331,2023-01-25
2020,75800,95300,171100,331,2023-01-25
,,,,,
2022,0,15700,15700,333,2023-01-25
2021,0,15700,15700,333,2023-01-25
2020,0,12100,12100,333,2023-01-25
,,,,,
2022,459600,318400,778000,334,2023-01-25
2021,459600,318400,778000,334,2023-01-25
2020,375400,284300,659700,334,2023-01-25
,,,,,
2022,103500,157100,260600,335,2023-01-25
2021,103500,157100,260600,335,2023-01-25
2020,121500,119100,240600,335,2023-01-25
,,,,,
2022,210700,158300,369000,336,2023-01-25
2021,210700,158300,369000,336,2023-01-25
2020,205600,120200,325800,336,2023-01-25
,,,,,
2022,630400,197400,827800,337,2023-01-25
2021,630400,197400,827800,337,2023-01-25
2020,656400,120600,777000,337,2023-01-25
,,,,,
2022,153000,140300,293300,339,2023-01-25
2021,153000,140300,293300,339,2023-01-25
2020,170300,89400,259700,339,2023-01-25
,,,,,
2022,382600,176700,559300,340,2023-01-25
2021,389200,199000,588200,340,2023-01-25
2020,350400,132800,483200,340,2023-01-25
,,,,,
2022,191600,123800,315400,341,2023-01-25
2021,191600,123800,315400,341,2023-01-25
2020,149100,80700,229800,341,2023-01-25
,,,,,
2022,238400,197200,435600,343,2023-01-25
2021,238400,197200,435600,343,2023-01-25
2020,220700,159000,379700,343,2023-01-25
,,,,,
2022,265500,504500,770000,344,2023-01-25
2021,265500,504500,770000,344,2023-01-25
2020,178700,452100,630800,344,2023-01-25
,,,,,
2022,288300,153300,441600,345,2023-01-25
2021,288300,153300,441600,345,2023-01-25
2020,248600,119100,367700,345,2023-01-25
,,,,,
2022,256900,159200,416100,346,2023-01-25
2021,256900,159200,416100,346,2023-01-25
2020,195900,119000,314900,346,2023-01-25
,,,,,
2022,8800,293500,302300,347,2023-01-25
2021,8800,293500,302300,347,2023-01-25
2020,8200,241900,250100,347,2023-01-25
,,,,,
2022,287400,149400,436800,348,2023-01-25
2021,287400,149400,436800,348,2023-01-25
2020,301800,115500,417300,348,2023-01-25
,,,,,
2022,0,102600,102600,349,2023-01-25
2021,0,102600,102600,349,2023-01-25
2020,0,93300,93300,349,2023-01-25
,,,,,
2022,0,52200,52200,350,2023-01-25
2021,0,52200,52200,350,2023-01-25
2020,0,45700,45700,350,2023-01-25
,,,,,
2022,284700,148900,433600,351,2023-01-25
2021,284700,148900,433600,351,2023-01-25
2020,276100,115000,391100,351,2023-01-25
,,,,,
2022,0,330300,330300,355,2023-01-25
2021,0,330300,330300,355,2023-01-25
2020,0,279100,279100,355,2023-01-25
,,,,,
2022,0,159000,159000,357,2023-01-25
2021,0,159000,159000,357,2023-01-25
2020,0,124500,124500,357,2023-01-25
,,,,,
2022,0,9300,9300,358,2023-01-25
2021,0,9300,9300,358,2023-01-25
2020,0,8400,8400,358,2023-01-25
,,,,,
2022,92400,135100,227500,359,2023-01-25
2021,92400,135100,227500,359,2023-01-25
2020,71900,97200,169100,359,2023-01-25
,,,,,
2022,128100,101800,229900,360,2023-01-25
2021,128100,101800,229900,360,2023-01-25
2020,93600,84300,177900,360,2023-01-25
,,,,,
2022,344600,367400,712000,361,2023-01-25
2021,344600,367400,712000,361,2023-01-25
2020,315000,311700,626700,361,2023-01-25
,,,,,
2022,392400,128100,520500,363,2023-01-25
2021,391000,128100,519100,363,2023-01-25
2020,314800,108300,423100,363,2023-01-25
,,,,,
2022,114400,98300,212700,364,2023-01-25
2021,114400,98300,212700,364,2023-01-25
2020,83300,72900,156200,364,2023-01-25
,,,,,
2022,544900,502900,1047800,365,2023-01-25
2021,544900,502900,1047800,365,2023-01-25
2020,538500,426400,964900,365,2023-01-25
,,,,,
2022,242900,111700,354600,368,2023-01-25
2021,242900,111700,354600,368,2023-01-25
2020,238100,102400,340500,368,2023-01-25
,,,,,
2022,477100,445900,923000,369,2023-01-25
2021,477100,445900,923000,369,2023-01-25
2020,450900,417800,868700,369,2023-01-25
,,,,,
2022,0,312000,312000,370,2023-01-25
2021,0,312000,312000,370,2023-01-25
2020,0,255600,255600,370,2023-01-25
,,,,,
2022,342300,166800,509100,371,2023-01-25
2021,342300,166800,509100,371,2023-01-25
2020,323100,154400,477500,371,2023-01-25
,,,,,
2022,219900,208700,428600,372,2023-01-25
2021,219900,208700,428600,372,2023-01-25
2020,209400,199900,409300,372,2023-01-25
,,,,,
2022,0,244100,244100,375,2023-01-25
2021,0,303100,303100,375,2023-01-25
2020,0,156600,156600,375,2023-01-25
,,,,,
2022,387900,326200,714100,376,2023-01-25
2021,387900,326200,714100,376,2023-01-25
2020,330500,292100,622600,376,2023-01-25
,,,,,
2022,34900,462600,497500,377,2023-01-25
2021,34900,462600,497500,377,2023-01-25
2020,42400,386700,429100,377,2023-01-25
,,,,,
2022,345600,142700,488300,378,2023-01-25
2021,345600,142700,488300,378,2023-01-25
2020,266300,122400,388700,378,2023-01-25
,,,,,
2022,65300,118000,183300,379,2023-01-25
2021,60600,118000,178600,379,2023-01-25
2020,39200,104100,143300,379,2023-01-25
,,,,,
2022,184800,157400,342200,380,2023-01-25
2021,184800,157400,342200,380,2023-01-25
2020,156000,125500,281500,380,2023-01-25
,,,,,
2022,73000,107800,180800,381,2023-01-25
2021,73000,107800,180800,381,2023-01-25
2020,61200,86800,148000,381,2023-01-25
,,,,,
2022,150900,158900,309800,382,2023-01-25
2021,150900,158900,309800,382,2023-01-25
2020,131200,139200,270400,382,2023-01-25
,,,,,
2022,0,376700,376700,383,2023-01-25
2021,0,376700,376700,383,2023-01-25
2020,0,314100,314100,383,2023-01-25
,,,,,
2022,115100,446700,561800,384,2023-01-25
2021,115100,446700,561800,384,2023-01-25
2020,34500,404600,439100,384,2023-01-25
,,,,,
2022,285900,172600,458500,385,2023-01-25
2021,285900,172600,458500,385,2023-01-25
2020,248400,188900,437300,385,2023-01-25
,,,,,
2022,0,32300,32300,387,2023-01-25
2021,0,32300,32300,387,2023-01-25
2020,0,23100,23100,387,2023-01-25
,,,,,
2022,0,73500,73500,388,2023-01-25
2021,0,73500,73500,388,2023-01-25
2020,0,60800,60800,388,2023-01-25
,,,,,
2022,267800,112600,380400,389,2023-01-25
2021,267800,112600,380400,389,2023-01-25
2020,266600,100400,367000,389,2023-01-25
,,,,,
2022,0,454600,454600,390,2023-01-25
2021,0,454600,454600,390,2023-01-25
2020,0,397500,397500,390,2023-01-25
,,,,,
2022,147800,321300,469100,391,2023-01-25
2021,147800,321300,469100,391,2023-01-25
2020,78600,252200,330800,391,2023-01-25
,,,,,
2022,490000,360400,850400,392,2023-01-25
2021,490100,360300,850400,392,2023-01-25
2020,439200,285600,724800,392,2023-01-25
,,,,,
2022,371100,355400,726500,394,2023-01-25
2021,371100,355400,726500,394,2023-01-25
2020,366000,281200,647200,394,2023-01-25
,,,,,
2022,332100,335700,667800,395,2023-01-25
2021,319100,335700,654800,395,2023-01-25
2020,289500,314100,603600,395,2023-01-25
,,,,,
2022,777200,1621300,2398500,398,2023-01-25
2021,777200,1621300,2398500,398,2023-01-25
2020,601100,327800,928900,398,2023-01-25
,,,,,
2022,354400,297700,652100,399,2023-01-25
2021,352100,297700,649800,399,2023-01-25
2020,312000,312000,624000,399,2023-01-25
,,,,,
2022,339100,163100,502200,400,2023-01-25
2021,339100,163100,502200,400,2023-01-25
2020,312500,136600,449100,400,2023-01-25
,,,,,
2022,0,1188900,1188900,401,2023-01-25
2021,0,1188900,1188900,401,2023-01-25
2020,0,1058500,1058500,401,2023-01-25
,,,,,
2022,1367100,1205000,2572100,402,2023-01-25
2021,1367100,1205000,2572100,402,2023-01-25
2020,1353500,950900,2304400,402,2023-01-25
,,,,,
2022,146300,143300,289600,405,2023-01-25
2021,147800,143300,291100,405,2023-01-25
2020,109200,109200,218400,405,2023-01-25
,,,,,
2022,0,420900,420900,407,2023-01-25
2021,0,420900,420900,407,2023-01-25
2020,0,339600,339600,407,2023-01-25
,,,,,
2022,171500,148500,320000,408,2023-01-25
2021,171500,148500,320000,408,2023-01-25
2020,139800,163400,303200,408,2023-01-25
,,,,,
2022,242800,371700,614500,415,2023-01-25
2021,242800,371700,614500,415,2023-01-25
2020,184700,317800,502500,415,2023-01-25
,,,,,
2022,34800,608700,643500,417,2023-01-25
2021,34800,608700,643500,417,2023-01-25
2020,34200,509600,543800,417,2023-01-25
,,,,,
2022,432100,205700,637800,418,2023-01-25
2021,442900,205700,648600,418,2023-01-25
2020,404000,207500,611500,418,2023-01-25
,,,,,
2022,317000,162800,479800,427,2023-01-25
2021,317000,162800,479800,427,2023-01-25
2020,260700,131000,391700,427,2023-01-25
,,,,,
2022,553700,262800,816500,429,2023-01-25
2021,553700,262800,816500,429,2023-01-25
2020,474700,322700,797400,429,2023-01-25
,,,,,
2022,0,23700,23700,432,2023-01-25
2021,0,23700,23700,432,2023-01-25
2020,0,19200,19200,432,2023-01-25
,,,,,
2022,37700,104500,142200,433,2023-01-25
2021,37700,104500,142200,433,2023-01-25
2020,53300,76500,129800,433,2023-01-25
,,,,,
2022,58600,184300,242900,434,2023-01-25
2021,58600,184300,242900,434,2023-01-25
2020,50400,122300,172700,434,2023-01-25
,,,,,
2022,104100,221200,325300,435,2023-01-25
2021,104100,221200,325300,435,2023-01-25
2020,112300,164300,276600,435,2023-01-25
,,,,,
2022,57700,187000,244700,436,2023-01-25
2021,60300,205800,266100,436,2023-01-25
2020,37300,165200,202500,436,2023-01-25
,,,,,
2022,682800,378100,1060900,437,2023-01-25
2021,674600,378100,1052700,437,2023-01-25
2020,475100,298400,773500,437,2023-01-25
,,,,,
2022,308800,261700,570500,438,2023-01-25
2021,308800,261700,570500,438,2023-01-25
2020,254000,232800,486800,438,2023-01-25
,,,,,
2022,0,6400,6400,439,2023-01-25
2021,0,6400,6400,439,2023-01-25
2020,0,5000,5000,439,2023-01-25
,,,,,
2022,53000,228900,281900,440,2023-01-25
2021,53000,228900,281900,440,2023-01-25
2020,43900,179000,222900,440,2023-01-25
,,,,,
2022,404100,455200,859300,441,2023-01-25
2021,393000,455200,848200,441,2023-01-25
2020,382300,346700,729000,441,2023-01-25
,,,,,
2022,229500,196700,426200,442,2023-01-25
2021,229500,196700,426200,442,2023-01-25
2020,240600,162200,402800,442,2023-01-25
,,,,,
2022,417800,344100,761900,446,2023-01-25
2021,417800,344100,761900,446,2023-01-25
2020,433400,828900,1262300,446,2023-01-25
,,,,,
2022,191200,228500,419700,447,2023-01-25
2021,191200,228500,419700,447,2023-01-25
2020,151800,246200,398000,447,2023-01-25
,,,,,
2022,396900,307500,704400,448,2023-01-25
2021,396900,307500,704400,448,2023-01-25
2020,379100,235200,614300,448,2023-01-25
,,,,,
2022,561400,1063100,1624500,450,2023-01-25
2021,561400,1057000,1618400,450,2023-01-25
2020,483000,994400,1477400,450,2023-01-25
,,,,,
2022,586600,840000,1426600,454,2023-01-25
2021,586400,840000,1426400,454,2023-01-25
2020,471100,750400,1221500,454,2023-01-25
,,,,,
2022,818800,409400,1228200,457,2023-01-25
2021,818800,409400,1228200,457,2023-01-25
2020,666000,459900,1125900,457,2023-01-25
,,,,,
2022,234800,272600,507400,458,2023-01-25
2021,234800,272600,507400,458,2023-01-25
2020,239700,235400,475100,458,2023-01-25
,,,,,
2022,293400,192000,485400,459,2023-01-25
2021,293400,192000,485400,459,2023-01-25
2020,235200,206500,441700,459,2023-01-25
,,,,,
2022,479100,279000,758100,460,2023-01-25
2021,479100,279000,758100,460,2023-01-25
2020,391500,236900,628400,460,2023-01-25
,,,,,
2022,714600,311800,1026400,461,2023-01-25
2021,673400,311800,985200,461,2023-01-25
2020,299300,249700,549000,461,2023-01-25
,,,,,
2022,544600,246100,790700,462,2023-01-25
2021,544600,246100,790700,462,2023-01-25
2020,438100,167700,605800,462,2023-01-25
,,,,,
2022,0,372200,372200,463,2023-01-25
2021,0,372200,372200,463,2023-01-25
2020,0,295500,295500,463,2023-01-25
,,,,,
2022,0,250900,250900,465,2023-01-25
2021,0,250900,250900,465,2023-01-25
2020,0,195500,195500,465,2023-01-25
,,,,,
2022,725500,271500,997000,469,2023-01-25
2021,725500,271500,997000,469,2023-01-25
2020,598800,240800,839600,469,2023-01-25
,,,,,
2022,715000,241600,956600,472,2023-01-25
2021,715000,241600,956600,472,2023-01-25
2020,586900,214600,801500,472,2023-01-25
,,,,,
2022,535100,210400,745500,473,2023-01-25
2021,535100,210400,745500,473,2023-01-25
2020,427400,186100,613500,473,2023-01-25
,,,,,
2022,358800,200000,558800,474,2023-01-25
2021,358800,200000,558800,474,2023-01-25
2020,322500,176700,499200,474,2023-01-25
,,,,,
2022,472000,379600,851600,475,2023-01-25
2021,472000,379600,851600,475,2023-01-25
2020,492300,317100,809400,475,2023-01-25
,,,,,
2022,285600,334600,620200,476,2023-01-25
2021,285600,334600,620200,476,2023-01-25
2020,261600,345100,606700,476,2023-01-25
,,,,,
2022,270800,522200,793000,478,2023-01-25
2021,270800,522200,793000,478,2023-01-25
2020,218200,506600,724800,478,2023-01-25
,,,,,
2022,750500,609400,1359900,479,2023-01-25
2021,750500,609400,1359900,479,2023-01-25
2020,724800,582700,1307500,479,2023-01-25
,,,,,
2022,233500,232000,465500,480,2023-01-25
2021,247100,232000,479100,480,2023-01-25
2020,182700,192300,375000,480,2023-01-25
,,,,,
2022,308300,229800,538100,482,2023-01-25
2021,308300,229800,538100,482,2023-01-25
2020,302700,189400,492100,482,2023-01-25
,,,,,
2022,0,700,700,483,2023-01-25
2021,0,700,700,483,2023-01-25
2020,0,600,600,483,2023-01-25
,,,,,
2022,431700,182200,613900,484,2023-01-25
2021,431700,182200,613900,484,2023-01-25
2020,387300,164200,551500,484,2023-01-25
,,,,,
2022,367800,218100,585900,486,2023-01-25
2021,367800,218100,585900,486,2023-01-25
2020,269200,196800,466000,486,2023-01-25
,,,,,
2022,165100,180000,345100,487,2023-01-25
2021,165100,180000,345100,487,2023-01-25
2020,163300,162200,325500,487,2023-01-25
,,,,,
2022,309400,248800,558200,488,2023-01-25
2021,309400,248800,558200,488,2023-01-25
2020,228000,265200,493200,488,2023-01-25
,,,,,
2022,225500,253700,479200,489,2023-01-25
2021,225500,253700,479200,489,2023-01-25
2020,306000,244300,550300,489,2023-01-25
,,,,,
2022,289700,211700,501400,490,2023-01-25
2021,289700,211700,501400,490,2023-01-25
2020,195900,249200,445100,490,2023-01-25
,,,,,
2022,311300,608300,919600,491,2023-01-25
2021,311300,608300,919600,491,2023-01-25
2020,439800,607900,1047700,491,2023-01-25
,,,,,
2022,146800,198600,345400,492,2023-01-25
2021,124500,198600,323100,492,2023-01-25
2020,112200,145600,257800,492,2023-01-25
,,,,,
2022,442700,693200,1135900,493,2023-01-25
2021,442700,693200,1135900,493,2023-01-25
2020,367000,683200,1050200,493,2023-01-25
,,,,,
2022,978200,559900,1538100,494,2023-01-25
2021,978200,559900,1538100,494,2023-01-25
2020,888400,515400,1403800,494,2023-01-25
,,,,,
2022,308000,333700,641700,495,2023-01-25
2021,308000,333700,641700,495,2023-01-25
2020,240400,323400,563800,495,2023-01-25
,,,,,
2022,63500,199300,262800,501,2023-01-25
2021,63500,199300,262800,501,2023-01-25
2020,65000,159200,224200,501,2023-01-25
,,,,,
2022,704800,688900,1393700,505,2023-01-25
2021,704800,688900,1393700,505,2023-01-25
2020,615900,571800,1187700,505,2023-01-25
,,,,,
2022,580400,356800,937200,506,2023-01-25
2021,580400,356800,937200,506,2023-01-25
2020,490100,315000,805100,506,2023-01-25
,,,,,
2022,-43300,653800,610500,507,2023-01-25
2021,326000,653800,979800,507,2023-01-25
2020,283000,562500,845500,507,2023-01-25
,,,,,
2022,339400,260800,600200,509,2023-01-25
2021,339400,260800,600200,509,2023-01-25
2020,346600,229600,576200,509,2023-01-25
,,,,,
2022,406200,343100,749300,510,2023-01-25
2021,406200,343100,749300,510,2023-01-25
2020,383700,348900,732600,510,2023-01-25
,,,,,
2022,196100,212500,408600,511,2023-01-25
2021,196100,212500,408600,511,2023-01-25
2020,190500,202000,392500,511,2023-01-25
,,,,,
2022,0,265100,265100,512,2023-01-25
2021,0,265100,265100,512,2023-01-25
2020,0,212700,212700,512,2023-01-25
,,,,,
2022,275900,214600,490500,513,2023-01-25
2021,275900,214600,490500,513,2023-01-25
2020,233800,249000,482800,513,2023-01-25
,,,,,
2022,365300,357000,722300,514,2023-01-25
2021,365300,357000,722300,514,2023-01-25
2020,330700,373200,703900,514,2023-01-25
,,,,,
2022,173600,187700,361300,515,2023-01-25
2021,173600,187700,361300,515,2023-01-25
2020,156900,180400,337300,515,2023-01-25
,,,,,
2022,331700,281800,613500,517,2023-01-25
2021,331700,281800,613500,517,2023-01-25
2020,279200,262000,541200,517,2023-01-25
,,,,,
2022,290800,217800,508600,518,2023-01-25
2021,290800,217800,508600,518,2023-01-25
2020,275100,177700,452800,518,2023-01-25
,,,,,
2022,142100,156900,299000,519,2023-01-25
2021,142100,156900,299000,519,2023-01-25
2020,124600,125100,249700,519,2023-01-25
,,,,,
2022,482800,204900,687700,520,2023-01-25
2021,482800,204900,687700,520,2023-01-25
2020,392700,164000,556700,520,2023-01-25
,,,,,
2022,133200,162100,295300,522,2023-01-25
2021,133200,162100,295300,522,2023-01-25
2020,118100,116600,234700,522,2023-01-25
,,,,,
2022,133300,217300,350600,526,2023-01-25
2021,133300,217300,350600,526,2023-01-25
2020,112300,155900,268200,526,2023-01-25
,,,,,
2022,312700,207400,520100,527,2023-01-25
2021,312700,207400,520100,527,2023-01-25
2020,342300,166300,508600,527,2023-01-25
,,,,,
2022,159300,181700,341000,529,2023-01-25
2021,159300,181700,341000,529,2023-01-25
2020,138200,145200,283400,529,2023-01-25
,,,,,
2022,458500,301900,760400,530,2023-01-25
2021,458500,301900,760400,530,2023-01-25
2020,496700,258000,754700,530,2023-01-25
,,,,,
2022,58700,182400,241100,532,2023-01-25
2021,58700,182400,241100,532,2023-01-25
2020,54400,160700,215100,532,2023-01-25
,,,,,
2022,561200,270000,831200,533,2023-01-25
2021,561200,270000,831200,533,2023-01-25
2020,497900,324100,822000,533,2023-01-25
,,,,,
2022,544100,312100,856200,537,2023-01-25
2021,544100,312100,856200,537,2023-01-25
2020,601700,274900,876600,537,2023-01-25
,,,,,
2022,379300,259400,638700,538,2023-01-25
2021,377000,259400,636400,538,2023-01-25
2020,336800,252900,589700,538,2023-01-25
,,,,,
2022,296800,300900,597700,540,2023-01-25
2021,296800,300900,597700,540,2023-01-25
2020,244500,305400,549900,540,2023-01-25
,,,,,
2022,184300,147700,332000,542,2023-01-25
2021,177800,147700,325500,542,2023-01-25
2020,164900,130300,295200,542,2023-01-25
,,,,,
2022,0,54100,54100,543,2023-01-25
2021,0,54100,54100,543,2023-01-25
2020,0,44300,44300,543,2023-01-25
,,,,,
2022,62700,171200,233900,544,2023-01-25
2021,62700,171200,233900,544,2023-01-25
2020,47900,113500,161400,544,2023-01-25
,,,,,
2022,109800,168200,278000,545,2023-01-25
2021,102700,168200,270900,545,2023-01-25
2020,86300,111000,197300,545,2023-01-25
,,,,,
2022,115400,217500,332900,546,2023-01-25
2021,115400,217500,332900,546,2023-01-25
2020,107900,178400,286300,546,2023-01-25
,,,,,
2022,175800,185500,361300,547,2023-01-25
2021,175800,185500,361300,547,2023-01-25
2020,168900,156700,325600,547,2023-01-25
,,,,,
2022,3600,276400,280000,552,2023-01-25
2021,3600,276400,280000,552,2023-01-25
2020,3500,247500,251000,552,2023-01-25
,,,,,
2022,114900,203800,318700,557,2023-01-25
2021,114900,203800,318700,557,2023-01-25
2020,91600,151000,242600,557,2023-01-25
,,,,,
2022,45800,161200,207000,558,2023-01-25
2021,45800,161200,207000,558,2023-01-25
2020,50400,127300,177700,558,2023-01-25
,,,,,
2022,300300,270400,570700,559,2023-01-25
2021,300300,270400,570700,559,2023-01-25
2020,257700,278200,535900,559,2023-01-25
,,,,,
2022,123400,162900,286300,560,2023-01-25
2021,123400,162900,286300,560,2023-01-25
2020,123500,128700,252200,560,2023-01-25
,,,,,
2022,0,12200,12200,561,2023-01-25
2021,0,12200,12200,561,2023-01-25
2020,0,11900,11900,561,2023-01-25
,,,,,
2022,344200,236700,580900,563,2023-01-25
2021,344200,236700,580900,563,2023-01-25
2020,299500,204300,503800,563,2023-01-25
,,,,,
2022,497800,657500,1155300,564,2023-01-25
2021,497800,657500,1155300,564,2023-01-25
2020,421500,550300,971800,564,2023-01-25
,,,,,
2022,247800,332200,580000,565,2023-01-25
2021,247800,332200,580000,565,2023-01-25
2020,256000,250200,506200,565,2023-01-25
,,,,,
2022,730600,508400,1239000,569,2023-01-25
2021,732700,508400,1241100,569,2023-01-25
2020,802700,447800,1250500,569,2023-01-25
,,,,,
2022,184400,577900,762300,570,2023-01-25
2021,184400,578000,762400,570,2023-01-25
2020,138500,487100,625600,570,2023-01-25
,,,,,
2022,169100,180000,349100,571,2023-01-25
2021,169100,180000,349100,571,2023-01-25
2020,120400,158500,278900,571,2023-01-25
,,,,,
2022,155200,183900,339100,572,2023-01-25
2021,181000,183900,364900,572,2023-01-25
2020,31500,117100,148600,572,2023-01-25
,,,,,
2022,862000,1131400,1993400,575,2023-01-25
2021,862000,1131400,1993400,575,2023-01-25
2020,731800,765900,1497700,575,2023-01-25
,,,,,
2022,2084100,1274800,3358900,576,2023-01-25
2021,2084100,1349300,3433400,576,2023-01-25
2020,1802900,943100,2746000,576,2023-01-25
,,,,,
2022,881300,822200,1703500,578,2023-01-25
2021,881300,1036100,1917400,578,2023-01-25
2020,931500,654800,1586300,578,2023-01-25
,,,,,
2022,443300,267200,710500,579,2023-01-25
2021,443300,267200,710500,579,2023-01-25
2020,360800,284400,645200,579,2023-01-25
,,,,,
2022,0,19300,19300,580,2023-01-25
2021,0,19300,19300,580,2023-01-25
2020,0,17500,17500,580,2023-01-25
,,,,,
2022,174700,567800,742500,581,2023-01-25
2021,169200,567800,737000,581,2023-01-25
2020,153400,521200,674600,581,2023-01-25
,,,,,
2022,1700400,671400,2371800,582,2023-01-25
2021,971900,671400,1643300,582,2023-01-25
2020,519000,518200,1037200,582,2023-01-25
,,,,,
2022,561900,531100,1093000,584,2023-01-25
2021,561900,531100,1093000,584,2023-01-25
2020,454200,550800,1005000,584,2023-01-25
,,,,,
2022,0,346300,346300,591,2023-01-25
2021,0,346300,346300,591,2023-01-25
2020,0,258900,258900,591,2023-01-25
,,,,,
2022,0,190200,190200,592,2023-01-25
2021,0,190200,190200,592,2023-01-25
2020,0,144900,144900,592,2023-01-25
,,,,,
2022,234800,372000,606800,593,2023-01-25
2021,234800,372000,606800,593,2023-01-25
2020,155100,330600,485700,593,2023-01-25
,,,,,
2022,541800,257000,798800,594,2023-01-25
2021,541800,257000,798800,594,2023-01-25
2020,459400,257300,716700,594,2023-01-25
,,,,,
2022,689900,399500,1089400,597,2023-01-25
2021,689900,399500,1089400,597,2023-01-25
2020,623600,376500,1000100,597,2023-01-25
,,,,,
2022,0,35000,35000,598,2023-01-25
2021,0,35000,35000,598,2023-01-25
2020,0,30000,30000,598,2023-01-25
,,,,,
2022,133000,128800,261800,600,2023-01-25
2021,133000,128800,261800,600,2023-01-25
2020,137600,109600,247200,600,2023-01-25
,,,,,
2022,0,250000,250000,603,2023-01-25
2021,0,250000,250000,603,2023-01-25
2020,0,254000,254000,603,2023-01-25
,,,,,
2022,189700,133300,323000,605,2023-01-25
2021,189700,133300,323000,605,2023-01-25
2020,192500,100000,292500,605,2023-01-25
,,,,,
2022,243800,191800,435600,607,2023-01-25
2021,243800,191800,435600,607,2023-01-25
2020,236400,133400,369800,607,2023-01-25
,,,,,
2022,672000,460500,1132500,611,2023-01-25
