App. Year	Improvements	Land	Total	PID	CollectedOn
2021	$126,300	$137,700	$264,000	248	2023-04-13
2020	$144,000	$105,500	$249,500	248	2023-04-13

2022	$155,900	$144,300	$300,200	249	2023-04-13
2021	$155,900	$144,300	$300,200	249	2023-04-13
2020	$167,400	$122,000	$289,400	249	2023-04-13

2022	$0	$341,700	$341,700	250	2023-04-13
2021	$0	$341,700	$341,700	250	2023-04-13
2020	$0	$280,000	$280,000	250	2023-04-13

2022	$367,000	$349,100	$716,100	251	2023-04-13
2021	$367,000	$349,100	$716,100	251	2023-04-13
2020	$163,700	$287,200	$450,900	251	2023-04-13

2022	$176,700	$251,500	$428,200	252	2023-04-13
2021	$176,700	$251,500	$428,200	252	2023-04-13
2020	$155,600	$191,800	$347,400	252	2023-04-13

2022	$212,100	$150,400	$362,500	253	2023-04-13
2021	$212,100	$150,400	$362,500	253	2023-04-13
2020	$187,200	$116,400	$303,600	253	2023-04-13

2022	$356,800	$460,900	$817,700	254	2023-04-13
2021	$356,800	$460,900	$817,700	254	2023-04-13
2020	$243,100	$398,600	$641,700	254	2023-04-13

2022	$471,100	$129,400	$600,500	255	2023-04-13
2021	$435,400	$129,400	$564,800	255	2023-04-13
2020	$188,200	$99,500	$287,700	255	2023-04-13

2022	$1,367,900	$364,300	$1,732,200	256	2023-04-13
2021	$1,367,900	$364,300	$1,732,200	256	2023-04-13
2020	$1,251,500	$237,700	$1,489,200	256	2023-04-13

2022	$56,900	$130,700	$187,600	257	2023-04-13
2021	$56,900	$130,700	$187,600	257	2023-04-13
2020	$67,900	$100,700	$168,600	257	2023-04-13

2022	$378,800	$0	$378,800	258	2023-04-13
2021	$378,800	$0	$378,800	258	2023-04-13
2020	$347,600	$0	$347,600	258	2023-04-13

2022	$2,454,700	$592,700	$3,047,400	259	2023-04-13
2021	$2,454,700	$592,700	$3,047,400	259	2023-04-13
2020	$2,190,400	$492,700	$2,683,100	259	2023-04-13

2022	$82,600	$164,500	$247,100	260	2023-04-13
2021	$82,600	$164,500	$247,100	260	2023-04-13
2020	$61,100	$157,300	$218,400	260	2023-04-13

2022	$66,900	$122,600	$189,500	267	2023-04-13
2021	$66,900	$122,600	$189,500	267	2023-04-13
2020	$36,300	$96,600	$132,900	267	2023-04-13

2022	$54,400	$117,800	$172,200	270	2023-04-13
2021	$54,400	$117,800	$172,200	270	2023-04-13
2020	$33,700	$92,300	$126,000	270	2023-04-13

2022	$293,800	$127,600	$421,400	271	2023-04-13
2021	$293,800	$127,600	$421,400	271	2023-04-13
2020	$313,300	$78,200	$391,500	271	2023-04-13

2022	$0	$11,300	$11,300	272	2023-04-13
2021	$0	$11,300	$11,300	272	2023-04-13
2020	$0	$9,000	$9,000	272	2023-04-13

2022	$32,800	$100,700	$133,500	273	2023-04-13
2021	$32,800	$100,700	$133,500	273	2023-04-13
2020	$25,700	$69,300	$95,000	273	2023-04-13

2022	$230,700	$139,000	$369,700	274	2023-04-13
2021	$230,700	$139,000	$369,700	274	2023-04-13
2020	$197,900	$101,700	$299,600	274	2023-04-13

2022	$15,500	$109,800	$125,300	275	2023-04-13
2021	$30,200	$109,800	$140,000	275	2023-04-13
2020	$14,200	$84,200	$98,400	275	2023-04-13

2022	$133,100	$173,400	$306,500	276	2023-04-13
2021	$133,100	$173,400	$306,500	276	2023-04-13
2020	$122,700	$167,400	$290,100	276	2023-04-13

2022	$0	$58,200	$58,200	277	2023-04-13
2021	$0	$58,200	$58,200	277	2023-04-13
2020	$0	$48,300	$48,300	277	2023-04-13

2022	$147,100	$303,100	$450,200	278	2023-04-13
2021	$159,300	$313,600	$472,900	278	2023-04-13
2020	$72,200	$277,900	$350,100	278	2023-04-13

2022	$161,300	$176,800	$338,100	279	2023-04-13
2021	$161,300	$176,800	$338,100	279	2023-04-13
2020	$123,600	$148,700	$272,300	279	2023-04-13

2022	$0	$431,500	$431,500	280	2023-04-13
2021	$0	$431,500	$431,500	280	2023-04-13
2020	$0	$351,300	$351,300	280	2023-04-13

2022	$25,500	$171,600	$197,100	283	2023-04-13
2021	$25,500	$171,600	$197,100	283	2023-04-13
2020	$32,600	$130,600	$163,200	283	2023-04-13

2022	$566,500	$297,100	$863,600	287	2023-04-13
2021	$566,500	$297,100	$863,600	287	2023-04-13
2020	$518,800	$278,200	$797,000	287	2023-04-13

2022	$245,600	$328,100	$573,700	288	2023-04-13
2021	$245,600	$328,100	$573,700	288	2023-04-13
2020	$204,100	$307,200	$511,300	288	2023-04-13

2022	$618,200	$454,000	$1,072,200	290	2023-04-13
2021	$618,200	$454,000	$1,072,200	290	2023-04-13
2020	$269,000	$476,100	$745,100	290	2023-04-13

2022	$0	$139,200	$139,200	291	2023-04-13
2021	$0	$139,200	$139,200	291	2023-04-13
2020	$0	$117,400	$117,400	291	2023-04-13

2022	($18,800)	$569,300	$550,500	292	2023-04-13
2021	$376,400	$569,300	$945,700	292	2023-04-13
2020	$317,300	$495,300	$812,600	292	2023-04-13

2022	$411,100	$386,400	$797,500	294	2023-04-13
2021	$411,100	$386,400	$797,500	294	2023-04-13
2020	$378,500	$325,400	$703,900	294	2023-04-13

2022	$132,400	$104,100	$236,500	295	2023-04-13
2021	$132,400	$104,100	$236,500	295	2023-04-13
2020	$130,300	$90,500	$220,800	295	2023-04-13

2022	$131,100	$0	$131,100	296	2023-04-13
2021	$131,100	$0	$131,100	296	2023-04-13
2020	$127,600	$0	$127,600	296	2023-04-13

2022	$40,800	$88,400	$129,200	297	2023-04-13
2021	$40,800	$88,400	$129,200	297	2023-04-13
2020	$31,400	$70,400	$101,800	297	2023-04-13

2022	$168,100	$118,200	$286,300	298	2023-04-13
2021	$168,100	$118,200	$286,300	298	2023-04-13
2020	$130,400	$95,400	$225,800	298	2023-04-13

2022	$108,200	$133,400	$241,600	299	2023-04-13
2021	$108,200	$133,400	$241,600	299	2023-04-13
2020	$100,300	$95,400	$195,700	299	2023-04-13

2022	$116,500	$93,400	$209,900	300	2023-04-13
2021	$116,500	$93,400	$209,900	300	2023-04-13
2020	$105,200	$84,900	$190,100	300	2023-04-13

2022	$197,200	$235,000	$432,200	301	2023-04-13
2021	$197,200	$235,000	$432,200	301	2023-04-13
2020	$150,800	$189,000	$339,800	301	2023-04-13

2022	$392,100	$179,200	$571,300	303	2023-04-13
2021	$392,100	$179,200	$571,300	303	2023-04-13
2020	$310,800	$142,900	$453,700	303	2023-04-13

2022	$252,100	$220,000	$472,100	306	2023-04-13
2021	$254,500	$220,000	$474,500	306	2023-04-13
2020	$173,800	$201,400	$375,200	306	2023-04-13

2022	$498,100	$362,500	$860,600	307	2023-04-13
2021	$498,100	$362,500	$860,600	307	2023-04-13
2020	$498,800	$322,000	$820,800	307	2023-04-13

2022	$280,100	$196,600	$476,700	308	2023-04-13
2021	$280,100	$196,600	$476,700	308	2023-04-13
2020	$274,500	$150,300	$424,800	308	2023-04-13

2022	$283,000	$571,900	$854,900	309	2023-04-13
2021	$283,000	$571,900	$854,900	309	2023-04-13
2020	$264,700	$473,100	$737,800	309	2023-04-13

2022	$511,300	$244,800	$756,100	310	2023-04-13
2021	$511,300	$244,800	$756,100	310	2023-04-13
2020	$475,100	$234,000	$709,100	310	2023-04-13

2022	$0	$637,800	$637,800	311	2023-04-13
2021	$0	$637,800	$637,800	311	2023-04-13
2020	$0	$537,000	$537,000	311	2023-04-13

2022	$675,600	$661,400	$1,337,000	313	2023-04-13
2021	$675,600	$661,400	$1,337,000	313	2023-04-13
2020	$606,600	$695,100	$1,301,700	313	2023-04-13

2022	$484,200	$174,900	$659,100	315	2023-04-13
2021	$484,200	$174,900	$659,100	315	2023-04-13
2020	$437,000	$136,800	$573,800	315	2023-04-13

2022	$229,500	$180,700	$410,200	316	2023-04-13
2021	$229,500	$180,700	$410,200	316	2023-04-13
2020	$228,100	$143,200	$371,300	316	2023-04-13

2022	$361,800	$152,900	$514,700	317	2023-04-13
2021	$361,800	$152,900	$514,700	317	2023-04-13
2020	$361,600	$127,700	$489,300	317	2023-04-13

2022	$381,800	$222,900	$604,700	319	2023-04-13
2021	$381,800	$222,900	$604,700	319	2023-04-13
2020	$351,600	$172,500	$524,100	319	2023-04-13

2022	$0	$433,100	$433,100	320	2023-04-13
2021	$0	$433,100	$433,100	320	2023-04-13
2020	$0	$395,000	$395,000	320	2023-04-13

2022	$74,900	$140,500	$215,400	321	2023-04-13
2021	$74,900	$140,500	$215,400	321	2023-04-13
2020	$67,200	$99,000	$166,200	321	2023-04-13

2022	$0	$273,200	$273,200	322	2023-04-13
2021	$0	$273,200	$273,200	322	2023-04-13
2020	$0	$226,200	$226,200	322	2023-04-13

2022	$150,100	$143,800	$293,900	323	2023-04-13
2021	$149,300	$143,800	$293,100	323	2023-04-13
2020	$119,400	$110,400	$229,800	323	2023-04-13

2022	$319,900	$137,800	$457,700	324	2023-04-13
2021	$319,900	$137,800	$457,700	324	2023-04-13
2020	$303,200	$99,600	$402,800	324	2023-04-13

2022	$750,700	$251,100	$1,001,800	325	2023-04-13
2021	$750,700	$251,100	$1,001,800	325	2023-04-13
2020	$713,100	$197,900	$911,000	325	2023-04-13

2022	$327,800	$180,100	$507,900	326	2023-04-13
2021	$327,800	$180,100	$507,900	326	2023-04-13
2020	$338,700	$138,200	$476,900	326	2023-04-13

2022	$252,500	$153,200	$405,700	327	2023-04-13
2021	$244,400	$153,200	$397,600	327	2023-04-13
2020	$166,900	$103,600	$270,500	327	2023-04-13

2022	$178,800	$161,000	$339,800	328	2023-04-13
2021	$178,800	$161,000	$339,800	328	2023-04-13
2020	$201,300	$124,200	$325,500	328	2023-04-13

2022	$110,800	$93,200	$204,000	329	2023-04-13
2021	$130,800	$93,200	$224,000	329	2023-04-13
2020	$105,000	$83,900	$188,900	329	2023-04-13

2022	$216,200	$201,200	$417,400	330	2023-04-13
2021	$228,000	$201,200	$429,200	330	2023-04-13
2020	$176,300	$161,800	$338,100	330	2023-04-13

2022	$62,500	$131,800	$194,300	331	2023-04-13
2021	$62,500	$131,800	$194,300	331	2023-04-13
2020	$75,800	$95,300	$171,100	331	2023-04-13

2022	$0	$15,700	$15,700	333	2023-04-13
2021	$0	$15,700	$15,700	333	2023-04-13
2020	$0	$12,100	$12,100	333	2023-04-13

2022	$459,600	$318,400	$778,000	334	2023-04-13
2021	$459,600	$318,400	$778,000	334	2023-04-13
2020	$375,400	$284,300	$659,700	334	2023-04-13

2022	$103,500	$157,100	$260,600	335	2023-04-13
2021	$103,500	$157,100	$260,600	335	2023-04-13
2020	$121,500	$119,100	$240,600	335	2023-04-13

2022	$210,700	$158,300	$369,000	336	2023-04-13
2021	$210,700	$158,300	$369,000	336	2023-04-13
2020	$205,600	$120,200	$325,800	336	2023-04-13

2022	$630,400	$197,400	$827,800	337	2023-04-13
2021	$630,400	$197,400	$827,800	337	2023-04-13
2020	$656,400	$120,600	$777,000	337	2023-04-13

2022	$153,000	$140,300	$293,300	339	2023-04-13
2021	$153,000	$140,300	$293,300	339	2023-04-13
2020	$170,300	$89,400	$259,700	339	2023-04-13

2022	$382,600	$176,700	$559,300	340	2023-04-13
2021	$389,200	$199,000	$588,200	340	2023-04-13
2020	$350,400	$132,800	$483,200	340	2023-04-13

2022	$191,600	$123,800	$315,400	341	2023-04-13
2021	$191,600	$123,800	$315,400	341	2023-04-13
2020	$149,100	$80,700	$229,800	341	2023-04-13

2022	$238,400	$197,200	$435,600	343	2023-04-13
2021	$238,400	$197,200	$435,600	343	2023-04-13
2020	$220,700	$159,000	$379,700	343	2023-04-13

2022	$265,500	$504,500	$770,000	344	2023-04-13
2021	$265,500	$504,500	$770,000	344	2023-04-13
2020	$178,700	$452,100	$630,800	344	2023-04-13

2022	$288,300	$153,300	$441,600	345	2023-04-13
2021	$288,300	$153,300	$441,600	345	2023-04-13
2020	$248,600	$119,100	$367,700	345	2023-04-13

2022	$256,900	$159,200	$416,100	346	2023-04-13
2021	$256,900	$159,200	$416,100	346	2023-04-13
2020	$195,900	$119,000	$314,900	346	2023-04-13

2022	$8,800	$293,500	$302,300	347	2023-04-13
2021	$8,800	$293,500	$302,300	347	2023-04-13
2020	$8,200	$241,900	$250,100	347	2023-04-13

2022	$287,400	$149,400	$436,800	348	2023-04-13
2021	$287,400	$149,400	$436,800	348	2023-04-13
2020	$301,800	$115,500	$417,300	348	2023-04-13

2022	$0	$102,600	$102,600	349	2023-04-13
2021	$0	$102,600	$102,600	349	2023-04-13
2020	$0	$93,300	$93,300	349	2023-04-13

2022	$0	$52,200	$52,200	350	2023-04-13
2021	$0	$52,200	$52,200	350	2023-04-13
2020	$0	$45,700	$45,700	350	2023-04-13

2022	$284,700	$148,900	$433,600	351	2023-04-13
2021	$284,700	$148,900	$433,600	351	2023-04-13
2020	$276,100	$115,000	$391,100	351	2023-04-13

2022	$0	$330,300	$330,300	355	2023-04-13
2021	$0	$330,300	$330,300	355	2023-04-13
2020	$0	$279,100	$279,100	355	2023-04-13

2022	$0	$159,000	$159,000	357	2023-04-13
2021	$0	$159,000	$159,000	357	2023-04-13
2020	$0	$124,500	$124,500	357	2023-04-13

2022	$0	$9,300	$9,300	358	2023-04-13
2021	$0	$9,300	$9,300	358	2023-04-13
2020	$0	$8,400	$8,400	358	2023-04-13

2022	$92,400	$135,100	$227,500	359	2023-04-13
2021	$92,400	$135,100	$227,500	359	2023-04-13
2020	$71,900	$97,200	$169,100	359	2023-04-13

2022	$128,100	$101,800	$229,900	360	2023-04-13
2021	$128,100	$101,800	$229,900	360	2023-04-13
2020	$93,600	$84,300	$177,900	360	2023-04-13

2022	$344,600	$367,400	$712,000	361	2023-04-13
2021	$344,600	$367,400	$712,000	361	2023-04-13
2020	$315,000	$311,700	$626,700	361	2023-04-13

2022	$392,400	$128,100	$520,500	363	2023-04-13
2021	$391,000	$128,100	$519,100	363	2023-04-13
2020	$314,800	$108,300	$423,100	363	2023-04-13

2022	$114,400	$98,300	$212,700	364	2023-04-13
2021	$114,400	$98,300	$212,700	364	2023-04-13
2020	$83,300	$72,900	$156,200	364	2023-04-13

2022	$544,900	$502,900	$1,047,800	365	2023-04-13
2021	$544,900	$502,900	$1,047,800	365	2023-04-13
2020	$538,500	$426,400	$964,900	365	2023-04-13

2022	$242,900	$111,700	$354,600	368	2023-04-13
2021	$242,900	$111,700	$354,600	368	2023-04-13
2020	$238,100	$102,400	$340,500	368	2023-04-13

2022	$477,100	$445,900	$923,000	369	2023-04-13
2021	$477,100	$445,900	$923,000	369	2023-04-13
2020	$450,900	$417,800	$868,700	369	2023-04-13

2022	$0	$312,000	$312,000	370	2023-04-13
2021	$0	$312,000	$312,000	370	2023-04-13
2020	$0	$255,600	$255,600	370	2023-04-13

2022	$342,300	$166,800	$509,100	371	2023-04-13
2021	$342,300	$166,800	$509,100	371	2023-04-13
2020	$323,100	$154,400	$477,500	371	2023-04-13

2022	$219,900	$208,700	$428,600	372	2023-04-13
2021	$219,900	$208,700	$428,600	372	2023-04-13
2020	$209,400	$199,900	$409,300	372	2023-04-13

2022	$0	$244,100	$244,100	375	2023-04-13
2021	$0	$303,100	$303,100	375	2023-04-13
2020	$0	$156,600	$156,600	375	2023-04-13

2022	$387,900	$326,200	$714,100	376	2023-04-13
2021	$387,900	$326,200	$714,100	376	2023-04-13
2020	$330,500	$292,100	$622,600	376	2023-04-13

2022	$34,900	$462,600	$497,500	377	2023-04-13
2021	$34,900	$462,600	$497,500	377	2023-04-13
2020	$42,400	$386,700	$429,100	377	2023-04-13

2022	$345,600	$142,700	$488,300	378	2023-04-13
2021	$345,600	$142,700	$488,300	378	2023-04-13
2020	$266,300	$122,400	$388,700	378	2023-04-13

2022	$65,300	$118,000	$183,300	379	2023-04-13
2021	$60,600	$118,000	$178,600	379	2023-04-13
2020	$39,200	$104,100	$143,300	379	2023-04-13

2022	$184,800	$157,400	$342,200	380	2023-04-13
2021	$184,800	$157,400	$342,200	380	2023-04-13
2020	$156,000	$125,500	$281,500	380	2023-04-13

2022	$73,000	$107,800	$180,800	381	2023-04-13
2021	$73,000	$107,800	$180,800	381	2023-04-13
2020	$61,200	$86,800	$148,000	381	2023-04-13

2022	$150,900	$158,900	$309,800	382	2023-04-13
2021	$150,900	$158,900	$309,800	382	2023-04-13
2020	$131,200	$139,200	$270,400	382	2023-04-13

2022	$0	$376,700	$376,700	383	2023-04-13
2021	$0	$376,700	$376,700	383	2023-04-13
2020	$0	$314,100	$314,100	383	2023-04-13

2022	$115,100	$446,700	$561,800	384	2023-04-13
2021	$115,100	$446,700	$561,800	384	2023-04-13
2020	$34,500	$404,600	$439,100	384	2023-04-13

2022	$285,900	$172,600	$458,500	385	2023-04-13
2021	$285,900	$172,600	$458,500	385	2023-04-13
2020	$248,400	$188,900	$437,300	385	2023-04-13

2022	$0	$32,300	$32,300	387	2023-04-13
2021	$0	$32,300	$32,300	387	2023-04-13
2020	$0	$23,100	$23,100	387	2023-04-13

2022	$0	$73,500	$73,500	388	2023-04-13
2021	$0	$73,500	$73,500	388	2023-04-13
2020	$0	$60,800	$60,800	388	2023-04-13

2022	$267,800	$112,600	$380,400	389	2023-04-13
2021	$267,800	$112,600	$380,400	389	2023-04-13
2020	$266,600	$100,400	$367,000	389	2023-04-13

2022	$0	$454,600	$454,600	390	2023-04-13
2021	$0	$454,600	$454,600	390	2023-04-13
2020	$0	$397,500	$397,500	390	2023-04-13

2022	$147,800	$321,300	$469,100	391	2023-04-13
2021	$147,800	$321,300	$469,100	391	2023-04-13
2020	$78,600	$252,200	$330,800	391	2023-04-13

2022	$490,000	$360,400	$850,400	392	2023-04-13
2021	$490,100	$360,300	$850,400	392	2023-04-13
2020	$439,200	$285,600	$724,800	392	2023-04-13

2022	$371,100	$355,400	$726,500	394	2023-04-13
2021	$371,100	$355,400	$726,500	394	2023-04-13
2020	$366,000	$281,200	$647,200	394	2023-04-13

2022	$332,100	$335,700	$667,800	395	2023-04-13
2021	$319,100	$335,700	$654,800	395	2023-04-13
2020	$289,500	$314,100	$603,600	395	2023-04-13

2022	$777,200	$1,621,300	$2,398,500	398	2023-04-13
2021	$777,200	$1,621,300	$2,398,500	398	2023-04-13
2020	$601,100	$327,800	$928,900	398	2023-04-13

2022	$354,400	$297,700	$652,100	399	2023-04-13
2021	$352,100	$297,700	$649,800	399	2023-04-13
2020	$312,000	$312,000	$624,000	399	2023-04-13

2022	$339,100	$163,100	$502,200	400	2023-04-13
2021	$339,100	$163,100	$502,200	400	2023-04-13
2020	$312,500	$136,600	$449,100	400	2023-04-13

2022	$0	$1,188,900	$1,188,900	401	2023-04-13
2021	$0	$1,188,900	$1,188,900	401	2023-04-13
2020	$0	$1,058,500	$1,058,500	401	2023-04-13

2022	$1,367,100	$1,205,000	$2,572,100	402	2023-04-13
2021	$1,367,100	$1,205,000	$2,572,100	402	2023-04-13
2020	$1,353,500	$950,900	$2,304,400	402	2023-04-13

2022	$146,300	$143,300	$289,600	405	2023-04-13
2021	$147,800	$143,300	$291,100	405	2023-04-13
2020	$109,200	$109,200	$218,400	405	2023-04-13

2022	$0	$420,900	$420,900	407	2023-04-13
2021	$0	$420,900	$420,900	407	2023-04-13
2020	$0	$339,600	$339,600	407	2023-04-13

2022	$171,500	$148,500	$320,000	408	2023-04-13
2021	$171,500	$148,500	$320,000	408	2023-04-13
2020	$139,800	$163,400	$303,200	408	2023-04-13

2022	$242,800	$371,700	$614,500	415	2023-04-13
2021	$242,800	$371,700	$614,500	415	2023-04-13
2020	$184,700	$317,800	$502,500	415	2023-04-13

2022	$34,800	$608,700	$643,500	417	2023-04-13
2021	$34,800	$608,700	$643,500	417	2023-04-13
2020	$34,200	$509,600	$543,800	417	2023-04-13

2022	$432,100	$205,700	$637,800	418	2023-04-13
2021	$442,900	$205,700	$648,600	418	2023-04-13
2020	$404,000	$207,500	$611,500	418	2023-04-13

2022	$317,000	$162,800	$479,800	427	2023-04-13
2021	$317,000	$162,800	$479,800	427	2023-04-13
2020	$260,700	$131,000	$391,700	427	2023-04-13

2022	$553,700	$262,800	$816,500	429	2023-04-13
2021	$553,700	$262,800	$816,500	429	2023-04-13
2020	$474,700	$322,700	$797,400	429	2023-04-13

2022	$0	$23,700	$23,700	432	2023-04-13
2021	$0	$23,700	$23,700	432	2023-04-13
2020	$0	$19,200	$19,200	432	2023-04-13

2022	$37,700	$104,500	$142,200	433	2023-04-13
2021	$37,700	$104,500	$142,200	433	2023-04-13
2020	$53,300	$76,500	$129,800	433	2023-04-13

2022	$58,600	$184,300	$242,900	434	2023-04-13
2021	$58,600	$184,300	$242,900	434	2023-04-13
2020	$50,400	$122,300	$172,700	434	2023-04-13

2022	$104,100	$221,200	$325,300	435	2023-04-13
2021	$104,100	$221,200	$325,300	435	2023-04-13
2020	$112,300	$164,300	$276,600	435	2023-04-13

2022	$57,700	$187,000	$244,700	436	2023-04-13
2021	$60,300	$205,800	$266,100	436	2023-04-13
2020	$37,300	$165,200	$202,500	436	2023-04-13

2022	$682,800	$378,100	$1,060,900	437	2023-04-13
2021	$674,600	$378,100	$1,052,700	437	2023-04-13
2020	$475,100	$298,400	$773,500	437	2023-04-13

2022	$308,800	$261,700	$570,500	438	2023-04-13
2021	$308,800	$261,700	$570,500	438	2023-04-13
2020	$254,000	$232,800	$486,800	438	2023-04-13

2022	$0	$6,400	$6,400	439	2023-04-13
2021	$0	$6,400	$6,400	439	2023-04-13
2020	$0	$5,000	$5,000	439	2023-04-13

2022	$53,000	$228,900	$281,900	440	2023-04-13
2021	$53,000	$228,900	$281,900	440	2023-04-13
2020	$43,900	$179,000	$222,900	440	2023-04-13

2022	$404,100	$455,200	$859,300	441	2023-04-13
2021	$393,000	$455,200	$848,200	441	2023-04-13
2020	$382,300	$346,700	$729,000	441	2023-04-13

2022	$229,500	$196,700	$426,200	442	2023-04-13
2021	$229,500	$196,700	$426,200	442	2023-04-13
2020	$240,600	$162,200	$402,800	442	2023-04-13

2022	$417,800	$344,100	$761,900	446	2023-04-13
2021	$417,800	$344,100	$761,900	446	2023-04-13
2020	$433,400	$828,900	$1,262,300	446	2023-04-13

2022	$191,200	$228,500	$419,700	447	2023-04-13
2021	$191,200	$228,500	$419,700	447	2023-04-13
2020	$151,800	$246,200	$398,000	447	2023-04-13

2022	$396,900	$307,500	$704,400	448	2023-04-13
2021	$396,900	$307,500	$704,400	448	2023-04-13
2020	$379,100	$235,200	$614,300	448	2023-04-13

2022	$561,400	$1,063,100	$1,624,500	450	2023-04-13
2021	$561,400	$1,057,000	$1,618,400	450	2023-04-13
2020	$483,000	$994,400	$1,477,400	450	2023-04-13

2022	$586,600	$840,000	$1,426,600	454	2023-04-13
2021	$586,400	$840,000	$1,426,400	454	2023-04-13
2020	$471,100	$750,400	$1,221,500	454	2023-04-13

2022	$818,800	$409,400	$1,228,200	457	2023-04-13
2021	$818,800	$409,400	$1,228,200	457	2023-04-13
2020	$666,000	$459,900	$1,125,900	457	2023-04-13

2022	$234,800	$272,600	$507,400	458	2023-04-13
2021	$234,800	$272,600	$507,400	458	2023-04-13
2020	$239,700	$235,400	$475,100	458	2023-04-13

2022	$293,400	$192,000	$485,400	459	2023-04-13
2021	$293,400	$192,000	$485,400	459	2023-04-13
2020	$235,200	$206,500	$441,700	459	2023-04-13

2022	$479,100	$279,000	$758,100	460	2023-04-13
2021	$479,100	$279,000	$758,100	460	2023-04-13
2020	$391,500	$236,900	$628,400	460	2023-04-13

2022	$714,600	$311,800	$1,026,400	461	2023-04-13
2021	$673,400	$311,800	$985,200	461	2023-04-13
2020	$299,300	$249,700	$549,000	461	2023-04-13

2022	$544,600	$246,100	$790,700	462	2023-04-13
2021	$544,600	$246,100	$790,700	462	2023-04-13
2020	$438,100	$167,700	$605,800	462	2023-04-13

2022	$0	$372,200	$372,200	463	2023-04-13
2021	$0	$372,200	$372,200	463	2023-04-13
2020	$0	$295,500	$295,500	463	2023-04-13

2022	$0	$250,900	$250,900	465	2023-04-13
2021	$0	$250,900	$250,900	465	2023-04-13
2020	$0	$195,500	$195,500	465	2023-04-13

2022	$725,500	$271,500	$997,000	469	2023-04-13
2021	$725,500	$271,500	$997,000	469	2023-04-13
2020	$598,800	$240,800	$839,600	469	2023-04-13

2022	$715,000	$241,600	$956,600	472	2023-04-13
2021	$715,000	$241,600	$956,600	472	2023-04-13
2020	$586,900	$214,600	$801,500	472	2023-04-13

2022	$535,100	$210,400	$745,500	473	2023-04-13
2021	$535,100	$210,400	$745,500	473	2023-04-13
2020	$427,400	$186,100	$613,500	473	2023-04-13

2022	$358,800	$200,000	$558,800	474	2023-04-13
2021	$358,800	$200,000	$558,800	474	2023-04-13
2020	$322,500	$176,700	$499,200	474	2023-04-13

2022	$472,000	$379,600	$851,600	475	2023-04-13
2021	$472,000	$379,600	$851,600	475	2023-04-13
2020	$492,300	$317,100	$809,400	475	2023-04-13

2022	$285,600	$334,600	$620,200	476	2023-04-13
2021	$285,600	$334,600	$620,200	476	2023-04-13
2020	$261,600	$345,100	$606,700	476	2023-04-13

2022	$270,800	$522,200	$793,000	478	2023-04-13
2021	$270,800	$522,200	$793,000	478	2023-04-13
2020	$218,200	$506,600	$724,800	478	2023-04-13

2022	$750,500	$609,400	$1,359,900	479	2023-04-13
2021	$750,500	$609,400	$1,359,900	479	2023-04-13
2020	$724,800	$582,700	$1,307,500	479	2023-04-13

2022	$233,500	$232,000	$465,500	480	2023-04-13
2021	$247,100	$232,000	$479,100	480	2023-04-13
2020	$182,700	$192,300	$375,000	480	2023-04-13

2022	$308,300	$229,800	$538,100	482	2023-04-13
2021	$308,300	$229,800	$538,100	482	2023-04-13
2020	$302,700	$189,400	$492,100	482	2023-04-13

2022	$0	$700	$700	483	2023-04-13
2021	$0	$700	$700	483	2023-04-13
2020	$0	$600	$600	483	2023-04-13

2022	$431,700	$182,200	$613,900	484	2023-04-13
2021	$431,700	$182,200	$613,900	484	2023-04-13
2020	$387,300	$164,200	$551,500	484	2023-04-13

2022	$367,800	$218,100	$585,900	486	2023-04-13
2021	$367,800	$218,100	$585,900	486	2023-04-13
2020	$269,200	$196,800	$466,000	486	2023-04-13

2022	$165,100	$180,000	$345,100	487	2023-04-13
2021	$165,100	$180,000	$345,100	487	2023-04-13
2020	$163,300	$162,200	$325,500	487	2023-04-13

2022	$309,400	$248,800	$558,200	488	2023-04-13
2021	$309,400	$248,800	$558,200	488	2023-04-13
2020	$228,000	$265,200	$493,200	488	2023-04-13

2022	$225,500	$253,700	$479,200	489	2023-04-13
2021	$225,500	$253,700	$479,200	489	2023-04-13
2020	$306,000	$244,300	$550,300	489	2023-04-13

2022	$289,700	$211,700	$501,400	490	2023-04-13
2021	$289,700	$211,700	$501,400	490	2023-04-13
2020	$195,900	$249,200	$445,100	490	2023-04-13

2022	$311,300	$608,300	$919,600	491	2023-04-13
2021	$311,300	$608,300	$919,600	491	2023-04-13
2020	$439,800	$607,900	$1,047,700	491	2023-04-13

2022	$146,800	$198,600	$345,400	492	2023-04-13
2021	$124,500	$198,600	$323,100	492	2023-04-13
2020	$112,200	$145,600	$257,800	492	2023-04-13

2022	$442,700	$693,200	$1,135,900	493	2023-04-13
2021	$442,700	$693,200	$1,135,900	493	2023-04-13
2020	$367,000	$683,200	$1,050,200	493	2023-04-13

2022	$978,200	$559,900	$1,538,100	494	2023-04-13
2021	$978,200	$559,900	$1,538,100	494	2023-04-13
2020	$888,400	$515,400	$1,403,800	494	2023-04-13

2022	$308,000	$333,700	$641,700	495	2023-04-13
