PID	Building #	Year Built	Living Area	Replacement Cost	Percent Good	Value after Depreciation	Style	Model	Grade	Stories	Total Bedrooms	Total Bthrms	Total Half Baths	Total Rooms	Num Kitchens	Gross Floor Area	Living Area	CollectedOn
250	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
251	1	1774	3,038	469166	76	356600	Antique	Residential	Average +10	1.75	3	3	1	7	01	6,687	3,038	2024-10-27
251	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
252	1	1988	1,152	189464	73	138300	Modern/Contemp	Residential	Average +10	1.5	2	1	1	5	01	2,640	1,152	2024-10-27
253	1	1968	2,234	276437	75	207300	Modern/Contemp	Residential	Average +10	2	3	2	0	7	01	3,898	2,234	2024-10-27
254	1	1817	2,716	350894	90	315800	Antique	Residential	Average +10	1.5	5	2	0	9	01	5,420	2,716	2024-10-27
254	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
255	1	1930	4,280	735991	77	566700	Colonial	Residential	Average +20	2	3	5	0	8	01	7,192	4,280	2024-10-27
256	1	2014	2,128	372697	96	357800	Ranch	Residential	Average +10	1	5	3	1	9	01	4,256	2,128	2024-10-27
256	2	2016	2,646	442900	94	416300	Office Bldg	Commercial	Average	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	4,776	2,646	2024-10-27
256	3	2015	768	123809	97	120100	Ranch	Residential	Average	1	2	1	0	3	 	1,548	768	2024-10-27
256	4	2016	3,948	526330	90	473700	Office Bldg	Commercial	Average	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	7,422	3,948	2024-10-27
257	1	1890	1,008	97174	55	53400	Conventional	Residential	Below Average	1.5	3	2	0	4	01	2,058	1,008	2024-10-27
258	1	1985	1,933	320635	75	240500	Condominium	Res Condo	Good +20	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	6	MISSING-Num Kitchens:	2,294	1,933	2024-10-27
259	1	2005	13,094	2578041	86	2217100	Private School	Commercial	Good	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	13,540	13,094	2024-10-27
259	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
260	1	1965	540	118345	55	65100	Raised Ranch	Residential	Below Average	1	2	1	0	5	01	3,342	540	2024-10-27
267	1	1971	1,012	67008	72	48200	Mobile Home	Mobile Home	Average +20	1	3	1	0	5	01	2,141	1,012	2024-10-27
270	1	1988	1,013	64943	73	47400	Mobile Home	Mobile Home	Average +10	1	2	2	0	5	01	1,429	1,013	2024-10-27
271	1	1985	2,134	223608	80	178900	Conventional	Residential	Average +10	1.75	3	3	0	6	01	3,488	2,134	2024-10-27
271	2	2001	912	130386	85	110800	Studio/Garage	Residential	Average +20	1.75	00	0	1	2	00	2,492	912	2024-10-27
272	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
273	1	2002	784	38491	85	32700	Mobile Home	Mobile Home	Average	1	2	1	0	4	01	864	784	2024-10-27
274	1	1976	1,236	212706	72	153100	Raised Ranch	Residential	Average +10	1	3	2	0	8	01	2,641	1,236	2024-10-27
275	1	1972	901	39259	35	13700	Mobile Home	Mobile Home	Below Average	1	3	1	0	6	01	1,117	901	2024-10-27
276	1	1955	1,460	181876	72	131000	Cape Cod	Residential	Average	1.5	3	1	1	6	01	3,456	1,460	2024-10-27
277	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
278	1	1958	1,120	239576	60	143700	Ranch	Residential	Average +20	1	2	2	0	5	01	2,847	1,120	2024-10-27
278	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
279	1	1958	1,238	207998	72	149800	Ranch	Residential	Average	1	2	1	0	4	01	3,010	1,238	2024-10-27
280	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
283	1	1950	288	12244	60	7300	Camp	Residential	Minimum	1	00	0	0	2	01	1,043	288	2024-10-27
283	2	2008	378	11665	91	10600	Camp	Residential	Below Average	1	00	0	0	1	 	608	378	2024-10-27
287	1	1990	3,437	690968	77	532000	Cape Cod	Residential	Good +20	1.75	4	4	1	12	01	7,717	3,437	2024-10-27
288	1	1961	2,392	312109	72	224700	Ranch	Residential	Average +10	1	4	2	0	9	01	4,514	2,392	2024-10-27
290	1	2019	3,102	587014	99	581100	Modern/Contemp	Residential	Good +10	2	3	2	1	7	 	7,323	3,102	2024-10-27
291	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
292	1	1890	2,406	330003	60	198000	Colonial	Residential	Average	2	4	2	0	9	01	4,993	2,406	2024-10-27
292	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
292	3	1996	1,600	83059	78	64800	Shop	Commercial	Below Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	1,600	1,600	2024-10-27
294	1	1815	3,175	475941	80	380800	Antique	Residential	Average +20	1.5	3	3	0	9	01	6,402	3,175	2024-10-27
294	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
295	1	1920	1,350	159363	75	119500	Cape Cod	Residential	Average	2	3	2	0	5	01	2,116	1,350	2024-10-27
296	1	1985	2,800	196280	66	129500	Service-Shops	Industrial	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	2,920	2,800	2024-10-27
297	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
298	1	1949	1,305	222995	72	160600	Ranch	Residential	Average	1	3	2	0	6	01	3,856	1,305	2024-10-27
299	1	1947	1,435	148190	65	96300	Cape Cod	Residential	Below Average	1.75	2	1	0	5	01	2,742	1,435	2024-10-27
300	1	1952	1,107	141424	72	101800	Cape Cod	Residential	Average	1.5	3	1	1	5	01	2,052	1,107	2024-10-27
301	1	1817	1,988	257705	72	185500	Antique	Residential	Average	1.5	3	1	1	7	01	5,043	1,988	2024-10-27
303	1	1850	3,142	385029	85	327300	Family Conver.	Residential	Average +10	2	5	2	0	12	01	5,545	3,142	2024-10-27
303	2	1989	1,404	84883	58	49200	Studio/Garage	Residential	Below Average	1.5	 	0	0	 	 	2,808	1,404	2024-10-27
306	1	1984	2,018	324426	73	236800	Colonial	Residential	Average +20	2	3	1	1	8	01	4,202	2,018	2024-10-27
307	1	1986	3,285	524052	90	471600	Cape Cod	Residential	Good +10	1.75	3	3	1	8	01	6,912	3,285	2024-10-27
308	1	1898	2,510	339681	80	271700	Antique	Residential	Average +10	1.75	4	2	0	8	01	5,036	2,510	2024-10-27
309	1	1989	2,087	363534	73	265400	Modern/Contemp	Residential	Good	1.75	2	2	1	8	01	4,188	2,087	2024-10-27
310	1	2007	2,714	555743	91	505700	Modern/Contemp	Residential	Good +10	2	4	3	1	9	 	6,079	2,714	2024-10-27
311	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
313	1	1973	3,369	738739	84	620500	Colonial	Residential	Good +10	2	5	3	2	11	01	6,701	3,369	2024-10-27
313	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
315	1	1989	4,242	627015	75	470300	Family Duplex	Residential	Average +20	1.75	6	4	1	12	02	8,876	4,242	2024-10-27
316	1	1992	2,100	255103	77	196400	Cape Cod	Residential	Average +10	1.75	3	2	0	7	01	4,158	2,100	2024-10-27
317	1	1989	2,654	396333	90	356700	Cape Cod	Residential	Good	1.75	3	2	1	9	01	5,731	2,654	2024-10-27
319	1	1997	2,088	365844	83	303700	Modern/Contemp	Residential	Average +20	2	3	3	0	7	01	4,872	2,088	2024-10-27
320	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
321	1	1966	1,116	144755	50	72400	Ranch	Residential	Below Average	1	3	2	0	7	01	1,884	1,116	2024-10-27
322	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
323	1	1965	1,103	178035	85	151300	Ranch	Residential	Average	1	2	1	0	5	01	2,179	1,103	2024-10-27
324	1	2006	1,838	349566	91	318100	Cape Cod	Residential	Good +10	1.75	3	2	1	7	 	3,766	1,838	2024-10-27
325	1	1998	6,020	863353	86	742500	Profess. Bldg	Commercial	Average +10	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	6,210	6,020	2024-10-27
326	1	1797	2,849	299391	76	227500	Conventional	Residential	Average +20	1.5	4	2	1	10	01	5,878	2,849	2024-10-27
326	2	1995	1,440	126969	79	100300	Studio/Garage	Residential	Average	1	00	2	0	4	01	3,170	1,440	2024-10-27
327	1	2018	1,752	280515	95	266500	Modern/Contemp	Residential	Average +20	2	3	2	0	6	01	2,940	1,752	2024-10-27
328	1	1935	1,435	143523	80	114800	Conventional	Residential	Average	1.5	3	1	1	6	01	2,271	1,435	2024-10-27
328	2	1998	540	58018	81	47000	Studio/Garage	Residential	Average	1.75	00	0	0	1	00	1,440	540	2024-10-27
329	1	1956	912	148306	72	106800	Ranch	Residential	Below Average	1	2	1	0	5	01	2,358	912	2024-10-27
330	1	1976	2,868	284145	67	190400	Modern/Contemp	Residential	Average	2	3	2	0	11	01	2,916	2,868	2024-10-27
331	1	1938	1,186	124730	50	62400	Conventional	Residential	Below Average	2	3	1	0	7	01	3,138	1,186	2024-10-27
333	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
334	1	1989	3,530	569734	78	444400	Modern/Contemp	Residential	Good	2	3	3	0	8	01	6,711	3,530	2024-10-27
335	1	1969	1,108	181220	65	117800	Raised Ranch	Residential	Average	1	3	2	0	6	01	2,424	1,108	2024-10-27
336	1	1994	1,845	232135	79	183400	Cape Cod	Residential	Average +10	1.75	3	2	0	6	01	3,424	1,845	2024-10-27
337	1	2004	3,308	584120	87	508200	Cape Cod	Residential	Good +20	1.75	3	3	1	7	 	5,942	3,308	2024-10-27
337	2	2004	768	115795	87	100700	Studio/Garage	Residential	Good	2	00	1	0	1	 	1,536	768	2024-10-27
339	1	1965	1,440	149626	90	134700	Conventional	Residential	Average	2	3	2	0	5	01	3,237	1,440	2024-10-27
340	1	1989	2,550	447488	79	353500	Modern/Contemp	Residential	Good	2	4	3	0	9	01	5,180	2,550	2024-10-27
341	1	1991	1,590	189341	75	142000	Cape Cod	Residential	Average	1.5	2	2	0	5	01	2,570	1,590	2024-10-27
341	2	1996	600	99202	79	78400	Apt/Garage	Residential	Below Average	1	2	1	0	3	01	1,944	600	2024-10-27
343	1	1968	1,554	308498	76	234500	Modern/Contemp	Residential	Average +20	1	4	2	0	8	01	3,690	1,554	2024-10-27
344	1	2010	1,568	282006	93	262300	Colonial	Residential	Average +20	2	3	1	1	5	 	2,624	1,568	2024-10-27
345	1	1780	2,400	352571	80	282100	Antique	Residential	Average +20	2	3	2	1	7	01	4,092	2,400	2024-10-27
346	1	2005	1,700	282338	86	242800	Private School	Commercial	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	1,905	1,700	2024-10-27
347	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
347	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
348	1	1930	2,906	267054	85	227000	Conventional	Residential	Average +10	1.75	4	2	0	10	01	5,015	2,906	2024-10-27
349	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
350	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
351	1	1772	2,143	285989	85	243100	Antique	Residential	Average +20	1.5	3	1	1	8	01	3,076	2,143	2024-10-27
355	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
357	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
358	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
359	1	1940	950	144242	55	79300	Ranch	Residential	Average	1	3	1	0	6	01	2,458	950	2024-10-27
360	1	1930	1,496	162181	76	123300	Ranch	Residential	Below Average	1	1	1	0	6	01	2,773	1,496	2024-10-27
361	1	1852	3,147	431483	76	327900	Antique	Residential	Average +10	1.75	4	3	0	11	01	7,375	3,147	2024-10-27
361	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
363	1	1965	1,944	430950	90	387900	Colonial	Residential	Good	2	4	2	1	7	01	3,840	1,944	2024-10-27
364	1	1940	1,408	159044	71	112900	Ranch	Residential	Below Average	1	1	1	0	4	01	2,011	1,408	2024-10-27
365	1	1768	3,615	535398	74	396200	Antique	Residential	Good	1.5	4	3	1	13	01	5,250	3,615	2024-10-27
365	2	2002	1,044	112857	74	83500	Cape Cod	Residential	Below Average	1.5	1	0	1	2	01	2,484	1,044	2024-10-27
368	1	1875	2,051	269468	84	226400	Antique	Residential	Average +10	2	4	2	0	9	01	2,787	2,051	2024-10-27
369	1	1998	2,856	570349	83	473400	Modern/Contemp	Residential	Good +20	1.75	3	2	1	7	01	5,667	2,856	2024-10-27
369	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
369	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
370	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
371	1	2002	1,950	386192	87	336000	Modern/Contemp	Residential	Good +10	2	3	2	1	6	01	4,032	1,950	2024-10-27
372	1	1977	1,762	250982	85	213300	Modern/Contemp	Residential	Average +10	1.75	3	2	0	7	01	3,331	1,762	2024-10-27
375	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
376	1	1980	2,676	525609	69	362700	Modern/Contemp	Residential	Average +10	2	5	3	1	13	02	9,015	2,676	2024-10-27
377	1	1974	748	40238	57	22900	Camp	Residential	Average	1	1	0	0	2	01	1,688	748	2024-10-27
377	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
378	1	2011	1,296	363788	95	345600	Apt/Garage	Residential	Excellent+10	1.75	1	1	1	2	 	3,659	1,296	2024-10-27
379	1	2001	1,008	64755	85	55000	Mobile Home	Mobile Home	Average +20	1	2	2	0	4	01	1,316	1,008	2024-10-27
380	1	1962	1,440	208372	80	166700	Ranch	Residential	Average +10	1	3	1	1	6	01	2,740	1,440	2024-10-27
381	1	1948	935	99294	67	66500	Ranch	Residential	Minimum	1	2	1	0	4	01	2,086	935	2024-10-27
382	1	1979	1,524	184458	76	140200	Split-Level	Residential	Average	2	3	1	0	6	01	1,860	1,524	2024-10-27
383	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
384	1	1968	952	165604	60	99400	Ranch	Residential	Below Average	1	5	2	0	8	01	2,932	952	2024-10-27
384	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
385	1	1958	2,432	325852	80	260700	Family Conver.	Residential	Average +10	2	3	2	0	8	01	4,937	2,432	2024-10-27
387	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
388	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
389	1	2014	2,432	273185	96	262300	Cape Cod	Residential	Average +10	1.75	4	2	0	6	01	4,207	2,432	2024-10-27
390	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
391	1	1963	1,672	223660	50	111800	Ranch	Residential	Average	1	3	1	0	7	01	3,440	1,672	2024-10-27
392	1	1997	3,064	529503	83	439500	Modern/Contemp	Residential	Good	2	4	4	1	11	01	5,568	3,064	2024-10-27
394	1	1994	2,184	400218	77	308200	Modern/Contemp	Residential	Average +20	2	3	3	0	9	01	4,676	2,184	2024-10-27
394	2	1940	684	51012	90	45900	Camp	Residential	Average +10	1	1	1	0	2	01	1,149	684	2024-10-27
395	1	1986	2,761	409008	76	310800	Cape Cod	Residential	Average +20	1.75	3	4	0	8	01	5,826	2,761	2024-10-27
398	1	2014	4,344	786223	96	754800	Cape Cod	Residential	Excellent+10	1.75	4	2	1	8	01	6,219	4,344	2024-10-27
399	1	1994	1,660	284678	90	256200	Modern/Contemp	Residential	Good	2.5	2	2	1	6	01	2,125	1,660	2024-10-27
399	2	2003	573	105415	87	91700	Studio/Garage	Residential	Good	1.75	 	0	1	 	 	1,348	573	2024-10-27
400	1	1768	4,116	484113	70	338900	Family Conver.	Residential	Average	2	7	5	1	12	02	7,854	4,116	2024-10-27
401	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
402	1	1819	5,379	1134337	90	1020900	Antique	Residential	Excellent+10	2.5	4	5	0	14	01	7,588	5,379	2024-10-27
402	2	2010	1,574	324570	93	301900	Apt/Garage	Residential	Excellent	2	1	1	0	3	01	3,376	1,574	2024-10-27
405	1	1980	1,456	189272	72	136300	Raised Ranch	Residential	Average	1	4	1	0	7	01	3,208	1,456	2024-10-27
407	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
408	1	1980	1,894	280732	63	176900	Modern/Contemp	Residential	Average +10	1.75	3	2	0	6	01	4,070	1,894	2024-10-27
415	1	1824	2,196	310184	72	223300	Antique	Residential	Average +10	1.5	3	1	0	8	01	5,613	2,196	2024-10-27
415	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
417	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
418	1	1964	3,324	508460	80	406800	Cape Cod	Residential	Good +10	1.75	4	3	1	9	01	6,304	3,324	2024-10-27
427	1	1988	2,956	464425	68	315800	Colonial	Residential	Average +20	2	4	2	1	9	01	5,229	2,956	2024-10-27
429	1	1984	3,547	671386	76	510300	Modern/Contemp	Residential	Good +10	1.75	4	3	1	11	01	7,607	3,547	2024-10-27
432	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
433	1	1930	650	43415	88	38200	Camp	Residential	Average +10	1	1	1	0	2	01	745	650	2024-10-27
434	1	1960	580	63763	90	57400	Ranch	Residential	Below Average	1	1	1	0	3	01	612	580	2024-10-27
435	1	1960	1,075	114849	90	103400	Cape Cod	Residential	Average	1	2	1	0	6	01	1,556	1,075	2024-10-27
436	1	1992	1,116	57229	80	45800	Mobile Home	Mobile Home	Average +10	1	2	1	1	5	01	1,444	1,116	2024-10-27
437	1	1973	1,599	328112	70	229700	Modern/Contemp	Residential	Average +10	1	3	3	0	9	01	4,398	1,599	2024-10-27
437	2	2014	3,988	464020	96	445500	Modern/Contemp	Residential	Excellent	2	1	1	1	6	01	4,720	3,988	2024-10-27
438	1	1984	3,029	461690	66	304700	Family Conver.	Residential	Average +20	1.75	4	2	1	7	02	6,484	3,029	2024-10-27
439	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
440	1	1800	840	70332	52	36600	Cape Cod	Residential	Minimum	1.5	1	1	0	3	01	1,650	840	2024-10-27
441	1	1986	2,147	331934	85	282100	Cape Cod	Residential	Good	1.75	3	3	0	6	01	4,356	2,147	2024-10-27
441	2	1987	540	101012	75	75800	Apt/Garage	Residential	Average +10	1.75	2	1	0	3	01	1,568	540	2024-10-27
442	1	1950	1,992	225161	85	191400	Conventional	Residential	Average +20	2	2	2	0	5	01	3,368	1,992	2024-10-27
442	2	1999	484	51979	75	39000	Studio/Garage	Residential	Average	2	 	0	0	1	00	1,148	484	2024-10-27
446	1	1780	3,537	489517	72	352500	Antique	Residential	Average +10	2	6	4	0	11	01	6,823	3,537	2024-10-27
446	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
447	1	1963	1,720	288097	65	187300	Ranch	Residential	Average +10	1	3	2	1	6	01	4,376	1,720	2024-10-27
448	1	1957	2,773	392726	90	353500	Modern/Contemp	Residential	Average +20	1.75	4	3	0	9	01	4,635	2,773	2024-10-27
450	1	1798	2,862	508795	75	381600	Antique	Residential	Good +10	1.75	3	2	1	9	01	6,264	2,862	2024-10-27
450	2	1946	640	76400	65	49700	Ranch	Residential	Below Average	1	2	1	0	4	01	896	640	2024-10-27
454	1	1980	3,330	672864	69	464300	Colonial	Residential	Good	2	4	3	0	11	01	8,478	3,330	2024-10-27
454	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
457	1	1820	4,865	843142	85	716700	Antique	Residential	Good +10	2	5	4	0	15	01	9,809	4,865	2024-10-27
458	1	1980	2,010	257640	90	231900	Cape Cod	Residential	Average +20	1.75	3	2	0	8	01	3,612	2,010	2024-10-27
459	1	1800	2,288	349577	80	279700	Antique	Residential	Average +20	1.75	4	3	0	9	01	4,040	2,288	2024-10-27
460	1	1999	3,845	593371	83	492500	Colonial	Residential	Average +20	2	5	3	0	10	01	7,513	3,845	2024-10-27
460	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
461	1	2019	2,985	654280	99	647700	Modern/Contemp	Residential	Good +20	1	3	3	1	7	 	5,802	2,985	2024-10-27
462	1	1811	3,173	525530	75	394100	Colonial	Residential	Good	2.5	4	2	1	9	02	5,084	3,173	2024-10-27
462	2	1800	1,254	156020	75	117000	Cape Cod	Residential	Average	1.5	1	2	1	5	00	2,076	1,254	2024-10-27
462	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
463	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
465	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
469	1	1988	4,241	774934	90	697400	Colonial	Residential	Good	2.5	5	4	1	11	01	7,703	4,241	2024-10-27
472	1	1993	3,744	890899	79	703800	Colonial	Residential	Good +20	2	4	3	1	10	01	9,640	3,744	2024-10-27
473	1	1995	3,480	655505	81	531000	Colonial	Residential	Good +10	2	4	2	1	9	01	6,349	3,480	2024-10-27
474	1	2003	2,836	401303	89	357200	Cape Cod	Residential	Good	1.75	3	2	1	9	 	5,786	2,836	2024-10-27
475	1	1778	3,368	440562	65	286400	Family Conver.	Residential	Average +20	2	5	2	0	11	02	5,948	3,368	2024-10-27
475	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
476	1	1964	2,743	380422	35	133100	Cape Cod	Residential	Average +20	1.75	4	3	1	7	01	5,577	2,743	2024-10-27
476	2	2022	4,798	1144024	100	1144000	Colonial	Residential	Good +20	2	5	4	1	 	 	9,887	4,798	2024-10-27
478	1	1785	3,027	312355	72	224900	Family Conver.	Residential	Average	1.5	4	2	1	8	01	5,252	3,027	2024-10-27
478	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
479	1	1825	4,924	822885	90	740600	Cape Cod	Residential	Excellent	1.75	5	3	1	10	01	8,054	4,924	2024-10-27
479	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
480	1	1970	2,945	299564	67	200700	Modern/Contemp	Residential	Average	1.5	4	2	1	8	01	4,558	2,945	2024-10-27
482	1	1984	2,228	358101	80	286500	Cape Cod	Residential	Good	1.5	3	2	1	8	01	5,716	2,228	2024-10-27
483	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
484	1	1920	3,020	450831	85	383200	Cape Cod	Residential	Good +10	1.75	3	2	1	10	01	5,941	3,020	2024-10-27
486	1	1808	3,623	430732	72	310100	Family Conver.	Residential	Average	1.75	4	4	0	14	04	6,612	3,623	2024-10-27
487	1	1840	1,874	284394	58	164900	Antique	Residential	Average +10	1	2	2	0	6	01	4,563	1,874	2024-10-27
488	1	1825	2,349	368703	80	295000	Antique	Residential	Average +20	2	4	2	1	8	01	3,993	2,349	2024-10-27
489	1	1850	2,460	281153	80	224900	Conventional	Residential	Average +20	2	4	3	1	10	01	4,836	2,460	2024-10-27
490	1	1812	2,273	360667	80	288500	Antique	Residential	Average +20	2	3	1	1	7	01	4,765	2,273	2024-10-27
491	1	1806	3,034	458366	70	320900	Antique	Residential	Average +20	2	4	3	1	10	01	5,368	3,034	2024-10-27
491	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
492	1	1986	896	149160	72	107400	Ranch	Residential	Average	1	3	1	0	5	01	2,048	896	2024-10-27
493	1	1776	3,270	473222	80	378600	Antique	Residential	Average +20	2	5	2	0	10	01	7,356	3,270	2024-10-27
493	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
494	1	2016	4,088	995369	97	965500	Modern/Contemp	Residential	Good +10	2	7	4	3	12	 	9,413	4,088	2024-10-27
495	1	1850	2,548	365510	80	292400	Antique	Residential	Average +20	2	3	3	1	10	01	3,588	2,548	2024-10-27
501	1	1840	924	131507	45	59200	Cape Cod	Residential	Average	1.5	2	1	0	6	01	2,304	924	2024-10-27
505	1	1998	2,788	588256	85	500000	Modern/Contemp	Residential	Good +20	1.75	3	3	0	7	01	5,373	2,788	2024-10-27
505	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
506	1	1995	3,749	704169	79	556300	Modern/Contemp	Residential	Good +10	2	4	4	1	11	01	7,443	3,749	2024-10-27
507	1	1850	2,811	288353	40	115300	Family Conver.	Residential	Average	1.5	6	2	0	12	02	4,921	2,811	2024-10-27
507	2		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
507	3		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-10-27
507	4	1979	864	45914	67	30800	Mobile Home	Mobile Home	Average +10	1	2	1	0	4	01	864	864	2024-10-27
509	1	1965	2,464	370649	90	333600	Cape Cod	Residential	Good	1.75	4	3	0	9	01	4,938	2,464	2024-10-27
510	1	1988	2,654	480884	75	360700	Cape Cod	Residential	Good +20	1.5	3	2	1	7	01	6,932	2,654	2024-10-27
511	1	1980	1,512	202600	78	158000	Cape Cod	Residential	Average +10	1.75	3	2	0	3	01	3,024	1,512	2024-10-27
